NAME,county,state,Total_Pop_2009,Total_Pop_2011,Total_Pop_2013,Total_Pop_2015,Total_Pop_2016,Total_Pop_2021,Total_Pop_25_to_29_2009,Total_Pop_25_to_29_2011,Total_Pop_25_to_29_2013,Total_Pop_25_to_29_2015,Total_Pop_25_to_29_2016,Total_Pop_25_to_29_2021,2009-2021 Total_Pop Change,2009-2021 Total_Pop % Change,2009-2021 Total_Pop Change Rank,2009-2021 Total_Pop Change Percentile,2009-2021 Total_Pop % Change Rank,2009-2021 Total_Pop % Change Percentile,2011-2021 Total_Pop Change,2011-2021 Total_Pop % Change,2011-2021 Total_Pop Change Rank,2011-2021 Total_Pop Change Percentile,2011-2021 Total_Pop % Change Rank,2011-2021 Total_Pop % Change Percentile,2013-2021 Total_Pop Change,2013-2021 Total_Pop % Change,2013-2021 Total_Pop Change Rank,2013-2021 Total_Pop Change Percentile,2013-2021 Total_Pop % Change Rank,2013-2021 Total_Pop % Change Percentile,2015-2021 Total_Pop Change,2015-2021 Total_Pop % Change,2015-2021 Total_Pop Change Rank,2015-2021 Total_Pop Change Percentile,2015-2021 Total_Pop % Change Rank,2015-2021 Total_Pop % Change Percentile,2016-2021 Total_Pop Change,2016-2021 Total_Pop % Change,2016-2021 Total_Pop Change Rank,2016-2021 Total_Pop Change Percentile,2016-2021 Total_Pop % Change Rank,2016-2021 Total_Pop % Change Percentile,2009-2021 Total_Pop_25_to_29 Change,2009-2021 Total_Pop_25_to_29 % Change,2009-2021 Total_Pop_25_to_29 Change Rank,2009-2021 Total_Pop_25_to_29 Change Percentile,2009-2021 Total_Pop_25_to_29 % Change Rank,2009-2021 Total_Pop_25_to_29 % Change Percentile,2011-2021 Total_Pop_25_to_29 Change,2011-2021 Total_Pop_25_to_29 % Change,2011-2021 Total_Pop_25_to_29 Change Rank,2011-2021 Total_Pop_25_to_29 Change Percentile,2011-2021 Total_Pop_25_to_29 % Change Rank,2011-2021 Total_Pop_25_to_29 % Change Percentile,2013-2021 Total_Pop_25_to_29 Change,2013-2021 Total_Pop_25_to_29 % Change,2013-2021 Total_Pop_25_to_29 Change Rank,2013-2021 Total_Pop_25_to_29 Change Percentile,2013-2021 Total_Pop_25_to_29 % Change Rank,2013-2021 Total_Pop_25_to_29 % Change Percentile,2015-2021 Total_Pop_25_to_29 Change,2015-2021 Total_Pop_25_to_29 % Change,2015-2021 Total_Pop_25_to_29 Change Rank,2015-2021 Total_Pop_25_to_29 Change Percentile,2015-2021 Total_Pop_25_to_29 % Change Rank,2015-2021 Total_Pop_25_to_29 % Change Percentile,2016-2021 Total_Pop_25_to_29 Change,2016-2021 Total_Pop_25_to_29 % Change,2016-2021 Total_Pop_25_to_29 Change Rank,2016-2021 Total_Pop_25_to_29 Change Percentile,2016-2021 Total_Pop_25_to_29 % Change Rank,2016-2021 Total_Pop_25_to_29 % Change Percentile
"Adams County, Illinois",001,17,66892.0,67045.0,67152.0,67081.0,66949.0,65878.0,4220.0,4022.0,4024.0,4112.0,4093.0,4026.0,-1014.0,-1.5158763379776397,2644.0,15.720663265306122,2019.0,35.650510204081634,-1167.0,-1.7406219703184456,2640.0,15.875039846987567,1846.0,41.185846350015936,-1274.0,-1.8971884679533035,2718.0,13.416188655194391,1916.0,38.97386870618228,-1203.0,-1.793354303006811,2759.0,12.193568927093281,1978.0,37.058261700095514,-1071.0,-1.5997251639307541,2756.0,12.289079910856415,2018.0,35.78478191658707,-194.0,-4.5971563981042625,2679.0,14.604591836734693,2232.0,28.85841836734694,4.0,0.09945300845350946,1928.0,38.5718839655722,1954.0,37.74306662416321,2.0,0.04970178926442248,1967.0,37.348629700446146,1989.0,36.647546207775655,-86.0,-2.091439688715957,2650.0,15.663801337153775,2238.0,28.780643107290672,-67.0,-1.6369411189836258,2528.0,19.547914676854504,2159.0,31.295765679719835
"Adams County, Indiana",001,18,33955.0,34263.0,34424.0,34642.0,34813.0,35685.0,2081.0,2047.0,2009.0,1897.0,1904.0,2138.0,1730.0,5.094978648210868,1013.0,67.7295918367347,1104.0,64.82780612244898,1422.0,4.150249540320461,929.0,70.41759642970992,940.0,70.0669429391138,1261.0,3.663141993957697,896.0,71.47864882090504,891.0,71.63798597833015,1043.0,3.010796143409733,900.0,71.37854186564788,887.0,71.79242279528812,872.0,2.5048114210208805,930.0,70.42343202801655,957.0,69.56383317414836,57.0,2.739067755886593,1596.0,49.1390306122449,1773.0,43.494897959183675,91.0,4.445530043966772,1277.0,59.32419509085113,1543.0,50.84475613643609,129.0,6.4211050273768056,1128.0,64.08540471637986,1321.0,57.93499043977055,241.0,12.704269899841858,798.0,74.62591531359439,740.0,76.47246099968163,234.0,12.289915966386555,728.0,76.85450493473415,656.0,79.14676854504935
"Adams County, Iowa",003,19,4072.0,4085.0,3973.0,3892.0,3822.0,3697.0,170.0,167.0,201.0,198.0,193.0,190.0,-375.0,-9.209233791748527,2242.0,28.539540816326532,2895.0,7.716836734693877,-388.0,-9.498164014687882,2061.0,34.33216448836468,2873.0,8.447561364360855,-276.0,-6.946891517744779,1947.0,37.985978330146594,2741.0,12.68323773103888,-195.0,-5.010277492291881,1895.0,39.70073225087552,2608.0,17.00095510983763,-125.0,-3.2705389848247,1833.0,41.6746259153136,2400.0,23.623049984081504,20.0,11.764705882352944,1804.0,42.50637755102041,1217.0,61.224489795918366,23.0,13.772455089820369,1750.0,44.24609499521836,788.0,74.91233662735097,-11.0,-5.472636815920396,2121.0,32.44104525175271,2443.0,22.179732313575524,-8.0,-4.040404040404044,2132.0,32.15536453358803,2397.0,23.718560967844635,-3.0,-1.5544041450777257,2015.0,35.880292900350206,2148.0,31.645972620184654
"Adams County, Mississippi",001,28,31475.0,32431.0,32308.0,31979.0,31747.0,29927.0,1690.0,1632.0,2057.0,2060.0,1896.0,1977.0,-1548.0,-4.918189038919774,2817.0,10.204081632653061,2521.0,19.642857142857142,-2504.0,-7.7210076778391095,2949.0,6.02486452024227,2742.0,12.623525661459995,-2381.0,-7.3696917172217375,2957.0,5.79987253027406,2777.0,11.536010197578076,-2052.0,-6.416710966571815,2959.0,5.826170009551098,2765.0,12.002546959567017,-1820.0,-5.732825148832966,2948.0,6.176376950015919,2753.0,12.384590894619548,287.0,16.982248520710066,835.0,73.40561224489795,972.0,69.03698979591837,345.0,21.139705882352942,720.0,77.08001275103602,471.0,85.0175326745298,-80.0,-3.8891589693728745,2585.0,17.654557042702358,2320.0,26.099426386233272,-83.0,-4.029126213592238,2640.0,15.982171283030883,2395.0,23.78223495702006,81.0,4.272151898734178,1289.0,58.99395097102833,1494.0,52.467367080547604
"Adams County, Nebraska",001,31,33024.0,31181.0,31367.0,31442.0,31536.0,31284.0,2330.0,1802.0,1857.0,1900.0,1821.0,1915.0,-1740.0,-5.26889534883721,2862.0,8.769132653061225,2563.0,18.303571428571427,103.0,0.3303293672428653,1417.0,54.86133248326427,1482.0,52.78928912974179,-83.0,-0.2646093027704244,1632.0,48.02421924792862,1555.0,50.47801147227533,-158.0,-0.5025125628140725,1830.0,41.770136899076725,1650.0,47.50079592486469,-252.0,-0.7990867579908634,2101.0,33.14231136580707,1796.0,42.8525947150589,-415.0,-17.811158798283266,2933.0,6.505102040816327,2801.0,10.714285714285714,113.0,6.270810210876809,1162.0,62.9901179470832,1379.0,56.07268090532356,58.0,3.123317178244478,1494.0,52.421924792861695,1665.0,46.97259400892288,15.0,0.7894736842105177,1891.0,39.82808022922636,1974.0,37.185609678446355,94.0,5.161998901702369,1210.0,61.50907354345749,1388.0,55.84208850684496
"Adams County, North Dakota",001,38,2291.0,2337.0,2328.0,2341.0,2348.0,2237.0,106.0,79.0,83.0,95.0,92.0,93.0,-54.0,-2.3570493234395418,1865.0,40.56122448979592,2153.0,31.377551020408163,-100.0,-4.278990158322637,1666.0,46.92381255977048,2275.0,27.51036021676761,-91.0,-3.9089347079037773,1642.0,47.70554493307839,2296.0,26.864244741873804,-104.0,-4.44254592054677,1719.0,45.30404329831264,2519.0,19.834447628143902,-111.0,-4.727427597955702,1799.0,42.757083731295765,2635.0,16.141356255969434,-13.0,-12.264150943396224,2037.0,35.0765306122449,2640.0,15.848214285714285,14.0,17.721518987341778,1826.0,41.82339815109978,595.0,81.06471150781,10.0,12.04819277108433,1887.0,39.89802421924793,836.0,73.39069471000637,-2.0,-2.1052631578947323,2058.0,34.51130213307864,2239.0,28.74880611270296,1.0,1.0869565217391353,1978.0,37.058261700095514,1868.0,40.56033110474371
"Adams County, Ohio",001,39,28142.0,28551.0,28406.0,28229.0,28111.0,27564.0,1900.0,1647.0,1560.0,1515.0,1486.0,1555.0,-578.0,-2.0538696610049034,2417.0,22.95918367346939,2106.0,32.87627551020408,-987.0,-3.4569717347903706,2544.0,18.93528849218999,2139.0,31.84571246413771,-842.0,-2.9641625008800965,2505.0,20.203951561504145,2126.0,32.2817080943276,-665.0,-2.3557334655850415,2482.0,21.012416427889207,2107.0,32.95128939828081,-547.0,-1.9458574935078743,2458.0,21.776504297994272,2088.0,33.55619229544731,-345.0,-18.157894736842106,2883.0,8.099489795918368,2815.0,10.267857142857142,-92.0,-5.5859137826350995,2618.0,16.576346828179787,2398.0,23.58941664010201,-5.0,-0.3205128205128194,2051.0,34.67176545570427,2036.0,35.1497769279796,40.0,2.64026402640265,1653.0,47.40528494110156,1737.0,44.730977395733845,69.0,4.643337819650073,1377.0,56.19229544730977,1447.0,53.963705826170006
"Adams County, Pennsylvania",001,42,101011.0,101137.0,101496.0,101767.0,101759.0,103782.0,5200.0,5142.0,5103.0,5279.0,5386.0,5536.0,2771.0,2.743265584936294,864.0,72.48086734693877,1401.0,55.35714285714286,2645.0,2.6152644432799077,755.0,75.9642970991393,1130.0,64.01020082881735,2286.0,2.2523055095767353,738.0,76.51370299553855,1100.0,64.97769279796049,2015.0,1.9800131673332277,710.0,77.42757083731296,1101.0,64.97930595351798,2023.0,1.9880305427529832,683.0,78.28716969118116,1085.0,65.48869786692137,336.0,6.461538461538452,757.0,75.89285714285714,1540.0,50.92474489795919,394.0,7.662388175807089,656.0,79.1201785145043,1263.0,59.77048135160982,433.0,8.485204781501077,594.0,81.10261312938178,1134.0,63.89420012746972,257.0,4.868346277704116,764.0,75.70837312957657,1492.0,52.53104106972302,150.0,2.7849981433345716,969.0,69.18178923909582,1672.0,46.80038204393505
"Adams County, Washington",001,53,17029.0,18289.0,18802.0,19081.0,19100.0,20353.0,889.0,1192.0,1232.0,1196.0,1212.0,1303.0,3324.0,19.51964296200599,792.0,74.77678571428571,247.0,92.15561224489795,2064.0,11.28547214172453,828.0,73.63723302518329,367.0,88.33280204016576,1551.0,8.24912243378364,834.0,73.45442957297642,423.0,86.55194391332059,1272.0,6.666317278968603,830.0,73.60713148678765,412.0,86.9149952244508,1253.0,6.560209424083774,809.0,74.27570837312958,361.0,88.53868194842407,414.0,46.569178852643425,692.0,77.9655612244898,342.0,89.12627551020408,111.0,9.312080536912749,1173.0,62.63946445648709,1100.0,64.9665285304431,71.0,5.762987012987009,1411.0,55.06692160611855,1379.0,56.08667941363926,107.0,8.946488294314392,1200.0,61.82744348933461,1068.0,66.02992677491245,91.0,7.5082508250825075,1229.0,60.90417064629099,1104.0,64.88379496975486
"Adams County, Wisconsin",001,55,20400.0,20956.0,20741.0,20451.0,20294.0,20505.0,999.0,971.0,961.0,940.0,945.0,918.0,105.0,0.5147058823529393,1671.0,46.74744897959184,1719.0,45.21683673469388,-451.0,-2.1521282687535837,2137.0,31.909467644246092,1921.0,38.795027095951546,-236.0,-1.137842919820642,1879.0,40.152963671128106,1742.0,44.51880178457616,54.0,0.26404576793310763,1444.0,54.05921680993314,1474.0,53.104106972301814,211.0,1.0397161722676573,1299.0,58.675581025151224,1313.0,58.229863100923275,-81.0,-8.108108108108103,2356.0,24.904336734693878,2432.0,22.480867346938776,-53.0,-5.4582904222451045,2398.0,23.58941664010201,2387.0,23.940070130698118,-43.0,-4.474505723204992,2388.0,23.932441045251753,2366.0,24.633524537922245,-22.0,-2.3404255319148914,2265.0,27.92104425342248,2258.0,28.143903215536454,-27.0,-2.857142857142858,2265.0,27.92104425342248,2299.0,26.838586437440306
"Addison County, Vermont",001,50,36659.0,36835.0,36811.0,36943.0,36926.0,37306.0,1468.0,1663.0,1692.0,1720.0,1739.0,1776.0,647.0,1.7649144821189955,1319.0,57.9719387755102,1535.0,51.08418367346938,471.0,1.2786751730690993,1188.0,62.16130060567421,1334.0,57.50717245776219,495.0,1.3447067452663664,1117.0,64.43594646271511,1272.0,59.496494582536656,363.0,0.9825948082180735,1187.0,62.241324418974855,1312.0,58.26170009551098,380.0,1.029085197421864,1161.0,63.06908627825534,1316.0,58.134352117160134,308.0,20.98092643051772,799.0,74.55357142857143,819.0,73.91581632653062,113.0,6.79494888755261,1162.0,62.9901179470832,1339.0,57.34778450749123,84.0,4.964539007092195,1329.0,57.680050987890375,1466.0,53.314212874442326,56.0,3.2558139534883734,1523.0,51.54409423750398,1676.0,46.673034065584204,37.0,2.127659574468077,1625.0,48.29672078955747,1761.0,43.96688952562878
"Aiken County, South Carolina",003,45,152647.0,158253.0,161710.0,163908.0,165146.0,168045.0,9546.0,9914.0,10158.0,10437.0,10491.0,10686.0,15398.0,10.08732565985575,389.0,87.62755102040816,647.0,79.40051020408163,9792.0,6.187560425394789,438.0,86.06949314631814,731.0,76.7293592604399,6335.0,3.917506647702673,491.0,84.38495857233907,856.0,72.75334608030593,4137.0,2.523976865070643,513.0,83.69945877109201,987.0,68.60872333651703,2899.0,1.7554164194107047,567.0,81.98026106335561,1133.0,63.96052212671124,1140.0,11.942174732872402,406.0,87.08545918367348,1212.0,61.38392857142857,772.0,7.786967924147681,451.0,85.65508447561363,1247.0,60.28052279247689,528.0,5.197873597164793,522.0,83.39706819630338,1439.0,54.17463352453792,249.0,2.385743029606213,780.0,75.1989812161732,1764.0,43.871378541865646,195.0,1.8587360594795488,825.0,73.7663164597262,1797.0,42.820757720471185
"Aitkin County, Minnesota",001,27,15871.0,16303.0,16032.0,15839.0,15722.0,15747.0,481.0,649.0,624.0,561.0,554.0,578.0,-124.0,-0.7812992250015749,1943.0,38.07397959183674,1917.0,38.9030612244898,-556.0,-3.4104152609949034,2243.0,28.530443098501753,2130.0,32.132610774625434,-285.0,-1.7776946107784464,1958.0,37.63543658381134,1894.0,39.67495219885277,-92.0,-0.5808447502998915,1701.0,45.87710920089144,1677.0,46.6411970709965,25.0,0.1590128482381381,1540.0,51.00286532951289,1539.0,51.0347023241006,97.0,20.166320166320162,1367.0,56.441326530612244,841.0,73.21428571428571,-71.0,-10.939907550077043,2513.0,19.92349378386994,2704.0,13.834874083519285,-46.0,-7.371794871794868,2411.0,23.19949012109624,2564.0,18.323773103887827,17.0,3.0303030303030276,1872.0,40.43298312639287,1703.0,45.81343521171601,24.0,4.332129963898912,1746.0,44.44444444444444,1488.0,52.658389048073865
