MATRIC#,SEASON,SURVEY_SCORE,STARTINGYR,MATRICYR
1784,W,83.0%,23,21
2765,W,74.0%,23,21
1288,W,58.0%,23,21
1563,W,60.0%,23,21
2887,W,51.0%,23,21
3362,W,85.0%,23,21
1388,W,63.0%,23,21
3332,W,68.0%,23,21
3432,W,44.0%,23,21
351,W,74.0%,23,21
2922,W,47.0%,23,21
2840,W,58.0%,23,21
2760,W,56.0%,23,21
2827,W,66.0%,23,21
2610,W,61.0%,23,21
2845,W,47.0%,23,21
446,W,75.0%,23,21
2662,W,62.0%,23,21
228,W,72.0%,23,21
886,W,59.0%,23,21
3396,W,65.0%,23,21
342,W,60.0%,23,21
690,W,64.0%,23,21
3472,W,89.0%,23,21
3183,W,68.0%,23,21
1395,W,53.0%,23,21
2151,W,80.0%,23,21
3152,W,63.0%,23,21
686,W,54.0%,23,21
995,W,59.0%,23,21
2014,W,73.0%,23,21
2706,W,35.0%,23,21
2031,W,78.0%,23,21
2255,W,73.0%,23,21
1928,W,60.0%,23,21
2834,W,73.0%,23,21
2377,W,76.0%,23,21
933,W,59.0%,23,21
1636,W,60.0%,23,21
3204,W,59.0%,23,21
66,W,62.0%,23,21
715,W,61.0%,23,21
823,W,64.0%,23,21
1434,W,68.0%,23,21
2401,W,51.0%,23,21
213,W,75.0%,23,21
2336,W,70.0%,23,21
2677,W,85.0%,23,21
2241,W,54.0%,23,21
2229,W,50.0%,23,21
1453,W,80.0%,23,21
1338,W,56.0%,23,21
989,W,69.0%,23,21
3404,W,56.0%,23,21
1055,W,88.0%,23,21
371,W,68.0%,23,21
2716,W,72.0%,23,21
1617,W,65.0%,23,21
2250,W,65.0%,23,21
2092,W,56.0%,23,21
1979,W,76.0%,23,21
3257,W,63.0%,23,21
2271,W,73.0%,23,21
486,W,75.0%,23,21
1804,W,65.0%,23,21
1939,W,67.0%,23,21
1206,W,56.0%,23,21
1216,W,61.0%,23,21
2780,W,77.0%,23,21
2913,W,53.0%,23,21
788,W,57.0%,23,21
315,W,48.0%,23,21
629,W,66.0%,23,21
1891,W,75.0%,23,21
3603,W,76.0%,23,21
835,W,45.0%,23,21
2506,W,57.0%,23,21
501,W,72.0%,23,21
1024,W,82.0%,23,21
3021,W,80.0%,23,21
1829,W,55.0%,23,21
2373,W,93.0%,23,21
1321,W,78.0%,23,21
3445,W,58.0%,23,21
494,W,49.0%,23,21
3191,W,75.0%,23,21
2182,W,58.0%,23,21
679,W,57.0%,23,21
2191,W,69.0%,23,21
303,W,63.0%,23,21
3573,W,65.0%,23,21
1372,W,51.0%,23,21
2348,W,75.0%,23,21
3012,W,58.0%,23,21
1138,W,51.0%,23,21
1863,W,56.0%,23,21
2810,W,73.0%,23,21
2994,W,78.0%,23,21
1018,W,67.0%,23,21
1131,W,61.0%,23,21
2796,W,54.0%,23,21
1858,W,75.0%,23,21
185,W,72.0%,23,21
110,W,64.0%,23,21
162,W,76.0%,23,21
3104,W,71.0%,23,21
3142,W,75.0%,23,21
808,W,61.0%,23,21
3214,W,74.0%,23,21
1413,W,63.0%,23,21
3162,W,57.0%,23,21
2008,W,79.0%,23,21
1758,W,70.0%,23,21
973,W,77.0%,23,21
3001,W,69.0%,23,21
1157,W,60.0%,23,21
3641,W,53.0%,23,21
155,W,51.0%,23,21
244,W,69.0%,23,21
1180,W,71.0%,23,21
348,W,67.0%,23,21
1836,W,72.0%,23,21
2275,W,63.0%,23,21
2123,W,58.0%,23,21
188,W,59.0%,23,21
2022,W,73.0%,23,21
2752,W,55.0%,23,21
733,W,51.0%,23,21
1521,W,73.0%,23,21
3563,W,66.0%,23,21
1516,W,39.0%,23,21
2933,W,83.0%,23,21
2782,W,65.0%,23,21
575,W,53.0%,23,21
3586,W,80.0%,23,21
2476,W,65.0%,23,21
2992,W,78.0%,23,21
1419,W,62.0%,23,21
2144,W,57.0%,23,21
1482,W,73.0%,23,21
1857,W,56.0%,23,21
2980,W,55.0%,23,21
2172,W,79.0%,23,21
411,W,60.0%,23,21
2280,W,66.0%,23,21
701,W,72.0%,23,21
2374,W,63.0%,23,21
2165,W,63.0%,23,21
2985,W,70.0%,23,21
1373,W,76.0%,23,21
2173,W,53.0%,23,21
2960,W,64.0%,23,21
1000,W,49.0%,23,21
854,W,64.0%,23,21
1125,W,68.0%,23,21
2774,W,56.0%,23,21
3299,W,65.0%,23,21
38,W,67.0%,23,21
91,W,62.0%,23,21
891,W,77.0%,23,21
3076,W,44.0%,23,21
1765,W,57.0%,23,21
129,W,49.0%,23,21
3119,W,67.0%,23,21
1319,W,74.0%,23,21
3391,W,67.0%,23,21
2350,W,59.0%,23,21
2966,W,56.0%,23,21
1726,W,32.0%,23,21
717,W,53.0%,23,21
2113,W,66.0%,23,21
3042,W,56.0%,23,21
1033,W,59.0%,23,21
1479,W,63.0%,23,21
2418,W,66.0%,23,21
1023,W,57.0%,23,21
1370,W,77.0%,23,21
2630,W,56.0%,23,21
2097,W,52.0%,23,21
3225,W,66.0%,23,21
1277,W,54.0%,23,21
565,W,66.0%,23,21
2751,W,68.0%,23,21
2112,W,67.0%,23,21
2522,W,60.0%,23,21
1722,W,54.0%,23,21
3233,W,75.0%,23,21
434,W,62.0%,23,21
2709,W,51.0%,23,21
275,W,53.0%,23,21
612,W,72.0%,23,21
347,W,62.0%,23,21
1221,W,80.0%,23,21
1964,W,64.0%,23,21
3310,W,55.0%,23,21
380,W,61.0%,23,21
665,W,73.0%,23,21
1747,W,50.0%,23,21
2414,W,56.0%,23,21
3138,W,56.0%,23,21
721,W,80.0%,23,21
2335,W,71.0%,23,21
1846,W,62.0%,23,21
1263,W,79.0%,23,21
249,W,60.0%,23,21
2635,W,64.0%,23,21
2656,W,80.0%,23,21
2371,W,65.0%,23,21
3258,W,61.0%,23,21
2154,W,75.0%,23,21
3058,W,59.0%,23,21
2005,W,74.0%,23,21
1775,W,81.0%,23,21
1438,W,53.0%,23,21
748,W,68.0%,23,21
2846,W,70.0%,23,21
1348,W,61.0%,23,21
1233,W,73.0%,23,21
142,W,61.0%,23,21
1921,W,65.0%,23,21
2480,W,80.0%,23,21
3377,W,57.0%,23,21
81,W,78.0%,23,21
2457,W,56.0%,23,21
36,W,56.0%,23,21
870,W,84.0%,23,21
3180,W,62.0%,23,21
2971,W,71.0%,23,21
1631,W,67.0%,23,21
1720,W,60.0%,23,21
1750,W,76.0%,23,21
1374,W,50.0%,23,21
1627,W,82.0%,23,21
1996,W,54.0%,23,21
1954,W,57.0%,23,21
2643,W,91.0%,23,21
3301,W,50.0%,23,21
3064,W,58.0%,23,21
3379,W,57.0%,23,21
2856,W,60.0%,23,21
3234,W,55.0%,23,21
1240,W,67.0%,23,21
9,W,59.0%,23,21
966,W,65.0%,23,21
1924,W,54.0%,23,21
1616,W,73.0%,23,21
536,W,60.0%,23,21
959,W,69.0%,23,21
1704,W,72.0%,23,21
439,W,70.0%,23,21
962,W,62.0%,23,21
681,W,58.0%,23,21
2591,W,51.0%,23,21
2588,W,71.0%,23,21
2911,W,56.0%,23,21
3316,W,55.0%,23,21
1399,W,72.0%,23,21
1126,W,62.0%,23,21
2104,W,59.0%,23,21
3399,W,58.0%,23,21
1308,W,45.0%,23,21
2772,W,73.0%,23,21
3275,W,56.0%,23,21
756,W,69.0%,23,21
576,W,65.0%,23,21
372,W,48.0%,23,21
277,W,78.0%,23,21
1335,W,66.0%,23,21
1049,W,80.0%,23,21
477,W,41.0%,23,21
1841,W,64.0%,23,21
3436,W,33.0%,23,21
1389,W,75.0%,23,21
618,W,58.0%,23,21
1684,W,67.0%,23,21
181,W,58.0%,23,21
320,W,70.0%,23,21
1071,W,80.0%,23,21
2899,W,49.0%,23,21
2189,W,56.0%,23,21
1186,W,70.0%,23,21
297,W,55.0%,23,21
2819,W,68.0%,23,21
2732,W,67.0%,23,21
3434,W,69.0%,23,21
3644,W,58.0%,23,21
64,W,53.0%,23,21
2853,W,70.0%,23,21
3650,W,72.0%,23,21
1340,W,84.0%,23,21
1254,W,83.0%,23,21
2234,W,55.0%,23,21
1273,W,61.0%,23,21
1238,W,75.0%,23,21
984,W,57.0%,23,21
2124,W,50.0%,23,21
2396,W,72.0%,23,21
285,W,45.0%,23,21
3608,W,68.0%,23,21
2529,W,48.0%,23,21
3116,W,68.0%,23,21
2227,W,68.0%,23,21
2583,W,61.0%,23,21
182,W,92.0%,23,21
196,W,50.0%,23,21
1801,W,50.0%,23,21
3011,W,60.0%,23,21
3652,W,70.0%,23,21
1781,W,66.0%,23,21
3303,W,51.0%,23,21
2412,W,63.0%,23,21
3428,W,65.0%,23,21
1074,W,57.0%,23,21
967,W,72.0%,23,21
1145,W,68.0%,23,21
332,W,59.0%,23,21
3063,W,82.0%,23,21
519,W,70.0%,23,21
1341,W,73.0%,23,21
3300,W,67.0%,23,21
2267,W,45.0%,23,21
269,W,61.0%,23,21
882,W,31.0%,23,21
2602,W,68.0%,23,21
1949,W,73.0%,23,21
1122,W,62.0%,23,21
31,W,54.0%,23,21
1697,W,80.0%,23,21
419,W,73.0%,23,21
2884,W,64.0%,23,21
2912,W,53.0%,23,21
676,W,62.0%,23,21
1390,W,73.0%,23,21
12,W,63.0%,23,21
2625,W,66.0%,23,21
2729,W,38.0%,23,21
3480,W,67.0%,23,21
437,W,60.0%,23,21
1059,W,53.0%,23,21
410,W,73.0%,23,21
766,W,67.0%,23,21
68,W,77.0%,23,21
2843,W,60.0%,23,21
3254,W,68.0%,23,21
3262,W,48.0%,23,21
1444,W,50.0%,23,21
619,W,53.0%,23,21
2059,W,62.0%,23,21
814,W,76.0%,23,21
1318,W,66.0%,23,21
1977,W,30.0%,23,21
1010,W,53.0%,23,21
3431,W,79.0%,23,21
328,W,54.0%,23,21
2735,W,65.0%,23,21
779,W,74.0%,23,21
2942,W,53.0%,23,21
2584,W,63.0%,23,21
2326,W,38.0%,23,21
1548,W,73.0%,23,21
1659,W,67.0%,23,21
2503,W,61.0%,23,21
502,W,60.0%,23,21
3476,W,71.0%,23,21
3385,W,74.0%,23,21
1380,W,70.0%,23,21
506,W,57.0%,23,21
1817,W,48.0%,23,21
341,W,37.0%,23,21
3339,W,58.0%,23,21
4,W,91.0%,23,21
1930,W,55.0%,23,21
7,W,62.0%,23,21
254,W,50.0%,23,21
3114,W,62.0%,23,21
2548,W,76.0%,23,21
2516,W,68.0%,23,21
926,W,64.0%,23,21
59,W,62.0%,23,21
1040,W,75.0%,23,21
357,W,57.0%,23,21
259,W,75.0%,23,21
1127,W,87.0%,23,21
260,W,55.0%,23,21
1146,W,82.0%,23,21
2893,W,74.0%,23,21
3110,W,56.0%,23,21
246,W,70.0%,23,21
856,W,69.0%,23,21
1798,W,46.0%,23,21
392,W,57.0%,23,21
883,W,85.0%,23,21
2842,W,68.0%,23,21
2067,W,60.0%,23,21
859,W,72.0%,23,21
125,W,64.0%,23,21
135,W,68.0%,23,21
3337,W,68.0%,23,21
3471,W,58.0%,23,21
1328,W,60.0%,23,21
3499,W,69.0%,23,21
2285,W,79.0%,23,21
1270,W,72.0%,23,21
1868,W,62.0%,23,21
262,W,68.0%,23,21
2038,W,80.0%,23,21
2663,W,67.0%,23,21
1660,W,79.0%,23,21
105,W,70.0%,23,21
541,W,73.0%,23,21
1020,W,79.0%,23,21
1001,W,78.0%,23,21
1766,W,63.0%,23,21
2718,W,54.0%,23,21
1615,W,60.0%,23,21
511,W,44.0%,23,21
2789,W,58.0%,23,21
2621,W,81.0%,23,21
136,W,65.0%,23,21
3553,W,58.0%,23,21
197,W,69.0%,23,21
80,W,74.0%,23,21
1993,W,64.0%,23,21
3323,W,66.0%,23,21
2478,W,36.0%,23,21
29,W,61.0%,23,21
1550,W,66.0%,23,21
2345,W,58.0%,23,21
179,W,71.0%,23,21
798,W,57.0%,23,21
1974,W,66.0%,23,21
2563,W,94.0%,23,21
1474,W,64.0%,23,21
189,W,56.0%,23,21
330,W,75.0%,23,21
2618,W,60.0%,23,21
1909,W,60.0%,23,21
2747,W,42.0%,23,21
514,W,71.0%,23,21
1768,W,84.0%,23,21
3651,W,67.0%,23,21
2134,W,81.0%,23,21
3167,W,51.0%,23,21
339,W,88.0%,23,21
2632,W,70.0%,23,21
3160,W,72.0%,23,21
3255,W,50.0%,23,21
3624,W,68.0%,23,21
3217,W,71.0%,23,21
1454,W,68.0%,23,21
1839,W,65.0%,23,21
3052,W,60.0%,23,21
1244,W,67.0%,23,21
3094,W,85.0%,23,21
3440,W,88.0%,23,21
2051,W,61.0%,23,21
1651,W,76.0%,23,21
2569,W,78.0%,23,21
1600,W,80.0%,23,21
449,W,80.0%,23,21
1268,W,71.0%,23,21
2952,W,54.0%,23,21
370,W,69.0%,23,21
2561,W,57.0%,23,21
2768,W,71.0%,23,21
17,W,88.0%,23,21
291,W,66.0%,23,21
2564,W,69.0%,23,21
1917,W,56.0%,23,21
858,W,66.0%,23,21
489,W,68.0%,23,21
2734,W,57.0%,23,21
1170,W,65.0%,23,21
1414,W,81.0%,23,21
2987,W,65.0%,23,21
2298,W,72.0%,23,21
294,W,66.0%,23,21
498,W,46.0%,23,21
3302,W,77.0%,23,21
2296,W,42.0%,23,21
2062,W,73.0%,23,21
3218,W,55.0%,23,21
138,W,67.0%,23,21
3212,W,68.0%,23,21
1708,W,62.0%,23,21
1066,W,56.0%,23,21
2178,W,67.0%,23,21
293,W,69.0%,23,21
1030,W,52.0%,23,21
785,W,68.0%,23,21
1997,W,63.0%,23,21
1562,W,62.0%,23,21
1029,W,61.0%,23,21
69,W,62.0%,23,21
833,W,74.0%,23,21
398,W,56.0%,23,21
849,W,63.0%,23,21
3132,W,67.0%,23,21
3202,W,57.0%,23,21
3118,W,63.0%,23,21
3077,W,57.0%,23,21
1568,W,68.0%,23,21
749,W,55.0%,23,21
479,W,71.0%,23,21
2896,W,61.0%,23,21
1106,W,61.0%,23,21
1779,W,73.0%,23,21
837,W,71.0%,23,21
800,W,57.0%,23,21
178,W,69.0%,23,21
1976,W,69.0%,23,21
2342,W,57.0%,23,21
1267,W,52.0%,23,21
1788,W,76.0%,23,21
2673,W,57.0%,23,21
2577,W,83.0%,23,21
2701,W,64.0%,23,21
2238,W,69.0%,23,21
2560,W,57.0%,23,21
2216,W,57.0%,23,21
1877,W,70.0%,23,21
616,W,61.0%,23,21
2149,W,71.0%,23,21
487,W,56.0%,23,21
1189,W,74.0%,23,21
3273,W,57.0%,23,21
1123,W,60.0%,23,21
2316,W,53.0%,23,21
1479,W,63.0%,23,21
297,W,55.0%,23,21
12,W,63.0%,23,21
3316,W,55.0%,23,21
244,W,69.0%,23,21
2846,W,70.0%,23,21
576,W,65.0%,23,21
2917,W,72.0%,23,21
2985,W,70.0%,23,21
3476,W,71.0%,23,21
2373,W,93.0%,23,21
65,W,68.0%,23,21
1750,W,76.0%,23,21
817,W,51.0%,23,21
667,W,66.0%,23,21
2031,W,78.0%,23,21
3254,W,68.0%,23,21
2560,W,57.0%,23,21
3162,W,57.0%,23,21
1445,W,56.0%,23,21
1030,W,52.0%,23,21
3152,W,63.0%,23,21
1615,W,60.0%,23,21
2772,W,73.0%,23,21
2911,W,56.0%,23,21
979,W,68.0%,23,21
