MATRIC#,SEASON,SURVEY_SCORE,STARTINGYR,MATRICYR
3014,W,54.0%,23,20
1977,W,74.0%,23,20
3233,W,75.0%,23,20
2387,W,61.0%,23,20
1616,W,54.0%,23,20
1778,W,51.0%,23,20
2197,W,64.0%,23,20
2905,W,67.0%,23,20
1569,W,69.0%,23,20
1555,W,59.0%,23,20
1180,W,63.0%,23,20
3249,W,61.0%,23,20
943,W,67.0%,23,20
2367,W,73.0%,23,20
3239,W,51.0%,23,20
1512,W,55.0%,23,20
1872,W,60.0%,23,20
2196,W,74.0%,23,20
2937,W,82.0%,23,20
1395,W,60.0%,23,20
928,W,63.0%,23,20
2846,W,54.0%,23,20
1875,W,57.0%,23,20
2917,W,73.0%,23,20
1737,W,78.0%,23,20
319,W,70.0%,23,20
1845,W,66.0%,23,20
1040,W,32.0%,23,20
2205,W,72.0%,23,20
996,W,50.0%,23,20
119,W,61.0%,23,20
3020,W,63.0%,23,20
1443,W,60.0%,23,20
1228,W,72.0%,23,20
2242,W,52.0%,23,20
920,W,57.0%,23,20
2906,W,93.0%,23,20
2770,W,63.0%,23,20
820,W,56.0%,23,20
512,W,60.0%,23,20
2601,W,75.0%,23,20
2978,W,61.0%,23,20
601,W,77.0%,23,20
1035,W,72.0%,23,20
1537,W,64.0%,23,20
199,W,70.0%,23,20
699,W,61.0%,23,20
1715,W,79.0%,23,20
493,W,60.0%,23,20
107,W,61.0%,23,20
305,W,51.0%,23,20
1055,W,63.0%,23,20
2894,W,66.0%,23,20
1784,W,79.0%,23,20
3143,W,60.0%,23,20
675,W,68.0%,23,20
660,W,53.0%,23,20
3281,W,69.0%,23,20
1083,W,66.0%,23,20
441,W,69.0%,23,20
690,W,63.0%,23,20
34,W,71.0%,23,20
732,W,72.0%,23,20
3000,W,48.0%,23,20
2076,W,59.0%,23,20
1793,W,59.0%,23,20
3193,W,60.0%,23,20
293,W,37.0%,23,20
2160,W,63.0%,23,20
2478,W,66.0%,23,20
2072,W,78.0%,23,20
1580,W,72.0%,23,20
3044,W,55.0%,23,20
3158,W,75.0%,23,20
631,W,63.0%,23,20
2199,W,71.0%,23,20
1697,W,54.0%,23,20
2802,W,65.0%,23,20
1892,W,68.0%,23,20
1327,W,45.0%,23,20
2774,W,64.0%,23,20
2646,W,55.0%,23,20
1019,W,71.0%,23,20
897,W,71.0%,23,20
3086,W,57.0%,23,20
693,W,68.0%,23,20
2991,W,71.0%,23,20
1086,W,63.0%,23,20
76,W,64.0%,23,20
3261,W,72.0%,23,20
2309,W,61.0%,23,20
165,W,85.0%,23,20
3051,W,74.0%,23,20
2683,W,74.0%,23,20
335,W,80.0%,23,20
2618,W,82.0%,23,20
189,W,69.0%,23,20
1235,W,75.0%,23,20
2592,W,69.0%,23,20
639,W,52.0%,23,20
2382,W,54.0%,23,20
3190,W,63.0%,23,20
1293,W,73.0%,23,20
2335,W,84.0%,23,20
1987,W,85.0%,23,20
191,W,80.0%,23,20
786,W,75.0%,23,20
1250,W,63.0%,23,20
3189,W,58.0%,23,20
784,W,64.0%,23,20
1869,W,76.0%,23,20
3076,W,54.0%,23,20
1075,W,61.0%,23,20
1267,W,67.0%,23,20
2421,W,54.0%,23,20
2186,W,58.0%,23,20
1983,W,61.0%,23,20
339,W,70.0%,23,20
2131,W,68.0%,23,20
1585,W,73.0%,23,20
991,W,96.0%,23,20
1428,W,63.0%,23,20
1441,W,54.0%,23,20
330,W,65.0%,23,20
2368,W,58.0%,23,20
1323,W,60.0%,23,20
1132,W,69.0%,23,20
324,W,58.0%,23,20
2226,W,58.0%,23,20
1430,W,65.0%,23,20
3209,W,65.0%,23,20
1388,W,64.0%,23,20
625,W,69.0%,23,20
1516,W,61.0%,23,20
2,W,28.0%,23,20
65,W,47.0%,23,20
2454,W,49.0%,23,20
2260,W,58.0%,23,20
1392,W,52.0%,23,20
368,W,73.0%,23,20
2188,W,61.0%,23,20
2440,W,74.0%,23,20
1312,W,58.0%,23,20
2375,W,54.0%,23,20
3056,W,64.0%,23,20
2358,W,76.0%,23,20
80,W,81.0%,23,20
866,W,71.0%,23,20
1018,W,60.0%,23,20
1242,W,63.0%,23,20
617,W,74.0%,23,20
2435,W,69.0%,23,20
1627,W,86.0%,23,20
127,W,67.0%,23,20
139,W,69.0%,23,20
2509,W,56.0%,23,20
715,W,59.0%,23,20
1732,W,72.0%,23,20
1034,W,67.0%,23,20
1529,W,60.0%,23,20
2176,W,43.0%,23,20
827,W,77.0%,23,20
1399,W,64.0%,23,20
1472,W,69.0%,23,20
1932,W,68.0%,23,20
507,W,56.0%,23,20
1437,W,70.0%,23,20
1134,W,77.0%,23,20
1730,W,57.0%,23,20
895,W,62.0%,23,20
3269,W,43.0%,23,20
1420,W,59.0%,23,20
1990,W,66.0%,23,20
1251,W,35.0%,23,20
1652,W,74.0%,23,20
2508,W,65.0%,23,20
2657,W,78.0%,23,20
1560,W,53.0%,23,20
3199,W,59.0%,23,20
1870,W,62.0%,23,20
1821,W,53.0%,23,20
992,W,64.0%,23,20
1741,W,59.0%,23,20
2189,W,59.0%,23,20
1423,W,58.0%,23,20
482,W,65.0%,23,20
1052,W,76.0%,23,20
532,W,72.0%,23,20
2073,W,69.0%,23,20
1676,W,60.0%,23,20
3176,W,53.0%,23,20
1405,W,87.0%,23,20
2656,W,63.0%,23,20
274,W,66.0%,23,20
1692,W,77.0%,23,20
2553,W,59.0%,23,20
661,W,57.0%,23,20
130,W,59.0%,23,20
1509,W,81.0%,23,20
2121,W,76.0%,23,20
1740,W,59.0%,23,20
640,W,49.0%,23,20
3083,W,69.0%,23,20
910,W,69.0%,23,20
3222,W,75.0%,23,20
1666,W,71.0%,23,20
2128,W,72.0%,23,20
603,W,77.0%,23,20
2976,W,83.0%,23,20
716,W,46.0%,23,20
1988,W,55.0%,23,20
178,W,59.0%,23,20
808,W,51.0%,23,20
2505,W,62.0%,23,20
2913,W,67.0%,23,20
419,W,74.0%,23,20
1524,W,61.0%,23,20
797,W,59.0%,23,20
531,W,62.0%,23,20
2078,W,55.0%,23,20
2087,W,69.0%,23,20
2181,W,51.0%,23,20
2999,W,56.0%,23,20
176,W,76.0%,23,20
1246,W,55.0%,23,20
2457,W,66.0%,23,20
1562,W,59.0%,23,20
1710,W,68.0%,23,20
3236,W,58.0%,23,20
461,W,63.0%,23,20
1454,W,44.0%,23,20
3141,W,84.0%,23,20
677,W,83.0%,23,20
2455,W,72.0%,23,20
1290,W,69.0%,23,20
63,W,44.0%,23,20
1724,W,67.0%,23,20
3012,W,70.0%,23,20
396,W,68.0%,23,20
2279,W,78.0%,23,20
1782,W,51.0%,23,20
3272,W,58.0%,23,20
2484,W,83.0%,23,20
1349,W,64.0%,23,20
380,W,78.0%,23,20
215,W,44.0%,23,20
1747,W,70.0%,23,20
906,W,62.0%,23,20
20,W,71.0%,23,20
1944,W,69.0%,23,20
1048,W,59.0%,23,20
1709,W,58.0%,23,20
394,W,64.0%,23,20
3067,W,59.0%,23,20
1416,W,84.0%,23,20
2267,W,61.0%,23,20
551,W,73.0%,23,20
2835,W,59.0%,23,20
1670,W,68.0%,23,20
110,W,53.0%,23,20
469,W,65.0%,23,20
161,W,73.0%,23,20
430,W,62.0%,23,20
3022,W,60.0%,23,20
1504,W,52.0%,23,20
2010,W,50.0%,23,20
1039,W,50.0%,23,20
3045,W,63.0%,23,20
1240,W,62.0%,23,20
2022,W,64.0%,23,20
615,W,72.0%,23,20
2562,W,57.0%,23,20
2027,W,73.0%,23,20
427,W,65.0%,23,20
1976,W,69.0%,23,20
2665,W,62.0%,23,20
1888,W,81.0%,23,20
577,W,71.0%,23,20
81,W,64.0%,23,20
2855,W,54.0%,23,20
365,W,60.0%,23,20
2156,W,50.0%,23,20
2698,W,69.0%,23,20
868,W,65.0%,23,20
691,W,60.0%,23,20
2153,W,62.0%,23,20
204,W,85.0%,23,20
1898,W,60.0%,23,20
2703,W,59.0%,23,20
2790,W,58.0%,23,20
1060,W,60.0%,23,20
1532,W,56.0%,23,20
1256,W,63.0%,23,20
3123,W,66.0%,23,20
205,W,64.0%,23,20
2674,W,68.0%,23,20
2814,W,68.0%,23,20
484,W,65.0%,23,20
1165,W,53.0%,23,20
2962,W,65.0%,23,20
2504,W,81.0%,23,20
1233,W,66.0%,23,20
1159,W,70.0%,23,20
1691,W,86.0%,23,20
1727,W,69.0%,23,20
3221,W,72.0%,23,20
3238,W,54.0%,23,20
2447,W,55.0%,23,20
1059,W,76.0%,23,20
72,W,52.0%,23,20
3050,W,72.0%,23,20
3215,W,68.0%,23,20
1001,W,84.0%,23,20
3023,W,59.0%,23,20
3287,W,58.0%,23,20
3057,W,57.0%,23,20
44,W,57.0%,23,20
2864,W,63.0%,23,20
799,W,58.0%,23,20
1479,W,54.0%,23,20
1289,W,78.0%,23,20
746,W,64.0%,23,20
84,W,78.0%,23,20
958,W,81.0%,23,20
1288,W,51.0%,23,20
2884,W,69.0%,23,20
1837,W,65.0%,23,20
3264,W,53.0%,23,20
1945,W,57.0%,23,20
1711,W,62.0%,23,20
263,W,89.0%,23,20
1054,W,81.0%,23,20
31,W,55.0%,23,20
2179,W,58.0%,23,20
1204,W,71.0%,23,20
212,W,54.0%,23,20
841,W,49.0%,23,20
337,W,45.0%,23,20
2369,W,47.0%,23,20
499,W,77.0%,23,20
1561,W,68.0%,23,20
2044,W,76.0%,23,20
1255,W,70.0%,23,20
902,W,76.0%,23,20
1309,W,82.0%,23,20
510,W,71.0%,23,20
288,W,70.0%,23,20
8,W,69.0%,23,20
3132,W,61.0%,23,20
869,W,76.0%,23,20
267,W,66.0%,23,20
980,W,64.0%,23,20
1236,W,54.0%,23,20
2351,W,86.0%,23,20
1914,W,92.0%,23,20
2316,W,62.0%,23,20
2510,W,64.0%,23,20
3114,W,55.0%,23,20
2966,W,50.0%,23,20
1238,W,84.0%,23,20
1094,W,84.0%,23,20
2787,W,47.0%,23,20
2845,W,67.0%,23,20
3286,W,59.0%,23,20
3058,W,75.0%,23,20
1302,W,61.0%,23,20
1511,W,48.0%,23,20
2470,W,64.0%,23,20
1172,W,53.0%,23,20
2586,W,76.0%,23,20
2678,W,53.0%,23,20
358,W,65.0%,23,20
1640,W,68.0%,23,20
1718,W,71.0%,23,20
542,W,50.0%,23,20
1297,W,67.0%,23,20
1409,W,53.0%,23,20
686,W,81.0%,23,20
2818,W,77.0%,23,20
203,W,68.0%,23,20
2746,W,59.0%,23,20
1410,W,67.0%,23,20
57,W,54.0%,23,20
1546,W,53.0%,23,20
2916,W,68.0%,23,20
2617,W,76.0%,23,20
2468,W,52.0%,23,20
2410,W,78.0%,23,20
449,W,84.0%,23,20
3163,W,67.0%,23,20
1749,W,59.0%,23,20
1338,W,52.0%,23,20
2109,W,68.0%,23,20
2210,W,56.0%,23,20
562,W,65.0%,23,20
2342,W,43.0%,23,20
2708,W,66.0%,23,20
2667,W,65.0%,23,20
3195,W,80.0%,23,20
3289,W,73.0%,23,20
2074,W,65.0%,23,20
242,W,59.0%,23,20
1598,W,55.0%,23,20
193,W,50.0%,23,20
2426,W,62.0%,23,20
911,W,60.0%,23,20
831,W,54.0%,23,20
3074,W,53.0%,23,20
1335,W,56.0%,23,20
907,W,73.0%,23,20
3214,W,69.0%,23,20
2982,W,65.0%,23,20
2576,W,71.0%,23,20
2571,W,51.0%,23,20
371,W,68.0%,23,20
3260,W,76.0%,23,20
1781,W,75.0%,23,20
528,W,72.0%,23,20
343,W,41.0%,23,20
976,W,80.0%,23,20
3172,W,58.0%,23,20
1152,W,58.0%,23,20
2460,W,56.0%,23,20
1374,W,63.0%,23,20
583,W,60.0%,23,20
3113,W,52.0%,23,20
1668,W,71.0%,23,20
2020,W,54.0%,23,20
1999,W,51.0%,23,20
752,W,54.0%,23,20
2213,W,73.0%,23,20
2413,W,72.0%,23,20
2483,W,61.0%,23,20
455,W,79.0%,23,20
2107,W,85.0%,23,20
1955,W,64.0%,23,20
643,W,63.0%,23,20
483,W,61.0%,23,20
3205,W,66.0%,23,20
2969,W,75.0%,23,20
154,W,57.0%,23,20
1003,W,62.0%,23,20
885,W,52.0%,23,20
993,W,68.0%,23,20
1390,W,74.0%,23,20
1363,W,76.0%,23,20
1082,W,76.0%,23,20
3142,W,52.0%,23,20
2403,W,73.0%,23,20
697,W,62.0%,23,20
2182,W,60.0%,23,20
584,W,63.0%,23,20
944,W,56.0%,23,20
3213,W,68.0%,23,20
2321,W,72.0%,23,20
3263,W,61.0%,23,20
3161,W,60.0%,23,20
2742,W,59.0%,23,20
2007,W,56.0%,23,20
3108,W,80.0%,23,20
2258,W,94.0%,23,20
3005,W,57.0%,23,20
1051,W,77.0%,23,20
1406,W,73.0%,23,20
1835,W,57.0%,23,20
1385,W,62.0%,23,20
711,W,83.0%,23,20
2429,W,75.0%,23,20
2265,W,62.0%,23,20
2720,W,64.0%,23,20
966,W,70.0%,23,20
113,W,65.0%,23,20
2668,W,72.0%,23,20
982,W,59.0%,23,20
1402,W,78.0%,23,20
1893,W,63.0%,23,20
852,W,73.0%,23,20
1879,W,64.0%,23,20
3103,W,72.0%,23,20
1520,W,62.0%,23,20
1155,W,75.0%,23,20
1199,W,71.0%,23,20
696,W,62.0%,23,20
1699,W,61.0%,23,20
1605,W,70.0%,23,20
251,W,69.0%,23,20
3102,W,64.0%,23,20
2827,W,70.0%,23,20
2472,W,55.0%,23,20
3095,W,64.0%,23,20
1452,W,61.0%,23,20
106,W,65.0%,23,20
149,W,66.0%,23,20
598,W,63.0%,23,20
2308,W,49.0%,23,20
3064,W,79.0%,23,20
405,W,68.0%,23,20
304,W,55.0%,23,20
1525,W,55.0%,23,20
1808,W,63.0%,23,20
2391,W,64.0%,23,20
1111,W,60.0%,23,20
1965,W,52.0%,23,20
572,W,79.0%,23,20
2705,W,82.0%,23,20
802,W,61.0%,23,20
2803,W,44.0%,23,20
3284,W,65.0%,23,20
3156,W,76.0%,23,20
1011,W,84.0%,23,20
1606,W,69.0%,23,20
46,W,62.0%,23,20
418,W,60.0%,23,20
941,W,66.0%,23,20
425,W,78.0%,23,20
921,W,62.0%,23,20
2177,W,71.0%,23,20
865,W,77.0%,23,20
30,W,65.0%,23,20
1459,W,61.0%,23,20
3234,W,69.0%,23,20
1611,W,52.0%,23,20
2779,W,65.0%,23,20
105,W,80.0%,23,20
2030,W,77.0%,23,20
2163,W,67.0%,23,20
2832,W,55.0%,23,20
309,W,68.0%,23,20
801,W,71.0%,23,20
2597,W,81.0%,23,20
465,W,46.0%,23,20
1542,W,49.0%,23,20
995,W,51.0%,23,20
1382,W,62.0%,23,20
1137,W,53.0%,23,20
2842,W,67.0%,23,20
2552,W,52.0%,23,20
1536,W,45.0%,23,20
2064,W,66.0%,23,20
247,W,77.0%,23,20
2216,W,64.0%,23,20
552,W,71.0%,23,20
1982,W,63.0%,23,20
2826,W,72.0%,23,20
593,W,68.0%,23,20
2910,W,64.0%,23,20
265,W,55.0%,23,20
2502,W,57.0%,23,20
2598,W,62.0%,23,20
2911,W,66.0%,23,20
3166,W,78.0%,23,20
1237,W,52.0%,23,20
2671,W,75.0%,23,20
2627,W,84.0%,23,20
1785,W,39.0%,23,20
3197,W,80.0%,23,20
457,W,65.0%,23,20
2218,W,82.0%,23,20
169,W,82.0%,23,20
2295,W,63.0%,23,20
2773,W,61.0%,23,20
184,W,65.0%,23,20
918,W,60.0%,23,20
1351,W,63.0%,23,20
1935,W,84.0%,23,20
509,W,68.0%,23,20
56,W,67.0%,23,20
1671,W,65.0%,23,20
2654,W,82.0%,23,20
1272,W,75.0%,23,20
1615,W,70.0%,23,20
1333,W,60.0%,23,20
2914,W,55.0%,23,20
1960,W,61.0%,23,20
1044,W,68.0%,23,20
738,W,69.0%,23,20
397,W,63.0%,23,20
798,W,66.0%,23,20
2287,W,69.0%,23,20
2527,W,58.0%,23,20
2406,W,83.0%,23,20
67,W,55.0%,23,20
2325,W,74.0%,23,20
246,W,68.0%,23,20
2569,W,59.0%,23,20
353,W,62.0%,23,20
1788,W,62.0%,23,20
1917,W,60.0%,23,20
2500,W,75.0%,23,20
129,W,67.0%,23,20
2300,W,74.0%,23,20
1729,W,71.0%,23,20
745,W,67.0%,23,20
2967,W,56.0%,23,20
121,W,55.0%,23,20
1133,W,87.0%,23,20
2352,W,73.0%,23,20
1000,W,55.0%,23,20
2033,W,61.0%,23,20
2840,W,67.0%,23,20
1169,W,70.0%,23,20
1379,W,67.0%,23,20
610,W,59.0%,23,20
651,W,75.0%,23,20
887,W,54.0%,23,20
3127,W,58.0%,23,20
435,W,56.0%,23,20
2001,W,72.0%,23,20
136,W,47.0%,23,20
1214,W,55.0%,23,20
5,W,68.0%,23,20
1637,W,50.0%,23,20
1164,W,85.0%,23,20
1975,W,70.0%,23,20
194,W,64.0%,23,20
2444,W,49.0%,23,20
354,W,75.0%,23,20
2880,W,63.0%,23,20
237,W,51.0%,23,20
2536,W,72.0%,23,20
2968,W,65.0%,23,20
889,W,75.0%,23,20
2813,W,61.0%,23,20
1218,W,83.0%,23,20
519,W,61.0%,23,20
2180,W,60.0%,23,20
2231,W,66.0%,23,20
2114,W,65.0%,23,20
1404,W,73.0%,23,20
2430,W,45.0%,23,20
181,W,56.0%,23,20
345,W,53.0%,23,20
1690,W,65.0%,23,20
1966,W,70.0%,23,20
821,W,76.0%,23,20
834,W,73.0%,23,20
95,W,75.0%,23,20
1080,W,65.0%,23,20
684,W,51.0%,23,20
3256,W,59.0%,23,20
1600,W,59.0%,23,20
2337,W,68.0%,23,20
1804,W,66.0%,23,20
201,W,55.0%,23,20
2282,W,73.0%,23,20
73,W,71.0%,23,20
913,W,58.0%,23,20
1412,W,52.0%,23,20
1100,W,36.0%,23,20
2364,W,58.0%,23,20
1753,W,71.0%,23,20
2019,W,66.0%,23,20
2633,W,64.0%,23,20
2518,W,67.0%,23,20
1515,W,62.0%,23,20
1628,W,59.0%,23,20
891,W,34.0%,23,20
2257,W,65.0%,23,20
1851,W,60.0%,23,20
847,W,37.0%,23,20
3017,W,64.0%,23,20
2915,W,69.0%,23,20
621,W,85.0%,23,20
224,W,53.0%,23,20
2548,W,57.0%,23,20
2762,W,57.0%,23,20
1078,W,51.0%,23,20
1803,W,64.0%,23,20
15,W,70.0%,23,20
2021,W,63.0%,23,20
2557,W,47.0%,23,20
2677,W,75.0%,23,20
656,W,72.0%,23,20
1728,W,81.0%,23,20
2619,W,50.0%,23,20
2965,W,60.0%,23,20
1939,W,44.0%,23,20
268,W,55.0%,23,20
219,W,66.0%,23,20
2589,W,72.0%,23,20
2645,W,73.0%,23,20
2744,W,56.0%,23,20
1656,W,76.0%,23,20
2776,W,43.0%,23,20
1010,W,68.0%,23,20
655,W,62.0%,23,20
1665,W,61.0%,23,20
3151,W,79.0%,23,20
109,W,74.0%,23,20
162,W,57.0%,23,20
1396,W,51.0%,23,20
2933,W,69.0%,23,20
1739,W,56.0%,23,20
2812,W,57.0%,23,20
1325,W,57.0%,23,20
2655,W,66.0%,23,20
1398,W,58.0%,23,20
1694,W,72.0%,23,20
2927,W,42.0%,23,20
1658,W,73.0%,23,20
485,W,73.0%,23,20
1886,W,73.0%,23,20
114,W,62.0%,23,20
2407,W,78.0%,23,20
23,W,51.0%,23,20
1258,W,74.0%,23,20
166,W,62.0%,23,20
1136,W,52.0%,23,20
2544,W,67.0%,23,20
2491,W,54.0%,23,20
177,W,50.0%,23,20
1050,W,68.0%,23,20
713,W,66.0%,23,20
2931,W,63.0%,23,20
2086,W,63.0%,23,20
1857,W,79.0%,23,20
2380,W,87.0%,23,20
829,W,66.0%,23,20
3182,W,52.0%,23,20
1695,W,63.0%,23,20
131,W,76.0%,23,20
103,W,58.0%,23,20
1090,W,61.0%,23,20
1635,W,71.0%,23,20
2209,W,60.0%,23,20
235,W,78.0%,23,20
1274,W,67.0%,23,20
1393,W,64.0%,23,20
68,W,63.0%,23,20
2928,W,77.0%,23,20
2546,W,62.0%,23,20
1151,W,50.0%,23,20
59,W,81.0%,23,20
2780,W,81.0%,23,20
1006,W,57.0%,23,20
2343,W,59.0%,23,20
2132,W,70.0%,23,20
2513,W,65.0%,23,20
3223,W,69.0%,23,20
1235,W,75.0%,23,20
449,W,84.0%,23,20
154,W,57.0%,23,20
1715,W,79.0%,23,20
1333,W,60.0%,23,20
1132,W,69.0%,23,20
936,W,60.0%,23,20
1274,W,67.0%,23,20
3057,W,57.0%,23,20
1133,W,87.0%,23,20
542,W,50.0%,23,20
2905,W,67.0%,23,20
943,W,67.0%,23,20
2576,W,71.0%,23,20
2484,W,83.0%,23,20
1652,W,74.0%,23,20
1944,W,69.0%,23,20
1575,W,62.0%,23,20
31,W,55.0%,23,20
1018,W,60.0%,23,20
907,W,73.0%,23,20
2779,W,65.0%,23,20
847,W,37.0%,23,20
2180,W,60.0%,23,20
2163,W,67.0%,23,20
1636,W,62.0%,23,20
2421,W,54.0%,23,20
3223,W,69.0%,23,20
593,W,68.0%,23,20
752,W,54.0%,23,20
975,W,59.0%,23,20
65,W,47.0%,23,20
1796,W,65.0%,23,20
891,W,34.0%,23,20
1412,W,52.0%,23,20
1399,W,64.0%,23,20
2502,W,57.0%,23,20
966,W,70.0%,23,20
1034,W,67.0%,23,20
1172,W,53.0%,23,20
3233,W,75.0%,23,20
589,W,69.0%,23,20
1988,W,55.0%,23,20
565,W,59.0%,23,20
205,W,64.0%,23,20
