MATRIC#,SEASON,SURVEY_SCORE,STARTINGYR,MATRICYR
2533,W,56.0%,23,21
1525,W,71.0%,23,21
3004,W,59.0%,23,21
3209,W,79.0%,23,21
2487,W,68.0%,23,21
5,W,68.0%,23,21
646,W,41.0%,23,21
568,W,74.0%,23,21
988,W,69.0%,23,21
1416,W,81.0%,23,21
488,W,69.0%,23,21
2422,W,81.0%,23,21
2821,W,57.0%,23,21
1155,W,68.0%,23,21
407,W,86.0%,23,21
898,W,54.0%,23,21
1099,W,53.0%,23,21
1034,W,61.0%,23,21
2039,W,54.0%,23,21
896,W,73.0%,23,21
1956,W,68.0%,23,21
905,W,65.0%,23,21
2317,W,66.0%,23,21
147,W,61.0%,23,21
857,W,73.0%,23,21
865,W,77.0%,23,21
2212,W,55.0%,23,21
116,W,66.0%,23,21
470,W,69.0%,23,21
2155,W,75.0%,23,21
2923,W,59.0%,23,21
3198,W,52.0%,23,21
3056,W,65.0%,23,21
775,W,66.0%,23,21
2684,W,64.0%,23,21
2581,W,56.0%,23,21
1860,W,61.0%,23,21
3498,W,70.0%,23,21
2641,W,69.0%,23,21
2448,W,53.0%,23,21
1025,W,54.0%,23,21
1675,W,62.0%,23,21
1867,W,64.0%,23,21
1596,W,62.0%,23,21
3466,W,56.0%,23,21
831,W,65.0%,23,21
1607,W,74.0%,23,21
1800,W,63.0%,23,21
1133,W,53.0%,23,21
3437,W,66.0%,23,21
2904,W,79.0%,23,21
1037,W,66.0%,23,21
2021,W,69.0%,23,21
2664,W,89.0%,23,21
1845,W,64.0%,23,21
172,W,86.0%,23,21
471,W,63.0%,23,21
2109,W,54.0%,23,21
208,W,76.0%,23,21
1430,W,50.0%,23,21
2725,W,55.0%,23,21
3314,W,68.0%,23,21
1898,W,72.0%,23,21
1159,W,79.0%,23,21
1827,W,70.0%,23,21
1142,W,50.0%,23,21
284,W,51.0%,23,21
3615,W,68.0%,23,21
2427,W,84.0%,23,21
542,W,66.0%,23,21
1307,W,68.0%,23,21
2890,W,53.0%,23,21
2728,W,61.0%,23,21
3381,W,61.0%,23,21
1793,W,49.0%,23,21
2906,W,67.0%,23,21
819,W,74.0%,23,21
3322,W,63.0%,23,21
2017,W,55.0%,23,21
795,W,60.0%,23,21
1592,W,54.0%,23,21
3402,W,46.0%,23,21
2540,W,58.0%,23,21
3595,W,50.0%,23,21
2344,W,60.0%,23,21
3417,W,75.0%,23,21
2209,W,71.0%,23,21
2549,W,64.0%,23,21
2356,W,61.0%,23,21
3582,W,72.0%,23,21
1134,W,58.0%,23,21
1427,W,64.0%,23,21
3504,W,43.0%,23,21
3319,W,72.0%,23,21
2910,W,75.0%,23,21
3561,W,72.0%,23,21
217,W,59.0%,23,21
2883,W,41.0%,23,21
3013,W,78.0%,23,21
3503,W,66.0%,23,21
2446,W,68.0%,23,21
961,W,66.0%,23,21
3124,W,70.0%,23,21
1670,W,52.0%,23,21
2269,W,61.0%,23,21
3486,W,71.0%,23,21
1893,W,52.0%,23,21
250,W,73.0%,23,21
95,W,70.0%,23,21
1148,W,67.0%,23,21
915,W,66.0%,23,21
2064,W,68.0%,23,21
428,W,79.0%,23,21
700,W,69.0%,23,21
1384,W,65.0%,23,21
1688,W,64.0%,23,21
830,W,67.0%,23,21
1472,W,65.0%,23,21
1580,W,74.0%,23,21
447,W,77.0%,23,21
582,W,62.0%,23,21
205,W,71.0%,23,21
280,W,53.0%,23,21
2742,W,60.0%,23,21
1487,W,74.0%,23,21
2496,W,59.0%,23,21
1736,W,68.0%,23,21
2800,W,71.0%,23,21
1759,W,41.0%,23,21
793,W,63.0%,23,21
1948,W,60.0%,23,21
765,W,47.0%,23,21
521,W,60.0%,23,21
2424,W,74.0%,23,21
1820,W,59.0%,23,21
987,W,61.0%,23,21
1087,W,63.0%,23,21
1666,W,50.0%,23,21
3284,W,70.0%,23,21
1196,W,69.0%,23,21
598,W,56.0%,23,21
442,W,69.0%,23,21
556,W,70.0%,23,21
143,W,75.0%,23,21
2078,W,70.0%,23,21
3369,W,43.0%,23,21
3082,W,65.0%,23,21
2525,W,64.0%,23,21
52,W,75.0%,23,21
114,W,65.0%,23,21
1181,W,61.0%,23,21
1022,W,66.0%,23,21
2443,W,61.0%,23,21
3600,W,55.0%,23,21
1151,W,43.0%,23,21
3621,W,59.0%,23,21
2230,W,61.0%,23,21
2390,W,73.0%,23,21
1043,W,61.0%,23,21
1811,W,69.0%,23,21
684,W,68.0%,23,21
3637,W,50.0%,23,21
2261,W,63.0%,23,21
614,W,69.0%,23,21
974,W,73.0%,23,21
3277,W,56.0%,23,21
1248,W,54.0%,23,21
1716,W,89.0%,23,21
3221,W,49.0%,23,21
2329,W,57.0%,23,21
83,W,72.0%,23,21
1929,W,73.0%,23,21
2456,W,54.0%,23,21
2131,W,73.0%,23,21
346,W,76.0%,23,21
670,W,69.0%,23,21
912,W,53.0%,23,21
1082,W,65.0%,23,21
3449,W,75.0%,23,21
2950,W,63.0%,23,21
2524,W,63.0%,23,21
3415,W,62.0%,23,21
1016,W,69.0%,23,21
2776,W,60.0%,23,21
2873,W,65.0%,23,21
76,W,53.0%,23,21
2919,W,75.0%,23,21
2079,W,67.0%,23,21
2002,W,74.0%,23,21
2515,W,41.0%,23,21
2511,W,66.0%,23,21
2598,W,73.0%,23,21
1545,W,53.0%,23,21
3424,W,74.0%,23,21
3551,W,60.0%,23,21
2724,W,86.0%,23,21
901,W,67.0%,23,21
2717,W,74.0%,23,21
1785,W,54.0%,23,21
2863,W,71.0%,23,21
387,W,79.0%,23,21
2375,W,82.0%,23,21
3418,W,46.0%,23,21
3274,W,79.0%,23,21
528,W,76.0%,23,21
2300,W,70.0%,23,21
529,W,51.0%,23,21
3366,W,62.0%,23,21
3015,W,71.0%,23,21
2629,W,67.0%,23,21
3619,W,65.0%,23,21
2368,W,64.0%,23,21
683,W,59.0%,23,21
1695,W,57.0%,23,21
2114,W,57.0%,23,21
1748,W,64.0%,23,21
1782,W,66.0%,23,21
723,W,71.0%,23,21
3107,W,59.0%,23,21
199,W,56.0%,23,21
1184,W,62.0%,23,21
2695,W,86.0%,23,21
1896,W,65.0%,23,21
656,W,70.0%,23,21
2409,W,74.0%,23,21
636,W,80.0%,23,21
1712,W,67.0%,23,21
548,W,65.0%,23,21
1477,W,68.0%,23,21
1555,W,83.0%,23,21
299,W,61.0%,23,21
1090,W,44.0%,23,21
1794,W,86.0%,23,21
2693,W,56.0%,23,21
965,W,55.0%,23,21
1428,W,74.0%,23,21
1536,W,64.0%,23,21
3430,W,73.0%,23,21
1407,W,84.0%,23,21
2813,W,75.0%,23,21
2536,W,59.0%,23,21
1046,W,46.0%,23,21
194,W,66.0%,23,21
97,W,68.0%,23,21
1721,W,60.0%,23,21
117,W,59.0%,23,21
3481,W,70.0%,23,21
1869,W,73.0%,23,21
877,W,76.0%,23,21
2075,W,65.0%,23,21
853,W,72.0%,23,21
432,W,73.0%,23,21
1084,W,79.0%,23,21
3407,W,42.0%,23,21
932,W,57.0%,23,21
1843,W,46.0%,23,21
3111,W,59.0%,23,21
1327,W,63.0%,23,21
2518,W,74.0%,23,21
2108,W,71.0%,23,21
3397,W,59.0%,23,21
2277,W,61.0%,23,21
538,W,78.0%,23,21
1014,W,82.0%,23,21
2500,W,67.0%,23,21
939,W,59.0%,23,21
922,W,67.0%,23,21
2204,W,64.0%,23,21
695,W,72.0%,23,21
431,W,68.0%,23,21
3044,W,64.0%,23,21
732,W,61.0%,23,21
1987,W,68.0%,23,21
1312,W,61.0%,23,21
3120,W,61.0%,23,21
2122,W,60.0%,23,21
139,W,63.0%,23,21
3060,W,67.0%,23,21
2991,W,65.0%,23,21
1989,W,55.0%,23,21
713,W,63.0%,23,21
19,W,62.0%,23,21
1585,W,75.0%,23,21
2803,W,49.0%,23,21
3046,W,80.0%,23,21
2201,W,52.0%,23,21
207,W,52.0%,23,21
2670,W,43.0%,23,21
61,W,39.0%,23,21
2305,W,64.0%,23,21
3631,W,53.0%,23,21
1143,W,76.0%,23,21
3098,W,69.0%,23,21
2170,W,70.0%,23,21
1706,W,67.0%,23,21
3617,W,71.0%,23,21
1958,W,71.0%,23,21
1387,W,64.0%,23,21
3356,W,63.0%,23,21
2004,W,61.0%,23,21
2164,W,68.0%,23,21
1272,W,57.0%,23,21
295,W,74.0%,23,21
406,W,77.0%,23,21
3568,W,86.0%,23,21
2535,W,64.0%,23,21
3200,W,74.0%,23,21
1614,W,62.0%,23,21
40,W,72.0%,23,21
3345,W,80.0%,23,21
484,W,47.0%,23,21
2266,W,62.0%,23,21
2849,W,60.0%,23,21
3203,W,84.0%,23,21
2162,W,77.0%,23,21
2115,W,71.0%,23,21
2733,W,76.0%,23,21
590,W,61.0%,23,21
2713,W,84.0%,23,21
2486,W,55.0%,23,21
2951,W,43.0%,23,21
3016,W,76.0%,23,21
1879,W,46.0%,23,21
3002,W,75.0%,23,21
903,W,60.0%,23,21
562,W,71.0%,23,21
1382,W,82.0%,23,21
3223,W,72.0%,23,21
1578,W,69.0%,23,21
2871,W,55.0%,23,21
1050,W,65.0%,23,21
1589,W,53.0%,23,21
2057,W,68.0%,23,21
1634,W,60.0%,23,21
1946,W,52.0%,23,21
2118,W,75.0%,23,21
2482,W,78.0%,23,21
1678,W,66.0%,23,21
2159,W,61.0%,23,21
3334,W,65.0%,23,21
1648,W,41.0%,23,21
1966,W,73.0%,23,21
1945,W,70.0%,23,21
216,W,54.0%,23,21
140,W,65.0%,23,21
1303,W,90.0%,23,21
3224,W,59.0%,23,21
6,W,58.0%,23,21
828,W,45.0%,23,21
3562,W,44.0%,23,21
165,W,51.0%,23,21
3482,W,77.0%,23,21
1558,W,50.0%,23,21
3295,W,71.0%,23,21
580,W,66.0%,23,21
2559,W,72.0%,23,21
3216,W,73.0%,23,21
3096,W,54.0%,23,21
1813,W,63.0%,23,21
311,W,56.0%,23,21
2627,W,48.0%,23,21
1469,W,66.0%,23,21
3324,W,51.0%,23,21
2964,W,65.0%,23,21
1819,W,73.0%,23,21
1483,W,69.0%,23,21
1528,W,73.0%,23,21
2198,W,67.0%,23,21
3451,W,67.0%,23,21
791,W,53.0%,23,21
467,W,46.0%,23,21
2297,W,65.0%,23,21
316,W,44.0%,23,21
509,W,70.0%,23,21
1532,W,74.0%,23,21
2047,W,80.0%,23,21
56,W,69.0%,23,21
3017,W,55.0%,23,21
3278,W,61.0%,23,21
730,W,78.0%,23,21
2572,W,67.0%,23,21
3422,W,78.0%,23,21
2085,W,64.0%,23,21
1334,W,71.0%,23,21
704,W,60.0%,23,21
3154,W,84.0%,23,21
3527,W,61.0%,23,21
2690,W,85.0%,23,21
2648,W,41.0%,23,21
3054,W,53.0%,23,21
3513,W,78.0%,23,21
2384,W,71.0%,23,21
2082,W,62.0%,23,21
418,W,46.0%,23,21
1665,W,65.0%,23,21
624,W,68.0%,23,21
290,W,41.0%,23,21
1162,W,65.0%,23,21
2378,W,78.0%,23,21
227,W,53.0%,23,21
513,W,38.0%,23,21
544,W,76.0%,23,21
3630,W,51.0%,23,21
2746,W,55.0%,23,21
2095,W,68.0%,23,21
3103,W,77.0%,23,21
3405,W,80.0%,23,21
1700,W,53.0%,23,21
669,W,65.0%,23,21
247,W,68.0%,23,21
3232,W,75.0%,23,21
660,W,64.0%,23,21
1017,W,68.0%,23,21
3534,W,51.0%,23,21
457,W,73.0%,23,21
1691,W,64.0%,23,21
1711,W,54.0%,23,21
2953,W,72.0%,23,21
1424,W,63.0%,23,21
2484,W,76.0%,23,21
3211,W,63.0%,23,21
1178,W,58.0%,23,21
2015,W,72.0%,23,21
2180,W,71.0%,23,21
1289,W,68.0%,23,21
3574,W,71.0%,23,21
2908,W,78.0%,23,21
1664,W,60.0%,23,21
1470,W,43.0%,23,21
2479,W,61.0%,23,21
2044,W,65.0%,23,21
1570,W,66.0%,23,21
2748,W,75.0%,23,21
3122,W,45.0%,23,21
2364,W,65.0%,23,21
313,W,67.0%,23,21
1160,W,76.0%,23,21
3593,W,57.0%,23,21
728,W,63.0%,23,21
481,W,79.0%,23,21
2352,W,52.0%,23,21
3588,W,88.0%,23,21
3192,W,48.0%,23,21
354,W,76.0%,23,21
2366,W,76.0%,23,21
73,W,81.0%,23,21
620,W,73.0%,23,21
1306,W,55.0%,23,21
1359,W,49.0%,23,21
763,W,60.0%,23,21
322,W,61.0%,23,21
1777,W,84.0%,23,21
458,W,73.0%,23,21
1266,W,89.0%,23,21
2423,W,80.0%,23,21
3444,W,51.0%,23,21
702,W,49.0%,23,21
1261,W,80.0%,23,21
545,W,71.0%,23,21
3547,W,77.0%,23,21
1228,W,92.0%,23,21
878,W,61.0%,23,21
1560,W,58.0%,23,21
1351,W,79.0%,23,21
383,W,66.0%,23,21
2346,W,73.0%,23,21
292,W,67.0%,23,21
2399,W,59.0%,23,21
1576,W,62.0%,23,21
3569,W,61.0%,23,21
1185,W,65.0%,23,21
2833,W,57.0%,23,21
3613,W,76.0%,23,21
379,W,73.0%,23,21
3195,W,77.0%,23,21
2795,W,55.0%,23,21
3137,W,53.0%,23,21
3268,W,71.0%,23,21
2045,W,54.0%,23,21
2135,W,83.0%,23,21
3355,W,63.0%,23,21
2934,W,73.0%,23,21
1510,W,73.0%,23,21
2338,W,39.0%,23,21
3519,W,86.0%,23,21
789,W,54.0%,23,21
2720,W,48.0%,23,21
1213,W,50.0%,23,21
801,W,69.0%,23,21
491,W,69.0%,23,21
2090,W,61.0%,23,21
1936,W,55.0%,23,21
3565,W,76.0%,23,21
3053,W,52.0%,23,21
1119,W,58.0%,23,21
3478,W,64.0%,23,21
573,W,67.0%,23,21
2757,W,60.0%,23,21
1130,W,61.0%,23,21
2996,W,57.0%,23,21
1391,W,77.0%,23,21
638,W,69.0%,23,21
3169,W,66.0%,23,21
613,W,66.0%,23,21
2138,W,57.0%,23,21
1490,W,74.0%,23,21
2087,W,46.0%,23,21
50,W,56.0%,23,21
3538,W,49.0%,23,21
2128,W,65.0%,23,21
2750,W,62.0%,23,21
2972,W,53.0%,23,21
3611,W,55.0%,23,21
3530,W,59.0%,23,21
2252,W,69.0%,23,21
2233,W,49.0%,23,21
1871,W,53.0%,23,21
650,W,60.0%,23,21
2749,W,67.0%,23,21
3363,W,54.0%,23,21
443,W,77.0%,23,21
2857,W,74.0%,23,21
261,W,84.0%,23,21
792,W,77.0%,23,21
415,W,56.0%,23,21
1063,W,54.0%,23,21
585,W,50.0%,23,21
3354,W,61.0%,23,21
913,W,55.0%,23,21
82,W,74.0%,23,21
3580,W,68.0%,23,21
921,W,53.0%,23,21
2473,W,62.0%,23,21
1805,W,73.0%,23,21
274,W,72.0%,23,21
88,W,49.0%,23,21
35,W,50.0%,23,21
968,W,59.0%,23,21
3136,W,53.0%,23,21
2464,W,86.0%,23,21
1590,W,88.0%,23,21
3601,W,66.0%,23,21
783,W,68.0%,23,21
11,W,56.0%,23,21
2358,W,68.0%,23,21
2011,W,75.0%,23,21
821,W,54.0%,23,21
3524,W,55.0%,23,21
3040,W,76.0%,23,21
1343,W,72.0%,23,21
1723,W,53.0%,23,21
809,W,56.0%,23,21
1083,W,61.0%,23,21
1953,W,76.0%,23,21
1735,W,72.0%,23,21
3571,W,61.0%,23,21
3141,W,59.0%,23,21
1190,W,71.0%,23,21
2454,W,55.0%,23,21
476,W,75.0%,23,21
579,W,75.0%,23,21
2668,W,50.0%,23,21
1795,W,52.0%,23,21
26,W,94.0%,23,21
2962,W,44.0%,23,21
366,W,60.0%,23,21
1913,W,67.0%,23,21
1875,W,69.0%,23,21
3626,W,73.0%,23,21
1611,W,64.0%,23,21
3429,W,57.0%,23,21
3248,W,66.0%,23,21
630,W,42.0%,23,21
2403,W,58.0%,23,21
461,W,83.0%,23,21
436,W,74.0%,23,21
1081,W,87.0%,23,21
1460,W,62.0%,23,21
305,W,64.0%,23,21
1952,W,52.0%,23,21
3469,W,61.0%,23,21
1520,W,48.0%,23,21
2958,W,56.0%,23,21
1116,W,62.0%,23,21
1197,W,69.0%,23,21
839,W,64.0%,23,21
1459,W,58.0%,23,21
1377,W,69.0%,23,21
2214,W,63.0%,23,21
910,W,68.0%,23,21
1031,W,44.0%,23,21
1009,W,66.0%,23,21
2634,W,57.0%,23,21
86,W,58.0%,23,21
2679,W,72.0%,23,21
2331,W,74.0%,23,21
716,W,69.0%,23,21
423,W,75.0%,23,21
3373,W,78.0%,23,21
2988,W,64.0%,23,21
2410,W,70.0%,23,21
2243,W,64.0%,23,21
2036,W,71.0%,23,21
1744,W,75.0%,23,21
3085,W,64.0%,23,21
1753,W,60.0%,23,21
2425,W,67.0%,23,21
3398,W,76.0%,23,21
2909,W,70.0%,23,21
271,W,63.0%,23,21
1517,W,58.0%,23,21
2937,W,55.0%,23,21
2020,W,62.0%,23,21
2494,W,85.0%,23,21
1961,W,65.0%,23,21
3035,W,71.0%,23,21
2259,W,54.0%,23,21
1403,W,49.0%,23,21
2347,W,67.0%,23,21
1619,W,60.0%,23,21
2859,W,60.0%,23,21
2697,W,69.0%,23,21
1690,W,60.0%,23,21
3406,W,67.0%,23,21
3146,W,74.0%,23,21
1623,W,59.0%,23,21
1401,W,73.0%,23,21
2474,W,60.0%,23,21
2318,W,67.0%,23,21
3129,W,69.0%,23,21
850,W,55.0%,23,21
515,W,60.0%,23,21
1491,W,75.0%,23,21
1778,W,69.0%,23,21
2552,W,63.0%,23,21
1658,W,58.0%,23,21
2086,W,37.0%,23,21
2143,W,54.0%,23,21
1371,W,70.0%,23,21
2175,W,58.0%,23,21
1751,W,46.0%,23,21
3542,W,69.0%,23,21
2688,W,89.0%,23,21
1149,W,63.0%,23,21
3149,W,61.0%,23,21
3227,W,79.0%,23,21
3022,W,59.0%,23,21
2421,W,65.0%,23,21
3246,W,72.0%,23,21
3087,W,58.0%,23,21
790,W,94.0%,23,21
888,W,60.0%,23,21
2053,W,61.0%,23,21
3186,W,86.0%,23,21
1171,W,60.0%,23,21
642,W,71.0%,23,21
1593,W,58.0%,23,21
3229,W,78.0%,23,21
1762,W,50.0%,23,21
1656,W,71.0%,23,21
3304,W,66.0%,23,21
2291,W,62.0%,23,21
2653,W,59.0%,23,21
3318,W,60.0%,23,21
350,W,69.0%,23,21
2333,W,49.0%,23,21
3220,W,60.0%,23,21
2431,W,42.0%,23,21
2902,W,64.0%,23,21
3523,W,52.0%,23,21
648,W,49.0%,23,21
674,W,88.0%,23,21
402,W,86.0%,23,21
3343,W,81.0%,23,21
1258,W,67.0%,23,21
2099,W,68.0%,23,21
1789,W,59.0%,23,21
360,W,68.0%,23,21
2763,W,68.0%,23,21
3361,W,79.0%,23,21
639,W,51.0%,23,21
1719,W,61.0%,23,21
2416,W,58.0%,23,21
2215,W,66.0%,23,21
761,W,52.0%,23,21
2327,W,66.0%,23,21
3267,W,75.0%,23,21
3309,W,55.0%,23,21
3066,W,71.0%,23,21
928,W,51.0%,23,21
2091,W,65.0%,23,21
3555,W,37.0%,23,21
2918,W,71.0%,23,21
652,W,59.0%,23,21
2764,W,63.0%,23,21
720,W,60.0%,23,21
1900,W,55.0%,23,21
2802,W,67.0%,23,21
2514,W,58.0%,23,21
1315,W,68.0%,23,21
70,W,51.0%,23,21
2497,W,75.0%,23,21
3079,W,66.0%,23,21
504,W,67.0%,23,21
211,W,65.0%,23,21
1588,W,64.0%,23,21
664,W,57.0%,23,21
1676,W,57.0%,23,21
3240,W,76.0%,23,21
881,W,64.0%,23,21
3039,W,61.0%,23,21
3051,W,53.0%,23,21
999,W,72.0%,23,21
1492,W,61.0%,23,21
634,W,57.0%,23,21
1537,W,47.0%,23,21
474,W,68.0%,23,21
3529,W,59.0%,23,21
3490,W,30.0%,23,21
581,W,68.0%,23,21
263,W,67.0%,23,21
386,W,82.0%,23,21
1895,W,66.0%,23,21
2798,W,80.0%,23,21
1402,W,69.0%,23,21
820,W,71.0%,23,21
3427,W,74.0%,23,21
3222,W,73.0%,23,21
3456,W,62.0%,23,21
1574,W,63.0%,23,21
3426,W,54.0%,23,21
508,W,60.0%,23,21
874,W,60.0%,23,21
3358,W,57.0%,23,21
836,W,81.0%,23,21
906,W,52.0%,23,21
1629,W,60.0%,23,21
1503,W,50.0%,23,21
910,W,68.0%,23,21
3617,W,71.0%,23,21
2664,W,89.0%,23,21
2627,W,48.0%,23,21
3574,W,71.0%,23,21
415,W,56.0%,23,21
801,W,69.0%,23,21
2890,W,53.0%,23,21
821,W,54.0%,23,21
1525,W,71.0%,23,21
3612,W,68.0%,23,21
295,W,74.0%,23,21
391,W,65.0%,23,21
831,W,65.0%,23,21
504,W,67.0%,23,21
2540,W,58.0%,23,21
1303,W,90.0%,23,21
2424,W,74.0%,23,21
1133,W,53.0%,23,21
2930,W,79.0%,23,21
346,W,76.0%,23,21
3601,W,66.0%,23,21
1580,W,74.0%,23,21
2456,W,54.0%,23,21
2135,W,83.0%,23,21
2572,W,67.0%,23,21
1820,W,59.0%,23,21
3478,W,64.0%,23,21
1805,W,73.0%,23,21
700,W,69.0%,23,21
2988,W,64.0%,23,21
1382,W,82.0%,23,21
2653,W,59.0%,23,21
3065,W,48.0%,23,21
457,W,73.0%,23,21
2764,W,63.0%,23,21
2356,W,61.0%,23,21
775,W,66.0%,23,21
208,W,76.0%,23,21
3082,W,65.0%,23,21
3060,W,67.0%,23,21
3268,W,71.0%,23,21
2511,W,66.0%,23,21
1648,W,41.0%,23,21
216,W,54.0%,23,21
2687,W,56.0%,23,21
458,W,73.0%,23,21
968,W,59.0%,23,21
562,W,71.0%,23,21
386,W,82.0%,23,21
2448,W,53.0%,23,21
1025,W,54.0%,23,21
3524,W,55.0%,23,21
