MATRIC#,SEASON,SURVEY_SCORE,STARTINGYR,MATRICYR
946,W,69.0%,23,23
477,W,69.0%,23,23
2941,W,66.0%,23,23
3521,W,77.0%,23,23
1659,W,65.0%,23,23
682,W,70.0%,23,23
4372,W,55.0%,23,23
4398,W,64.0%,23,23
123,W,47.0%,23,23
5332,W,51.0%,23,23
1836,W,65.0%,23,23
4098,W,55.0%,23,23
79,W,51.0%,23,23
514,W,57.0%,23,23
1787,W,64.0%,23,23
4265,W,70.0%,23,23
4825,W,69.0%,23,23
4041,W,65.0%,23,23
1146,W,62.0%,23,23
3700,W,57.0%,23,23
373,W,56.0%,23,23
3526,W,69.0%,23,23
3868,W,55.0%,23,23
4819,W,70.0%,23,23
4365,W,58.0%,23,23
3696,W,76.0%,23,23
2972,W,57.0%,23,23
967,W,47.0%,23,23
4215,W,62.0%,23,23
4640,W,61.0%,23,23
2631,W,60.0%,23,23
2659,W,84.0%,23,23
2181,W,45.0%,23,23
115,W,59.0%,23,23
3550,W,71.0%,23,23
4558,W,65.0%,23,23
4908,W,64.0%,23,23
1352,W,59.0%,23,23
1017,W,47.0%,23,23
3887,W,75.0%,23,23
1180,W,71.0%,23,23
1236,W,61.0%,23,23
1136,W,77.0%,23,23
2265,W,67.0%,23,23
333,W,75.0%,23,23
2543,W,50.0%,23,23
2884,W,61.0%,23,23
1102,W,59.0%,23,23
3602,W,68.0%,23,23
2280,W,63.0%,23,23
3935,W,55.0%,23,23
760,W,53.0%,23,23
2156,W,51.0%,23,23
2382,W,69.0%,23,23
732,W,63.0%,23,23
202,W,50.0%,23,23
351,W,63.0%,23,23
903,W,52.0%,23,23
4528,W,69.0%,23,23
313,W,55.0%,23,23
3558,W,57.0%,23,23
767,W,75.0%,23,23
4025,W,72.0%,23,23
430,W,73.0%,23,23
1101,W,76.0%,23,23
4550,W,59.0%,23,23
4501,W,49.0%,23,23
3391,W,48.0%,23,23
847,W,59.0%,23,23
895,W,55.0%,23,23
2748,W,84.0%,23,23
702,W,71.0%,23,23
1099,W,85.0%,23,23
1964,W,50.0%,23,23
4571,W,55.0%,23,23
4839,W,57.0%,23,23
1248,W,70.0%,23,23
4187,W,55.0%,23,23
5065,W,49.0%,23,23
4750,W,60.0%,23,23
2141,W,64.0%,23,23
1491,W,55.0%,23,23
1413,W,70.0%,23,23
2986,W,65.0%,23,23
2688,W,68.0%,23,23
1975,W,53.0%,23,23
2529,W,73.0%,23,23
4424,W,55.0%,23,23
3036,W,69.0%,23,23
4905,W,59.0%,23,23
3331,W,66.0%,23,23
4294,W,55.0%,23,23
2293,W,60.0%,23,23
2793,W,67.0%,23,23
3847,W,62.0%,23,23
1540,W,52.0%,23,23
1119,W,74.0%,23,23
2926,W,58.0%,23,23
5345,W,53.0%,23,23
318,W,65.0%,23,23
3338,W,62.0%,23,23
641,W,66.0%,23,23
475,W,56.0%,23,23
2506,W,92.0%,23,23
2999,W,72.0%,23,23
2808,W,74.0%,23,23
4476,W,62.0%,23,23
84,W,54.0%,23,23
2693,W,69.0%,23,23
5071,W,71.0%,23,23
2985,W,64.0%,23,23
2619,W,49.0%,23,23
3214,W,61.0%,23,23
1394,W,56.0%,23,23
2889,W,64.0%,23,23
1365,W,46.0%,23,23
206,W,57.0%,23,23
2327,W,58.0%,23,23
4544,W,76.0%,23,23
1411,W,51.0%,23,23
1165,W,60.0%,23,23
4518,W,76.0%,23,23
4271,W,55.0%,23,23
3776,W,73.0%,23,23
3360,W,53.0%,23,23
2278,W,57.0%,23,23
3597,W,62.0%,23,23
3472,W,69.0%,23,23
2712,W,56.0%,23,23
940,W,69.0%,23,23
5343,W,84.0%,23,23
74,W,70.0%,23,23
899,W,82.0%,23,23
2170,W,62.0%,23,23
549,W,60.0%,23,23
2881,W,74.0%,23,23
4351,W,71.0%,23,23
5070,W,58.0%,23,23
4970,W,68.0%,23,23
5062,W,60.0%,23,23
2680,W,61.0%,23,23
4036,W,70.0%,23,23
2008,W,62.0%,23,23
1880,W,76.0%,23,23
2765,W,54.0%,23,23
5078,W,62.0%,23,23
141,W,59.0%,23,23
3673,W,71.0%,23,23
3809,W,67.0%,23,23
1127,W,64.0%,23,23
1461,W,62.0%,23,23
668,W,49.0%,23,23
2611,W,53.0%,23,23
4751,W,61.0%,23,23
4926,W,93.0%,23,23
4728,W,74.0%,23,23
3297,W,71.0%,23,23
2353,W,64.0%,23,23
258,W,69.0%,23,23
626,W,61.0%,23,23
3453,W,75.0%,23,23
2483,W,63.0%,23,23
1690,W,89.0%,23,23
5438,W,62.0%,23,23
80,W,59.0%,23,23
3468,W,67.0%,23,23
3596,W,49.0%,23,23
3421,W,86.0%,23,23
3043,W,67.0%,23,23
2127,W,62.0%,23,23
2916,W,53.0%,23,23
1391,W,66.0%,23,23
2802,W,76.0%,23,23
3351,W,69.0%,23,23
486,W,46.0%,23,23
2885,W,79.0%,23,23
2997,W,68.0%,23,23
5126,W,62.0%,23,23
2120,W,43.0%,23,23
2062,W,81.0%,23,23
4117,W,69.0%,23,23
491,W,58.0%,23,23
285,W,60.0%,23,23
941,W,65.0%,23,23
1971,W,61.0%,23,23
1191,W,78.0%,23,23
1120,W,53.0%,23,23
4827,W,65.0%,23,23
3669,W,49.0%,23,23
5183,W,64.0%,23,23
3250,W,68.0%,23,23
3724,W,61.0%,23,23
3401,W,63.0%,23,23
3208,W,50.0%,23,23
1175,W,79.0%,23,23
3846,W,70.0%,23,23
2144,W,58.0%,23,23
5280,W,65.0%,23,23
3968,W,54.0%,23,23
4274,W,65.0%,23,23
3466,W,48.0%,23,23
5054,W,52.0%,23,23
2066,W,79.0%,23,23
3442,W,77.0%,23,23
5327,W,38.0%,23,23
3859,W,52.0%,23,23
2163,W,61.0%,23,23
2508,W,69.0%,23,23
2394,W,58.0%,23,23
3518,W,87.0%,23,23
3880,W,53.0%,23,23
4841,W,67.0%,23,23
787,W,76.0%,23,23
2720,W,56.0%,23,23
5233,W,63.0%,23,23
4622,W,70.0%,23,23
4337,W,67.0%,23,23
5253,W,56.0%,23,23
2118,W,57.0%,23,23
3665,W,78.0%,23,23
588,W,46.0%,23,23
3067,W,63.0%,23,23
238,W,87.0%,23,23
2978,W,70.0%,23,23
548,W,56.0%,23,23
1066,W,48.0%,23,23
2684,W,53.0%,23,23
4631,W,55.0%,23,23
2514,W,79.0%,23,23
630,W,49.0%,23,23
3358,W,75.0%,23,23
1460,W,74.0%,23,23
2177,W,75.0%,23,23
3739,W,65.0%,23,23
2585,W,59.0%,23,23
4954,W,51.0%,23,23
2435,W,60.0%,23,23
667,W,73.0%,23,23
4976,W,75.0%,23,23
2135,W,59.0%,23,23
3302,W,63.0%,23,23
5300,W,64.0%,23,23
3187,W,56.0%,23,23
3246,W,58.0%,23,23
5349,W,75.0%,23,23
1969,W,52.0%,23,23
3689,W,62.0%,23,23
1297,W,57.0%,23,23
4304,W,79.0%,23,23
4027,W,75.0%,23,23
3624,W,58.0%,23,23
64,W,60.0%,23,23
1087,W,83.0%,23,23
3289,W,59.0%,23,23
2876,W,58.0%,23,23
2902,W,64.0%,23,23
3013,W,55.0%,23,23
4933,W,55.0%,23,23
5279,W,77.0%,23,23
4211,W,42.0%,23,23
1655,W,79.0%,23,23
2842,W,53.0%,23,23
397,W,70.0%,23,23
3287,W,65.0%,23,23
2431,W,67.0%,23,23
4485,W,64.0%,23,23
4412,W,49.0%,23,23
3400,W,41.0%,23,23
303,W,69.0%,23,23
4663,W,44.0%,23,23
3891,W,96.0%,23,23
3979,W,70.0%,23,23
2714,W,51.0%,23,23
2097,W,73.0%,23,23
3704,W,67.0%,23,23
4913,W,58.0%,23,23
628,W,84.0%,23,23
3192,W,52.0%,23,23
3925,W,55.0%,23,23
1198,W,78.0%,23,23
1381,W,84.0%,23,23
3963,W,69.0%,23,23
2264,W,70.0%,23,23
3085,W,76.0%,23,23
5043,W,56.0%,23,23
3682,W,64.0%,23,23
1027,W,58.0%,23,23
1387,W,67.0%,23,23
4932,W,81.0%,23,23
3768,W,72.0%,23,23
1968,W,82.0%,23,23
3295,W,71.0%,23,23
1246,W,55.0%,23,23
3202,W,69.0%,23,23
3467,W,57.0%,23,23
4888,W,61.0%,23,23
4054,W,45.0%,23,23
117,W,70.0%,23,23
2168,W,59.0%,23,23
1075,W,68.0%,23,23
846,W,51.0%,23,23
2337,W,72.0%,23,23
2874,W,72.0%,23,23
4990,W,83.0%,23,23
3787,W,62.0%,23,23
1260,W,76.0%,23,23
3269,W,63.0%,23,23
5212,W,58.0%,23,23
4521,W,63.0%,23,23
1541,W,62.0%,23,23
4063,W,47.0%,23,23
4324,W,69.0%,23,23
2774,W,69.0%,23,23
3598,W,67.0%,23,23
2880,W,66.0%,23,23
1274,W,60.0%,23,23
2020,W,74.0%,23,23
2316,W,61.0%,23,23
848,W,65.0%,23,23
4218,W,74.0%,23,23
4470,W,57.0%,23,23
2603,W,86.0%,23,23
4570,W,51.0%,23,23
983,W,63.0%,23,23
4988,W,53.0%,23,23
2717,W,46.0%,23,23
4302,W,64.0%,23,23
1331,W,56.0%,23,23
2900,W,82.0%,23,23
1814,W,74.0%,23,23
2597,W,46.0%,23,23
5120,W,52.0%,23,23
2433,W,63.0%,23,23
3642,W,73.0%,23,23
5223,W,70.0%,23,23
3447,W,69.0%,23,23
4802,W,77.0%,23,23
5240,W,57.0%,23,23
295,W,65.0%,23,23
8,W,61.0%,23,23
5348,W,55.0%,23,23
4451,W,81.0%,23,23
4128,W,79.0%,23,23
3929,W,71.0%,23,23
2242,W,66.0%,23,23
2130,W,75.0%,23,23
4239,W,57.0%,23,23
5075,W,54.0%,23,23
4377,W,50.0%,23,23
3687,W,48.0%,23,23
2518,W,72.0%,23,23
3436,W,69.0%,23,23
3744,W,58.0%,23,23
190,W,60.0%,23,23
4937,W,71.0%,23,23
1351,W,82.0%,23,23
3995,W,60.0%,23,23
963,W,67.0%,23,23
1392,W,65.0%,23,23
3017,W,67.0%,23,23
2104,W,62.0%,23,23
3610,W,64.0%,23,23
2248,W,62.0%,23,23
3634,W,71.0%,23,23
1011,W,65.0%,23,23
4113,W,60.0%,23,23
2195,W,65.0%,23,23
2655,W,59.0%,23,23
5013,W,64.0%,23,23
4410,W,67.0%,23,23
4452,W,66.0%,23,23
632,W,68.0%,23,23
3299,W,69.0%,23,23
1363,W,50.0%,23,23
1948,W,72.0%,23,23
1967,W,72.0%,23,23
638,W,73.0%,23,23
3498,W,48.0%,23,23
1162,W,56.0%,23,23
950,W,65.0%,23,23
2158,W,64.0%,23,23
2244,W,67.0%,23,23
3844,W,69.0%,23,23
5191,W,53.0%,23,23
550,W,61.0%,23,23
5394,W,52.0%,23,23
108,W,70.0%,23,23
2034,W,48.0%,23,23
2904,W,69.0%,23,23
417,W,72.0%,23,23
2389,W,81.0%,23,23
2516,W,64.0%,23,23
4560,W,74.0%,23,23
717,W,50.0%,23,23
4681,W,71.0%,23,23
4938,W,65.0%,23,23
1849,W,68.0%,23,23
1528,W,68.0%,23,23
1939,W,65.0%,23,23
1088,W,58.0%,23,23
5048,W,66.0%,23,23
1589,W,86.0%,23,23
2593,W,52.0%,23,23
3424,W,68.0%,23,23
2524,W,77.0%,23,23
4879,W,44.0%,23,23
2444,W,48.0%,23,23
3726,W,57.0%,23,23
2124,W,62.0%,23,23
2171,W,40.0%,23,23
1302,W,59.0%,23,23
5133,W,57.0%,23,23
3372,W,66.0%,23,23
1599,W,45.0%,23,23
1859,W,67.0%,23,23
4180,W,67.0%,23,23
5151,W,67.0%,23,23
3350,W,65.0%,23,23
2134,W,54.0%,23,23
5059,W,64.0%,23,23
796,W,58.0%,23,23
1640,W,57.0%,23,23
909,W,63.0%,23,23
336,W,70.0%,23,23
3300,W,58.0%,23,23
4069,W,53.0%,23,23
4374,W,65.0%,23,23
4730,W,70.0%,23,23
2994,W,56.0%,23,23
5392,W,59.0%,23,23
51,W,59.0%,23,23
4858,W,61.0%,23,23
3803,W,83.0%,23,23
710,W,63.0%,23,23
4967,W,42.0%,23,23
1583,W,74.0%,23,23
1497,W,56.0%,23,23
5267,W,53.0%,23,23
4690,W,78.0%,23,23
419,W,56.0%,23,23
4,W,44.0%,23,23
945,W,74.0%,23,23
3775,W,64.0%,23,23
659,W,76.0%,23,23
3247,W,69.0%,23,23
2840,W,82.0%,23,23
3611,W,75.0%,23,23
2504,W,40.0%,23,23
3547,W,58.0%,23,23
4151,W,59.0%,23,23
2803,W,58.0%,23,23
1276,W,74.0%,23,23
293,W,46.0%,23,23
707,W,58.0%,23,23
219,W,63.0%,23,23
367,W,70.0%,23,23
4146,W,83.0%,23,23
3507,W,64.0%,23,23
4759,W,70.0%,23,23
306,W,61.0%,23,23
3716,W,55.0%,23,23
2727,W,62.0%,23,23
4246,W,53.0%,23,23
2980,W,85.0%,23,23
2350,W,64.0%,23,23
4333,W,66.0%,23,23
4923,W,62.0%,23,23
5166,W,78.0%,23,23
2724,W,47.0%,23,23
2315,W,66.0%,23,23
738,W,60.0%,23,23
3418,W,74.0%,23,23
2792,W,70.0%,23,23
3380,W,78.0%,23,23
5186,W,57.0%,23,23
3383,W,63.0%,23,23
99,W,55.0%,23,23
5135,W,51.0%,23,23
1878,W,46.0%,23,23
2615,W,63.0%,23,23
2257,W,65.0%,23,23
2218,W,70.0%,23,23
2751,W,68.0%,23,23
87,W,76.0%,23,23
996,W,58.0%,23,23
2651,W,64.0%,23,23
1742,W,69.0%,23,23
3230,W,75.0%,23,23
3088,W,76.0%,23,23
4386,W,70.0%,23,23
1444,W,90.0%,23,23
3733,W,33.0%,23,23
88,W,59.0%,23,23
4048,W,62.0%,23,23
2981,W,56.0%,23,23
3234,W,70.0%,23,23
3997,W,43.0%,23,23
358,W,65.0%,23,23
1326,W,58.0%,23,23
4612,W,72.0%,23,23
2187,W,73.0%,23,23
2256,W,72.0%,23,23
1032,W,64.0%,23,23
3259,W,50.0%,23,23
1013,W,51.0%,23,23
1438,W,44.0%,23,23
2023,W,64.0%,23,23
4517,W,69.0%,23,23
2365,W,66.0%,23,23
3346,W,70.0%,23,23
1083,W,80.0%,23,23
560,W,72.0%,23,23
1876,W,64.0%,23,23
2345,W,59.0%,23,23
3449,W,60.0%,23,23
1641,W,80.0%,23,23
1670,W,62.0%,23,23
4646,W,61.0%,23,23
2106,W,90.0%,23,23
1384,W,62.0%,23,23
3921,W,86.0%,23,23
3904,W,55.0%,23,23
2151,W,83.0%,23,23
1514,W,79.0%,23,23
4647,W,65.0%,23,23
1918,W,49.0%,23,23
714,W,76.0%,23,23
4224,W,45.0%,23,23
4463,W,72.0%,23,23
822,W,57.0%,23,23
1537,W,78.0%,23,23
4642,W,74.0%,23,23
687,W,82.0%,23,23
3151,W,61.0%,23,23
3511,W,70.0%,23,23
4043,W,57.0%,23,23
1144,W,75.0%,23,23
4594,W,62.0%,23,23
235,W,65.0%,23,23
1625,W,72.0%,23,23
1070,W,49.0%,23,23
4312,W,74.0%,23,23
3053,W,37.0%,23,23
4290,W,52.0%,23,23
4423,W,82.0%,23,23
4388,W,55.0%,23,23
5229,W,50.0%,23,23
4192,W,52.0%,23,23
2479,W,85.0%,23,23
5137,W,84.0%,23,23
354,W,70.0%,23,23
4124,W,62.0%,23,23
5433,W,58.0%,23,23
434,W,48.0%,23,23
1776,W,73.0%,23,23
4221,W,76.0%,23,23
4402,W,64.0%,23,23
2283,W,68.0%,23,23
2959,W,69.0%,23,23
914,W,71.0%,23,23
5420,W,57.0%,23,23
3221,W,71.0%,23,23
1496,W,72.0%,23,23
3399,W,66.0%,23,23
4868,W,66.0%,23,23
907,W,82.0%,23,23
4057,W,44.0%,23,23
2165,W,69.0%,23,23
3980,W,83.0%,23,23
3578,W,53.0%,23,23
4578,W,57.0%,23,23
4746,W,70.0%,23,23
2335,W,62.0%,23,23
3389,W,67.0%,23,23
2398,W,63.0%,23,23
1875,W,73.0%,23,23
1116,W,64.0%,23,23
157,W,69.0%,23,23
3524,W,72.0%,23,23
2325,W,70.0%,23,23
4506,W,66.0%,23,23
3697,W,62.0%,23,23
1310,W,79.0%,23,23
3778,W,77.0%,23,23
3451,W,81.0%,23,23
3637,W,58.0%,23,23
3856,W,61.0%,23,23
2859,W,56.0%,23,23
355,W,65.0%,23,23
1152,W,53.0%,23,23
3235,W,76.0%,23,23
5040,W,82.0%,23,23
2661,W,71.0%,23,23
3103,W,55.0%,23,23
2830,W,58.0%,23,23
3632,W,66.0%,23,23
3877,W,76.0%,23,23
2562,W,64.0%,23,23
1358,W,73.0%,23,23
4930,W,63.0%,23,23
1770,W,67.0%,23,23
4972,W,77.0%,23,23
1682,W,65.0%,23,23
1925,W,38.0%,23,23
5171,W,83.0%,23,23
3608,W,80.0%,23,23
2262,W,63.0%,23,23
5443,W,62.0%,23,23
2683,W,59.0%,23,23
3039,W,82.0%,23,23
3941,W,50.0%,23,23
2412,W,71.0%,23,23
145,W,46.0%,23,23
814,W,60.0%,23,23
4428,W,57.0%,23,23
2563,W,64.0%,23,23
4270,W,56.0%,23,23
4486,W,63.0%,23,23
4457,W,63.0%,23,23
2500,W,67.0%,23,23
4748,W,50.0%,23,23
2609,W,60.0%,23,23
5076,W,68.0%,23,23
1212,W,89.0%,23,23
3394,W,70.0%,23,23
2385,W,82.0%,23,23
1832,W,66.0%,23,23
3977,W,47.0%,23,23
5060,W,82.0%,23,23
82,W,67.0%,23,23
696,W,73.0%,23,23
1815,W,88.0%,23,23
2553,W,73.0%,23,23
1029,W,53.0%,23,23
2647,W,76.0%,23,23
5259,W,60.0%,23,23
3248,W,73.0%,23,23
5352,W,59.0%,23,23
4529,W,69.0%,23,23
36,W,69.0%,23,23
2877,W,69.0%,23,23
3817,W,74.0%,23,23
2450,W,72.0%,23,23
3025,W,60.0%,23,23
173,W,58.0%,23,23
566,W,68.0%,23,23
4238,W,67.0%,23,23
3118,W,76.0%,23,23
2473,W,66.0%,23,23
2047,W,71.0%,23,23
3798,W,74.0%,23,23
4950,W,64.0%,23,23
4492,W,73.0%,23,23
2102,W,79.0%,23,23
4222,W,48.0%,23,23
1974,W,65.0%,23,23
1402,W,66.0%,23,23
2132,W,73.0%,23,23
490,W,52.0%,23,23
798,W,77.0%,23,23
459,W,49.0%,23,23
2108,W,46.0%,23,23
5079,W,78.0%,23,23
205,W,55.0%,23,23
4140,W,76.0%,23,23
5199,W,56.0%,23,23
5234,W,63.0%,23,23
5008,W,71.0%,23,23
1721,W,82.0%,23,23
4135,W,66.0%,23,23
4311,W,59.0%,23,23
1197,W,51.0%,23,23
2136,W,55.0%,23,23
2202,W,65.0%,23,23
706,W,70.0%,23,23
2522,W,66.0%,23,23
1789,W,72.0%,23,23
5112,W,46.0%,23,23
1778,W,67.0%,23,23
522,W,62.0%,23,23
1225,W,61.0%,23,23
2309,W,94.0%,23,23
2129,W,51.0%,23,23
2920,W,77.0%,23,23
3580,W,65.0%,23,23
1481,W,66.0%,23,23
1724,W,56.0%,23,23
2238,W,63.0%,23,23
102,W,64.0%,23,23
1992,W,64.0%,23,23
2708,W,43.0%,23,23
3160,W,69.0%,23,23
3432,W,56.0%,23,23
3964,W,66.0%,23,23
1009,W,39.0%,23,23
1518,W,72.0%,23,23
1356,W,76.0%,23,23
1114,W,62.0%,23,23
570,W,64.0%,23,23
4733,W,53.0%,23,23
441,W,80.0%,23,23
2756,W,60.0%,23,23
2574,W,69.0%,23,23
412,W,70.0%,23,23
2532,W,68.0%,23,23
3529,W,65.0%,23,23
4418,W,56.0%,23,23
4527,W,56.0%,23,23
4482,W,51.0%,23,23
4400,W,74.0%,23,23
1635,W,56.0%,23,23
2549,W,66.0%,23,23
3377,W,39.0%,23,23
170,W,63.0%,23,23
3962,W,57.0%,23,23
2184,W,80.0%,23,23
4080,W,58.0%,23,23
2878,W,68.0%,23,23
4417,W,63.0%,23,23
2581,W,81.0%,23,23
1580,W,79.0%,23,23
3676,W,60.0%,23,23
451,W,78.0%,23,23
4097,W,73.0%,23,23
1380,W,69.0%,23,23
753,W,58.0%,23,23
4773,W,73.0%,23,23
41,W,68.0%,23,23
4693,W,65.0%,23,23
1148,W,67.0%,23,23
440,W,76.0%,23,23
4141,W,63.0%,23,23
5307,W,73.0%,23,23
4326,W,60.0%,23,23
224,W,48.0%,23,23
2565,W,68.0%,23,23
4489,W,86.0%,23,23
3573,W,63.0%,23,23
2711,W,60.0%,23,23
3998,W,64.0%,23,23
2374,W,50.0%,23,23
4102,W,73.0%,23,23
4183,W,78.0%,23,23
3057,W,56.0%,23,23
3339,W,55.0%,23,23
4173,W,80.0%,23,23
871,W,88.0%,23,23
1737,W,69.0%,23,23
2360,W,50.0%,23,23
308,W,65.0%,23,23
4584,W,69.0%,23,23
4261,W,66.0%,23,23
3790,W,75.0%,23,23
2715,W,71.0%,23,23
4638,W,71.0%,23,23
1683,W,59.0%,23,23
424,W,59.0%,23,23
2594,W,82.0%,23,23
3070,W,69.0%,23,23
2459,W,68.0%,23,23
5224,W,50.0%,23,23
1888,W,89.0%,23,23
5432,W,63.0%,23,23
3075,W,65.0%,23,23
3305,W,72.0%,23,23
2180,W,72.0%,23,23
686,W,60.0%,23,23
1593,W,76.0%,23,23
1686,W,70.0%,23,23
4895,W,46.0%,23,23
4148,W,65.0%,23,23
2082,W,62.0%,23,23
189,W,80.0%,23,23
3559,W,62.0%,23,23
4948,W,62.0%,23,23
4513,W,59.0%,23,23
1324,W,50.0%,23,23
165,W,58.0%,23,23
1944,W,62.0%,23,23
213,W,54.0%,23,23
1061,W,66.0%,23,23
1277,W,74.0%,23,23
3139,W,69.0%,23,23
597,W,61.0%,23,23
745,W,73.0%,23,23
2901,W,81.0%,23,23
1531,W,53.0%,23,23
3641,W,68.0%,23,23
3564,W,68.0%,23,23
4207,W,67.0%,23,23
3965,W,59.0%,23,23
4889,W,56.0%,23,23
2142,W,57.0%,23,23
831,W,72.0%,23,23
1301,W,53.0%,23,23
3692,W,73.0%,23,23
5354,W,61.0%,23,23
883,W,85.0%,23,23
2002,W,70.0%,23,23
146,W,64.0%,23,23
273,W,58.0%,23,23
2616,W,53.0%,23,23
1893,W,75.0%,23,23
2417,W,63.0%,23,23
1400,W,50.0%,23,23
2705,W,82.0%,23,23
4380,W,36.0%,23,23
5001,W,75.0%,23,23
4772,W,75.0%,23,23
791,W,62.0%,23,23
5243,W,56.0%,23,23
633,W,50.0%,23,23
1725,W,67.0%,23,23
894,W,66.0%,23,23
4184,W,33.0%,23,23
840,W,76.0%,23,23
2041,W,83.0%,23,23
2551,W,56.0%,23,23
5216,W,59.0%,23,23
1596,W,40.0%,23,23
1766,W,56.0%,23,23
3276,W,51.0%,23,23
2934,W,85.0%,23,23
2643,W,69.0%,23,23
812,W,60.0%,23,23
3369,W,78.0%,23,23
3245,W,76.0%,23,23
4024,W,65.0%,23,23
4547,W,63.0%,23,23
3317,W,57.0%,23,23
3600,W,58.0%,23,23
2513,W,62.0%,23,23
1889,W,64.0%,23,23
4854,W,60.0%,23,23
2561,W,67.0%,23,23
2224,W,77.0%,23,23
708,W,57.0%,23,23
3628,W,59.0%,23,23
3770,W,77.0%,23,23
3318,W,64.0%,23,23
4327,W,61.0%,23,23
3206,W,60.0%,23,23
4479,W,65.0%,23,23
3554,W,60.0%,23,23
3049,W,58.0%,23,23
4939,W,61.0%,23,23
3282,W,56.0%,23,23
4887,W,64.0%,23,23
3050,W,37.0%,23,23
240,W,58.0%,23,23
5077,W,71.0%,23,23
2143,W,50.0%,23,23
3475,W,74.0%,23,23
248,W,80.0%,23,23
2049,W,55.0%,23,23
249,W,61.0%,23,23
2750,W,59.0%,23,23
1752,W,77.0%,23,23
4683,W,58.0%,23,23
4595,W,76.0%,23,23
3000,W,67.0%,23,23
5232,W,47.0%,23,23
4615,W,67.0%,23,23
2641,W,70.0%,23,23
3006,W,89.0%,23,23
4546,W,46.0%,23,23
4296,W,77.0%,23,23
4279,W,72.0%,23,23
3592,W,65.0%,23,23
850,W,72.0%,23,23
1612,W,87.0%,23,23
2074,W,66.0%,23,23
3224,W,79.0%,23,23
3767,W,74.0%,23,23
4734,W,78.0%,23,23
4989,W,53.0%,23,23
1569,W,63.0%,23,23
392,W,71.0%,23,23
1963,W,66.0%,23,23
1046,W,51.0%,23,23
1355,W,65.0%,23,23
2770,W,75.0%,23,23
2373,W,72.0%,23,23
178,W,63.0%,23,23
3379,W,69.0%,23,23
1920,W,82.0%,23,23
1931,W,64.0%,23,23
1428,W,89.0%,23,23
3028,W,53.0%,23,23
1187,W,50.0%,23,23
3153,W,47.0%,23,23
4190,W,81.0%,23,23
