MATRIC#,SEASON,SURVEY_SCORE,STARTINGYR,MATRICYR
3347,W,69.0%,23,23
156,W,64.0%,23,23
1299,W,74.0%,23,23
1731,W,66.0%,23,23
2346,W,66.0%,23,23
693,W,65.0%,23,23
2505,W,67.0%,23,23
4980,W,54.0%,23,23
927,W,46.0%,23,23
2689,W,73.0%,23,23
4343,W,67.0%,23,23
3333,W,71.0%,23,23
148,W,71.0%,23,23
4892,W,78.0%,23,23
1361,W,64.0%,23,23
1292,W,69.0%,23,23
2799,W,69.0%,23,23
3818,W,54.0%,23,23
5081,W,48.0%,23,23
832,W,61.0%,23,23
4940,W,78.0%,23,23
3062,W,56.0%,23,23
1205,W,76.0%,23,23
4891,W,78.0%,23,23
3423,W,66.0%,23,23
1653,W,57.0%,23,23
204,W,81.0%,23,23
918,W,63.0%,23,23
1960,W,50.0%,23,23
3306,W,65.0%,23,23
743,W,69.0%,23,23
3332,W,80.0%,23,23
2678,W,66.0%,23,23
4243,W,54.0%,23,23
4718,W,68.0%,23,23
5180,W,53.0%,23,23
5099,W,63.0%,23,23
947,W,69.0%,23,23
1344,W,60.0%,23,23
3742,W,44.0%,23,23
4644,W,67.0%,23,23
2813,W,64.0%,23,23
2148,W,66.0%,23,23
3003,W,54.0%,23,23
5218,W,58.0%,23,23
4722,W,83.0%,23,23
3256,W,71.0%,23,23
621,W,64.0%,23,23
1842,W,65.0%,23,23
834,W,65.0%,23,23
3508,W,50.0%,23,23
3374,W,82.0%,23,23
2804,W,70.0%,23,23
2206,W,70.0%,23,23
2925,W,69.0%,23,23
2338,W,68.0%,23,23
4821,W,73.0%,23,23
1421,W,66.0%,23,23
1026,W,47.0%,23,23
4371,W,51.0%,23,23
5289,W,67.0%,23,23
5331,W,66.0%,23,23
4652,W,67.0%,23,23
4314,W,81.0%,23,23
4030,W,51.0%,23,23
5145,W,56.0%,23,23
784,W,79.0%,23,23
268,W,66.0%,23,23
4498,W,35.0%,23,23
879,W,41.0%,23,23
2692,W,64.0%,23,23
3376,W,54.0%,23,23
3330,W,68.0%,23,23
3504,W,58.0%,23,23
2810,W,65.0%,23,23
3071,W,60.0%,23,23
606,W,76.0%,23,23
5414,W,65.0%,23,23
3572,W,58.0%,23,23
4447,W,65.0%,23,23
592,W,54.0%,23,23
3797,W,74.0%,23,23
4438,W,62.0%,23,23
5057,W,43.0%,23,23
737,W,52.0%,23,23
4536,W,80.0%,23,23
3830,W,65.0%,23,23
3690,W,68.0%,23,23
3037,W,60.0%,23,23
2962,W,53.0%,23,23
4341,W,87.0%,23,23
1171,W,44.0%,23,23
3403,W,56.0%,23,23
432,W,84.0%,23,23
3794,W,86.0%,23,23
647,W,72.0%,23,23
4843,W,66.0%,23,23
1327,W,70.0%,23,23
1637,W,81.0%,23,23
547,W,63.0%,23,23
2203,W,78.0%,23,23
1107,W,77.0%,23,23
5363,W,69.0%,23,23
5109,W,57.0%,23,23
194,W,69.0%,23,23
3061,W,76.0%,23,23
1646,W,59.0%,23,23
5010,W,57.0%,23,23
1750,W,73.0%,23,23
4040,W,54.0%,23,23
4779,W,76.0%,23,23
4160,W,70.0%,23,23
4524,W,59.0%,23,23
1366,W,61.0%,23,23
1728,W,77.0%,23,23
1117,W,56.0%,23,23
2566,W,71.0%,23,23
5278,W,68.0%,23,23
3493,W,73.0%,23,23
2974,W,67.0%,23,23
4978,W,55.0%,23,23
3078,W,60.0%,23,23
3353,W,58.0%,23,23
5249,W,72.0%,23,23
3268,W,70.0%,23,23
5206,W,61.0%,23,23
3644,W,52.0%,23,23
4603,W,64.0%,23,23
53,W,71.0%,23,23
4743,W,63.0%,23,23
3205,W,63.0%,23,23
4850,W,69.0%,23,23
407,W,75.0%,23,23
889,W,66.0%,23,23
2521,W,77.0%,23,23
3884,W,76.0%,23,23
828,W,66.0%,23,23
4142,W,68.0%,23,23
1714,W,71.0%,23,23
288,W,52.0%,23,23
223,W,64.0%,23,23
886,W,63.0%,23,23
874,W,59.0%,23,23
2752,W,59.0%,23,23
2971,W,63.0%,23,23
4984,W,44.0%,23,23
4244,W,63.0%,23,23
4213,W,58.0%,23,23
1157,W,42.0%,23,23
2544,W,61.0%,23,23
2795,W,54.0%,23,23
2627,W,57.0%,23,23
3886,W,52.0%,23,23
2496,W,53.0%,23,23
5072,W,64.0%,23,23
50,W,68.0%,23,23
1699,W,79.0%,23,23
4526,W,50.0%,23,23
3336,W,87.0%,23,23
4820,W,66.0%,23,23
2542,W,48.0%,23,23
93,W,60.0%,23,23
16,W,63.0%,23,23
1768,W,62.0%,23,23
5376,W,49.0%,23,23
968,W,67.0%,23,23
305,W,52.0%,23,23
3725,W,75.0%,23,23
2764,W,74.0%,23,23
5116,W,60.0%,23,23
5025,W,68.0%,23,23
4044,W,59.0%,23,23
3381,W,68.0%,23,23
2361,W,69.0%,23,23
1337,W,72.0%,23,23
3984,W,60.0%,23,23
2153,W,61.0%,23,23
3890,W,85.0%,23,23
4623,W,84.0%,23,23
4568,W,64.0%,23,23
842,W,44.0%,23,23
5384,W,88.0%,23,23
233,W,63.0%,23,23
4601,W,52.0%,23,23
4637,W,62.0%,23,23
735,W,66.0%,23,23
2629,W,75.0%,23,23
2786,W,56.0%,23,23
5176,W,54.0%,23,23
542,W,48.0%,23,23
3916,W,58.0%,23,23
3340,W,67.0%,23,23
4503,W,71.0%,23,23
5398,W,59.0%,23,23
5149,W,71.0%,23,23
25,W,60.0%,23,23
3392,W,70.0%,23,23
1557,W,61.0%,23,23
1562,W,61.0%,23,23
1733,W,71.0%,23,23
3734,W,82.0%,23,23
3488,W,48.0%,23,23
3802,W,63.0%,23,23
5177,W,67.0%,23,23
2625,W,60.0%,23,23
966,W,57.0%,23,23
2501,W,67.0%,23,23
5028,W,53.0%,23,23
4219,W,61.0%,23,23
3863,W,78.0%,23,23
1082,W,72.0%,23,23
3100,W,76.0%,23,23
2782,W,64.0%,23,23
571,W,50.0%,23,23
350,W,64.0%,23,23
1833,W,51.0%,23,23
2757,W,80.0%,23,23
2285,W,71.0%,23,23
4729,W,74.0%,23,23
2112,W,74.0%,23,23
1841,W,67.0%,23,23
4675,W,56.0%,23,23
4250,W,69.0%,23,23
1743,W,67.0%,23,23
2942,W,53.0%,23,23
815,W,56.0%,23,23
4738,W,41.0%,23,23
501,W,83.0%,23,23
2024,W,60.0%,23,23
5418,W,76.0%,23,23
3576,W,72.0%,23,23
726,W,78.0%,23,23
3901,W,52.0%,23,23
3020,W,67.0%,23,23
1838,W,63.0%,23,23
3888,W,62.0%,23,23
3355,W,50.0%,23,23
2664,W,68.0%,23,23
3073,W,81.0%,23,23
4334,W,67.0%,23,23
3294,W,59.0%,23,23
3900,W,61.0%,23,23
1458,W,66.0%,23,23
4556,W,59.0%,23,23
4193,W,70.0%,23,23
3101,W,64.0%,23,23
3009,W,83.0%,23,23
4475,W,72.0%,23,23
2197,W,81.0%,23,23
1822,W,73.0%,23,23
450,W,74.0%,23,23
3191,W,83.0%,23,23
1746,W,53.0%,23,23
3652,W,56.0%,23,23
2465,W,67.0%,23,23
838,W,56.0%,23,23
120,W,57.0%,23,23
513,W,63.0%,23,23
1091,W,72.0%,23,23
4456,W,68.0%,23,23
2745,W,60.0%,23,23
2227,W,89.0%,23,23
3985,W,66.0%,23,23
2281,W,51.0%,23,23
2146,W,51.0%,23,23
4753,W,50.0%,23,23
2231,W,43.0%,23,23
3820,W,56.0%,23,23
4143,W,54.0%,23,23
1723,W,65.0%,23,23
1996,W,73.0%,23,23
1077,W,60.0%,23,23
762,W,68.0%,23,23
1215,W,57.0%,23,23
636,W,64.0%,23,23
4607,W,75.0%,23,23
1885,W,63.0%,23,23
321,W,74.0%,23,23
5366,W,71.0%,23,23
3688,W,70.0%,23,23
3648,W,66.0%,23,23
4900,W,63.0%,23,23
728,W,66.0%,23,23
3568,W,74.0%,23,23
2263,W,53.0%,23,23
2559,W,72.0%,23,23
1086,W,73.0%,23,23
2313,W,59.0%,23,23
2046,W,69.0%,23,23
4411,W,69.0%,23,23
410,W,68.0%,23,23
3397,W,63.0%,23,23
3590,W,74.0%,23,23
2167,W,47.0%,23,23
2701,W,67.0%,23,23
2377,W,47.0%,23,23
1619,W,67.0%,23,23
325,W,57.0%,23,23
2586,W,72.0%,23,23
4026,W,56.0%,23,23
2457,W,73.0%,23,23
5162,W,71.0%,23,23
5220,W,52.0%,23,23
4436,W,57.0%,23,23
46,W,59.0%,23,23
5161,W,67.0%,23,23
2673,W,58.0%,23,23
2788,W,67.0%,23,23
774,W,66.0%,23,23
2699,W,61.0%,23,23
4618,W,56.0%,23,23
4767,W,64.0%,23,23
5117,W,61.0%,23,23
2743,W,71.0%,23,23
2328,W,68.0%,23,23
5068,W,67.0%,23,23
528,W,68.0%,23,23
1256,W,65.0%,23,23
3561,W,74.0%,23,23
3645,W,69.0%,23,23
3651,W,75.0%,23,23
4101,W,72.0%,23,23
2319,W,69.0%,23,23
3263,W,75.0%,23,23
3368,W,56.0%,23,23
1313,W,70.0%,23,23
5074,W,74.0%,23,23
1126,W,64.0%,23,23
808,W,52.0%,23,23
3793,W,67.0%,23,23
1529,W,74.0%,23,23
1443,W,37.0%,23,23
90,W,55.0%,23,23
2580,W,72.0%,23,23
5390,W,71.0%,23,23
4155,W,73.0%,23,23
3848,W,38.0%,23,23
32,W,55.0%,23,23
4052,W,70.0%,23,23
446,W,44.0%,23,23
3677,W,66.0%,23,23
3390,W,78.0%,23,23
2676,W,69.0%,23,23
742,W,51.0%,23,23
990,W,77.0%,23,23
4770,W,73.0%,23,23
2672,W,80.0%,23,23
1600,W,65.0%,23,23
192,W,65.0%,23,23
5142,W,67.0%,23,23
5016,W,63.0%,23,23
5101,W,62.0%,23,23
4062,W,65.0%,23,23
2138,W,45.0%,23,23
819,W,60.0%,23,23
4965,W,52.0%,23,23
4315,W,50.0%,23,23
923,W,76.0%,23,23
4119,W,85.0%,23,23
4928,W,78.0%,23,23
5193,W,62.0%,23,23
1379,W,67.0%,23,23
3455,W,74.0%,23,23
1115,W,83.0%,23,23
2671,W,68.0%,23,23
1804,W,65.0%,23,23
1930,W,44.0%,23,23
496,W,68.0%,23,23
5359,W,72.0%,23,23
1022,W,57.0%,23,23
716,W,70.0%,23,23
3422,W,79.0%,23,23
1947,W,70.0%,23,23
4420,W,73.0%,23,23
2039,W,59.0%,23,23
409,W,61.0%,23,23
4796,W,55.0%,23,23
4651,W,63.0%,23,23
1937,W,65.0%,23,23
56,W,64.0%,23,23
181,W,62.0%,23,23
3366,W,67.0%,23,23
1080,W,60.0%,23,23
12,W,49.0%,23,23
4382,W,41.0%,23,23
5231,W,40.0%,23,23
1545,W,59.0%,23,23
3011,W,74.0%,23,23
674,W,63.0%,23,23
2599,W,62.0%,23,23
965,W,49.0%,23,23
4300,W,64.0%,23,23
1317,W,60.0%,23,23
4201,W,64.0%,23,23
3193,W,60.0%,23,23
5184,W,60.0%,23,23
3104,W,69.0%,23,23
4330,W,67.0%,23,23
954,W,62.0%,23,23
384,W,52.0%,23,23
4389,W,61.0%,23,23
1945,W,49.0%,23,23
4196,W,46.0%,23,23
4253,W,68.0%,23,23
4335,W,55.0%,23,23
3008,W,61.0%,23,23
1961,W,50.0%,23,23
4614,W,45.0%,23,23
3553,W,74.0%,23,23
54,W,48.0%,23,23
4152,W,56.0%,23,23
493,W,66.0%,23,23
3737,W,59.0%,23,23
5027,W,61.0%,23,23
4306,W,75.0%,23,23
171,W,58.0%,23,23
5270,W,48.0%,23,23
658,W,55.0%,23,23
4108,W,66.0%,23,23
4309,W,63.0%,23,23
4803,W,66.0%,23,23
320,W,62.0%,23,23
1627,W,46.0%,23,23
2628,W,62.0%,23,23
3385,W,72.0%,23,23
1917,W,78.0%,23,23
30,W,64.0%,23,23
4530,W,51.0%,23,23
1312,W,57.0%,23,23
453,W,73.0%,23,23
1688,W,68.0%,23,23
700,W,62.0%,23,23
2219,W,76.0%,23,23
4002,W,78.0%,23,23
2451,W,62.0%,23,23
4075,W,60.0%,23,23
1439,W,70.0%,23,23
4220,W,61.0%,23,23
2937,W,68.0%,23,23
4744,W,51.0%,23,23
2254,W,74.0%,23,23
845,W,72.0%,23,23
4752,W,59.0%,23,23
1572,W,66.0%,23,23
3674,W,55.0%,23,23
610,W,78.0%,23,23
1243,W,62.0%,23,23
461,W,59.0%,23,23
4957,W,63.0%,23,23
1908,W,72.0%,23,23
2077,W,55.0%,23,23
3815,W,78.0%,23,23
1873,W,56.0%,23,23
5362,W,58.0%,23,23
1158,W,62.0%,23,23
4203,W,55.0%,23,23
750,W,60.0%,23,23
246,W,67.0%,23,23
2366,W,54.0%,23,23
5329,W,68.0%,23,23
609,W,61.0%,23,23
5012,W,55.0%,23,23
2424,W,50.0%,23,23
2789,W,63.0%,23,23
1230,W,61.0%,23,23
3320,W,58.0%,23,23
2819,W,38.0%,23,23
3747,W,59.0%,23,23
2910,W,62.0%,23,23
2645,W,73.0%,23,23
1912,W,46.0%,23,23
3456,W,73.0%,23,23
5393,W,84.0%,23,23
3774,W,58.0%,23,23
3244,W,74.0%,23,23
2686,W,75.0%,23,23
2746,W,53.0%,23,23
1919,W,59.0%,23,23
1538,W,66.0%,23,23
884,W,71.0%,23,23
2571,W,80.0%,23,23
4281,W,70.0%,23,23
3240,W,42.0%,23,23
1903,W,96.0%,23,23
1738,W,64.0%,23,23
4822,W,57.0%,23,23
2938,W,59.0%,23,23
1726,W,60.0%,23,23
1322,W,49.0%,23,23
2949,W,67.0%,23,23
4632,W,82.0%,23,23
2174,W,70.0%,23,23
3796,W,52.0%,23,23
1813,W,78.0%,23,23
4381,W,66.0%,23,23
1173,W,75.0%,23,23
3004,W,46.0%,23,23
3896,W,71.0%,23,23
2405,W,56.0%,23,23
3932,W,71.0%,23,23
1756,W,61.0%,23,23
4399,W,60.0%,23,23
191,W,52.0%,23,23
2030,W,71.0%,23,23
4000,W,53.0%,23,23
3993,W,61.0%,23,23
3660,W,64.0%,23,23
3068,W,55.0%,23,23
1764,W,45.0%,23,23
2381,W,70.0%,23,23
1643,W,63.0%,23,23
1550,W,81.0%,23,23
149,W,57.0%,23,23
4003,W,54.0%,23,23
78,W,66.0%,23,23
2038,W,76.0%,23,23
298,W,70.0%,23,23
296,W,70.0%,23,23
2310,W,69.0%,23,23
2868,W,57.0%,23,23
4788,W,60.0%,23,23
1078,W,67.0%,23,23
1235,W,68.0%,23,23
114,W,72.0%,23,23
5334,W,71.0%,23,23
616,W,63.0%,23,23
1598,W,81.0%,23,23
2147,W,76.0%,23,23
244,W,72.0%,23,23
2376,W,69.0%,23,23
304,W,66.0%,23,23
5227,W,60.0%,23,23
2441,W,62.0%,23,23
4962,W,71.0%,23,23
4401,W,41.0%,23,23
5080,W,70.0%,23,23
598,W,53.0%,23,23
3599,W,71.0%,23,23
1404,W,71.0%,23,23
2494,W,73.0%,23,23
4946,W,84.0%,23,23
4375,W,52.0%,23,23
2632,W,74.0%,23,23
2620,W,78.0%,23,23
4775,W,73.0%,23,23
3044,W,55.0%,23,23
1507,W,47.0%,23,23
1567,W,60.0%,23,23
4684,W,49.0%,23,23
4943,W,58.0%,23,23
4797,W,71.0%,23,23
260,W,58.0%,23,23
902,W,72.0%,23,23
3463,W,67.0%,23,23
214,W,69.0%,23,23
995,W,79.0%,23,23
18,W,61.0%,23,23
5009,W,82.0%,23,23
2602,W,47.0%,23,23
1729,W,63.0%,23,23
2463,W,75.0%,23,23
282,W,69.0%,23,23
4033,W,75.0%,23,23
5148,W,77.0%,23,23
1748,W,70.0%,23,23
3215,W,48.0%,23,23
2428,W,46.0%,23,23
382,W,49.0%,23,23
4952,W,69.0%,23,23
154,W,67.0%,23,23
4355,W,51.0%,23,23
5129,W,79.0%,23,23
1568,W,58.0%,23,23
2228,W,53.0%,23,23
2713,W,55.0%,23,23
3862,W,68.0%,23,23
366,W,55.0%,23,23
4771,W,71.0%,23,23
974,W,67.0%,23,23
2434,W,70.0%,23,23
281,W,65.0%,23,23
4964,W,79.0%,23,23
4792,W,67.0%,23,23
5246,W,72.0%,23,23
4785,W,67.0%,23,23
1334,W,64.0%,23,23
5304,W,57.0%,23,23
4508,W,45.0%,23,23
4922,W,49.0%,23,23
5207,W,66.0%,23,23
1921,W,82.0%,23,23
2198,W,61.0%,23,23
455,W,67.0%,23,23
3133,W,54.0%,23,23
4137,W,69.0%,23,23
1587,W,66.0%,23,23
3104,W,69.0%,23,23
1947,W,70.0%,23,23
647,W,72.0%,23,23
2692,W,64.0%,23,23
5369,W,69.0%,23,23
2608,W,74.0%,23,23
2788,W,67.0%,23,23
4892,W,78.0%,23,23
4685,W,62.0%,23,23
2701,W,67.0%,23,23
4774,W,85.0%,23,23
4848,W,75.0%,23,23
1251,W,66.0%,23,23
3890,W,85.0%,23,23
948,W,66.0%,23,23
1653,W,57.0%,23,23
4003,W,54.0%,23,23
2501,W,67.0%,23,23
1915,W,65.0%,23,23
382,W,49.0%,23,23
501,W,83.0%,23,23
2366,W,54.0%,23,23
4940,W,78.0%,23,23
884,W,71.0%,23,23
4984,W,44.0%,23,23
2786,W,56.0%,23,23
1117,W,56.0%,23,23
3690,W,68.0%,23,23
5080,W,70.0%,23,23
5027,W,61.0%,23,23
4637,W,62.0%,23,23
1443,W,37.0%,23,23
726,W,78.0%,23,23
1334,W,64.0%,23,23
2167,W,47.0%,23,23
1996,W,73.0%,23,23
1756,W,61.0%,23,23
282,W,69.0%,23,23
832,W,61.0%,23,23
