MATRIC#,SEASON,SURVEY_SCORE,STARTINGYR,MATRICYR
1925,W,62.0%,23,20
3275,W,54.0%,23,20
2466,W,69.0%,23,20
210,W,67.0%,23,20
1081,W,63.0%,23,20
1906,W,62.0%,23,20
791,W,73.0%,23,20
2824,W,66.0%,23,20
2402,W,61.0%,23,20
3245,W,78.0%,23,20
2775,W,61.0%,23,20
445,W,51.0%,23,20
597,W,75.0%,23,20
3138,W,70.0%,23,20
1432,W,79.0%,23,20
2686,W,82.0%,23,20
1276,W,36.0%,23,20
448,W,71.0%,23,20
1758,W,59.0%,23,20
2452,W,72.0%,23,20
771,W,62.0%,23,20
1357,W,65.0%,23,20
903,W,67.0%,23,20
2935,W,51.0%,23,20
1241,W,47.0%,23,20
2372,W,50.0%,23,20
2319,W,69.0%,23,20
2540,W,75.0%,23,20
3217,W,81.0%,23,20
735,W,48.0%,23,20
2512,W,73.0%,23,20
249,W,62.0%,23,20
1510,W,61.0%,23,20
1330,W,80.0%,23,20
1565,W,72.0%,23,20
1844,W,41.0%,23,20
2506,W,79.0%,23,20
969,W,56.0%,23,20
689,W,71.0%,23,20
1900,W,62.0%,23,20
2519,W,57.0%,23,20
3184,W,58.0%,23,20
340,W,80.0%,23,20
2360,W,71.0%,23,20
2887,W,75.0%,23,20
1158,W,65.0%,23,20
1345,W,49.0%,23,20
1195,W,79.0%,23,20
1440,W,72.0%,23,20
2023,W,84.0%,23,20
2331,W,49.0%,23,20
1161,W,78.0%,23,20
1359,W,65.0%,23,20
2632,W,62.0%,23,20
1501,W,72.0%,23,20
1613,W,77.0%,23,20
491,W,70.0%,23,20
537,W,76.0%,23,20
2800,W,59.0%,23,20
2125,W,55.0%,23,20
2116,W,62.0%,23,20
534,W,63.0%,23,20
533,W,60.0%,23,20
747,W,51.0%,23,20
454,W,50.0%,23,20
1772,W,84.0%,23,20
978,W,62.0%,23,20
1704,W,62.0%,23,20
26,W,77.0%,23,20
2289,W,69.0%,23,20
2418,W,59.0%,23,20
1852,W,59.0%,23,20
473,W,65.0%,23,20
2254,W,86.0%,23,20
1915,W,75.0%,23,20
2908,W,53.0%,23,20
322,W,65.0%,23,20
1853,W,56.0%,23,20
1980,W,70.0%,23,20
1578,W,70.0%,23,20
1642,W,69.0%,23,20
599,W,51.0%,23,20
2450,W,47.0%,23,20
530,W,66.0%,23,20
1352,W,69.0%,23,20
2547,W,49.0%,23,20
546,W,53.0%,23,20
2110,W,45.0%,23,20
558,W,79.0%,23,20
1903,W,66.0%,23,20
758,W,61.0%,23,20
1266,W,76.0%,23,20
1045,W,64.0%,23,20
2898,W,49.0%,23,20
1860,W,67.0%,23,20
2150,W,71.0%,23,20
102,W,70.0%,23,20
1126,W,57.0%,23,20
1495,W,63.0%,23,20
2752,W,76.0%,23,20
2476,W,51.0%,23,20
331,W,88.0%,23,20
812,W,56.0%,23,20
3174,W,67.0%,23,20
1842,W,57.0%,23,20
2286,W,45.0%,23,20
2664,W,63.0%,23,20
2098,W,78.0%,23,20
2768,W,62.0%,23,20
1436,W,42.0%,23,20
1115,W,57.0%,23,20
1626,W,61.0%,23,20
781,W,64.0%,23,20
1017,W,61.0%,23,20
2626,W,76.0%,23,20
2261,W,63.0%,23,20
511,W,49.0%,23,20
2293,W,88.0%,23,20
41,W,62.0%,23,20
382,W,58.0%,23,20
1623,W,66.0%,23,20
248,W,66.0%,23,20
1431,W,57.0%,23,20
2332,W,54.0%,23,20
3107,W,66.0%,23,20
320,W,59.0%,23,20
1347,W,62.0%,23,20
1574,W,68.0%,23,20
1273,W,63.0%,23,20
1507,W,65.0%,23,20
3099,W,64.0%,23,20
1506,W,65.0%,23,20
934,W,58.0%,23,20
2847,W,68.0%,23,20
213,W,63.0%,23,20
2786,W,71.0%,23,20
1401,W,69.0%,23,20
2585,W,63.0%,23,20
1517,W,74.0%,23,20
535,W,59.0%,23,20
273,W,63.0%,23,20
2723,W,54.0%,23,20
2142,W,61.0%,23,20
2155,W,76.0%,23,20
1247,W,61.0%,23,20
2839,W,68.0%,23,20
1177,W,54.0%,23,20
1657,W,70.0%,23,20
2620,W,60.0%,23,20
1104,W,73.0%,23,20
2336,W,40.0%,23,20
2015,W,49.0%,23,20
3186,W,61.0%,23,20
325,W,44.0%,23,20
1896,W,76.0%,23,20
2867,W,75.0%,23,20
279,W,72.0%,23,20
2644,W,65.0%,23,20
1355,W,67.0%,23,20
933,W,68.0%,23,20
1365,W,75.0%,23,20
2453,W,62.0%,23,20
959,W,72.0%,23,20
1215,W,72.0%,23,20
1603,W,72.0%,23,20
1123,W,71.0%,23,20
1958,W,68.0%,23,20
2147,W,54.0%,23,20
3203,W,58.0%,23,20
1927,W,84.0%,23,20
2318,W,74.0%,23,20
1776,W,74.0%,23,20
1933,W,48.0%,23,20
1755,W,58.0%,23,20
1527,W,87.0%,23,20
3122,W,63.0%,23,20
2670,W,63.0%,23,20
2669,W,50.0%,23,20
283,W,59.0%,23,20
284,W,59.0%,23,20
1371,W,71.0%,23,20
144,W,67.0%,23,20
1648,W,49.0%,23,20
984,W,67.0%,23,20
917,W,39.0%,23,20
754,W,63.0%,23,20
2640,W,59.0%,23,20
270,W,74.0%,23,20
1624,W,86.0%,23,20
1465,W,54.0%,23,20
24,W,67.0%,23,20
1962,W,71.0%,23,20
1223,W,58.0%,23,20
3049,W,57.0%,23,20
2215,W,62.0%,23,20
2948,W,57.0%,23,20
3042,W,51.0%,23,20
388,W,74.0%,23,20
3226,W,70.0%,23,20
727,W,61.0%,23,20
3183,W,69.0%,23,20
1183,W,73.0%,23,20
291,W,72.0%,23,20
1135,W,68.0%,23,20
3035,W,58.0%,23,20
2334,W,66.0%,23,20
2049,W,62.0%,23,20
525,W,58.0%,23,20
2024,W,49.0%,23,20
2494,W,51.0%,23,20
1147,W,73.0%,23,20
1752,W,68.0%,23,20
641,W,70.0%,23,20
2964,W,76.0%,23,20
2214,W,54.0%,23,20
3178,W,58.0%,23,20
1282,W,60.0%,23,20
1029,W,61.0%,23,20
1129,W,52.0%,23,20
3135,W,53.0%,23,20
3139,W,63.0%,23,20
2593,W,57.0%,23,20
3154,W,64.0%,23,20
1397,W,72.0%,23,20
83,W,55.0%,23,20
2874,W,68.0%,23,20
1026,W,70.0%,23,20
870,W,60.0%,23,20
332,W,63.0%,23,20
2681,W,71.0%,23,20
719,W,62.0%,23,20
1720,W,57.0%,23,20
1435,W,66.0%,23,20
1661,W,66.0%,23,20
916,W,64.0%,23,20
1632,W,50.0%,23,20
422,W,58.0%,23,20
2312,W,58.0%,23,20
1375,W,54.0%,23,20
3267,W,57.0%,23,20
298,W,74.0%,23,20
1219,W,77.0%,23,20
3216,W,62.0%,23,20
1486,W,64.0%,23,20
1712,W,54.0%,23,20
1535,W,63.0%,23,20
3187,W,59.0%,23,20
720,W,52.0%,23,20
2204,W,62.0%,23,20
2702,W,65.0%,23,20
2058,W,60.0%,23,20
1794,W,74.0%,23,20
1109,W,67.0%,23,20
2464,W,70.0%,23,20
1328,W,82.0%,23,20
1038,W,70.0%,23,20
349,W,61.0%,23,20
1370,W,74.0%,23,20
38,W,57.0%,23,20
475,W,58.0%,23,20
2495,W,63.0%,23,20
1889,W,68.0%,23,20
1649,W,80.0%,23,20
2565,W,77.0%,23,20
2071,W,82.0%,23,20
292,W,71.0%,23,20
2856,W,54.0%,23,20
333,W,51.0%,23,20
2227,W,70.0%,23,20
3104,W,53.0%,23,20
134,W,80.0%,23,20
1306,W,67.0%,23,20
2029,W,63.0%,23,20
1685,W,57.0%,23,20
1188,W,58.0%,23,20
1703,W,64.0%,23,20
89,W,63.0%,23,20
2477,W,57.0%,23,20
40,W,79.0%,23,20
417,W,84.0%,23,20
2481,W,53.0%,23,20
1417,W,65.0%,23,20
1368,W,59.0%,23,20
650,W,63.0%,23,20
168,W,66.0%,23,20
2161,W,52.0%,23,20
452,W,59.0%,23,20
238,W,80.0%,23,20
3009,W,49.0%,23,20
124,W,73.0%,23,20
1426,W,44.0%,23,20
2371,W,72.0%,23,20
2217,W,48.0%,23,20
3146,W,60.0%,23,20
2909,W,61.0%,23,20
1940,W,60.0%,23,20
467,W,59.0%,23,20
1259,W,70.0%,23,20
2771,W,71.0%,23,20
92,W,65.0%,23,20
1466,W,70.0%,23,20
336,W,43.0%,23,20
2517,W,57.0%,23,20
458,W,86.0%,23,20
10,W,63.0%,23,20
2712,W,42.0%,23,20
811,W,72.0%,23,20
1650,W,69.0%,23,20
66,W,58.0%,23,20
567,W,53.0%,23,20
2616,W,77.0%,23,20
3152,W,51.0%,23,20
2414,W,61.0%,23,20
1684,W,56.0%,23,20
1800,W,54.0%,23,20
1146,W,61.0%,23,20
940,W,70.0%,23,20
1950,W,59.0%,23,20
188,W,43.0%,23,20
825,W,76.0%,23,20
914,W,61.0%,23,20
230,W,56.0%,23,20
1478,W,57.0%,23,20
138,W,65.0%,23,20
2717,W,57.0%,23,20
2696,W,47.0%,23,20
2434,W,75.0%,23,20
1049,W,48.0%,23,20
3075,W,74.0%,23,20
3016,W,68.0%,23,20
2938,W,36.0%,23,20
2365,W,59.0%,23,20
2499,W,72.0%,23,20
359,W,66.0%,23,20
1799,W,65.0%,23,20
1414,W,86.0%,23,20
3080,W,63.0%,23,20
645,W,53.0%,23,20
777,W,57.0%,23,20
1221,W,71.0%,23,20
1442,W,51.0%,23,20
681,W,80.0%,23,20
421,W,67.0%,23,20
2173,W,69.0%,23,20
411,W,41.0%,23,20
3185,W,52.0%,23,20
250,W,76.0%,23,20
414,W,88.0%,23,20
50,W,62.0%,23,20
734,W,72.0%,23,20
1941,W,71.0%,23,20
659,W,66.0%,23,20
175,W,62.0%,23,20
2853,W,60.0%,23,20
216,W,68.0%,23,20
2989,W,62.0%,23,20
244,W,54.0%,23,20
1814,W,60.0%,23,20
553,W,69.0%,23,20
2149,W,66.0%,23,20
1609,W,57.0%,23,20
2041,W,75.0%,23,20
2137,W,59.0%,23,20
845,W,68.0%,23,20
350,W,50.0%,23,20
2675,W,69.0%,23,20
695,W,76.0%,23,20
755,W,71.0%,23,20
1934,W,49.0%,23,20
682,W,60.0%,23,20
951,W,77.0%,23,20
2784,W,72.0%,23,20
334,W,65.0%,23,20
904,W,65.0%,23,20
2781,W,46.0%,23,20
1901,W,69.0%,23,20
3062,W,56.0%,23,20
3243,W,61.0%,23,20
2200,W,66.0%,23,20
1262,W,38.0%,23,20
2433,W,53.0%,23,20
592,W,68.0%,23,20
451,W,77.0%,23,20
890,W,61.0%,23,20
1322,W,59.0%,23,20
1769,W,47.0%,23,20
1389,W,87.0%,23,20
1829,W,73.0%,23,20
403,W,59.0%,23,20
2463,W,66.0%,23,20
3077,W,72.0%,23,20
566,W,74.0%,23,20
2987,W,67.0%,23,20
685,W,49.0%,23,20
1952,W,60.0%,23,20
55,W,59.0%,23,20
2089,W,67.0%,23,20
2731,W,76.0%,23,20
989,W,57.0%,23,20
173,W,54.0%,23,20
3125,W,57.0%,23,20
2754,W,70.0%,23,20
164,W,53.0%,23,20
2973,W,70.0%,23,20
2919,W,58.0%,23,20
2596,W,72.0%,23,20
2861,W,67.0%,23,20
470,W,79.0%,23,20
443,W,83.0%,23,20
1991,W,80.0%,23,20
742,W,68.0%,23,20
434,W,72.0%,23,20
1943,W,72.0%,23,20
833,W,56.0%,23,20
2883,W,61.0%,23,20
503,W,79.0%,23,20
1792,W,52.0%,23,20
2278,W,82.0%,23,20
1378,W,68.0%,23,20
3041,W,53.0%,23,20
25,W,68.0%,23,20
749,W,57.0%,23,20
478,W,66.0%,23,20
1864,W,65.0%,23,20
3070,W,75.0%,23,20
3004,W,57.0%,23,20
2759,W,85.0%,23,20
2865,W,76.0%,23,20
898,W,58.0%,23,20
669,W,58.0%,23,20
3059,W,61.0%,23,20
1373,W,76.0%,23,20
74,W,70.0%,23,20
1566,W,48.0%,23,20
1812,W,61.0%,23,20
1144,W,67.0%,23,20
2568,W,51.0%,23,20
2649,W,74.0%,23,20
1119,W,60.0%,23,20
788,W,67.0%,23,20
3171,W,52.0%,23,20
3001,W,81.0%,23,20
2056,W,54.0%,23,20
171,W,83.0%,23,20
1824,W,72.0%,23,20
3037,W,75.0%,23,20
2870,W,72.0%,23,20
3031,W,73.0%,23,20
1883,W,65.0%,23,20
1936,W,52.0%,23,20
1331,W,77.0%,23,20
1014,W,58.0%,23,20
3027,W,75.0%,23,20
1513,W,54.0%,23,20
875,W,64.0%,23,20
2353,W,52.0%,23,20
2259,W,65.0%,23,20
855,W,55.0%,23,20
2801,W,74.0%,23,20
61,W,49.0%,23,20
1362,W,41.0%,23,20
585,W,62.0%,23,20
524,W,59.0%,23,20
2735,W,75.0%,23,20
2940,W,58.0%,23,20
2120,W,67.0%,23,20
1721,W,64.0%,23,20
1077,W,68.0%,23,20
1553,W,63.0%,23,20
370,W,71.0%,23,20
236,W,55.0%,23,20
3230,W,55.0%,23,20
14,W,70.0%,23,20
876,W,58.0%,23,20
155,W,68.0%,23,20
704,W,42.0%,23,20
2903,W,55.0%,23,20
1731,W,55.0%,23,20
393,W,60.0%,23,20
1608,W,57.0%,23,20
476,W,54.0%,23,20
1993,W,69.0%,23,20
1696,W,50.0%,23,20
2274,W,55.0%,23,20
1895,W,61.0%,23,20
971,W,61.0%,23,20
1036,W,69.0%,23,20
1483,W,66.0%,23,20
915,W,65.0%,23,20
2757,W,53.0%,23,20
1618,W,67.0%,23,20
440,W,77.0%,23,20
1257,W,88.0%,23,20
192,W,48.0%,23,20
596,W,58.0%,23,20
863,W,67.0%,23,20
878,W,75.0%,23,20
1751,W,68.0%,23,20
2595,W,70.0%,23,20
3188,W,51.0%,23,20
1217,W,70.0%,23,20
657,W,61.0%,23,20
2921,W,64.0%,23,20
1203,W,51.0%,23,20
3276,W,66.0%,23,20
2459,W,61.0%,23,20
2085,W,66.0%,23,20
1205,W,57.0%,23,20
2960,W,75.0%,23,20
2688,W,65.0%,23,20
2381,W,68.0%,23,20
2936,W,62.0%,23,20
2753,W,64.0%,23,20
2192,W,60.0%,23,20
190,W,59.0%,23,20
2390,W,56.0%,23,20
1885,W,62.0%,23,20
2158,W,66.0%,23,20
2681,W,71.0%,23,20
567,W,53.0%,23,20
1432,W,79.0%,23,20
2784,W,72.0%,23,20
774,W,62.0%,23,20
3080,W,63.0%,23,20
292,W,71.0%,23,20
747,W,51.0%,23,20
1655,W,74.0%,23,20
2688,W,65.0%,23,20
915,W,65.0%,23,20
74,W,70.0%,23,20
2775,W,61.0%,23,20
2331,W,49.0%,23,20
2909,W,61.0%,23,20
2887,W,75.0%,23,20
112,W,55.0%,23,20
824,W,66.0%,23,20
968,W,64.0%,23,20
3004,W,57.0%,23,20
3025,W,70.0%,23,20
2453,W,62.0%,23,20
236,W,55.0%,23,20
2434,W,75.0%,23,20
2344,W,65.0%,23,20
2056,W,54.0%,23,20
313,W,62.0%,23,20
685,W,49.0%,23,20
503,W,79.0%,23,20
1626,W,61.0%,23,20
719,W,62.0%,23,20
190,W,59.0%,23,20
2125,W,55.0%,23,20
1089,W,66.0%,23,20
352,W,61.0%,23,20
2883,W,61.0%,23,20
2350,W,70.0%,23,20
1219,W,77.0%,23,20
