MATRIC#,SEASON,SURVEY_SCORE,STARTINGYR,MATRICYR
588,W,75.0%,23,20
2235,W,57.0%,23,20
3008,W,51.0%,23,20
1497,W,84.0%,23,20
1954,W,63.0%,23,20
1765,W,62.0%,23,20
2732,W,64.0%,23,20
1801,W,66.0%,23,20
367,W,65.0%,23,20
306,W,67.0%,23,20
47,W,77.0%,23,20
2127,W,62.0%,23,20
2608,W,82.0%,23,20
1559,W,69.0%,23,20
2955,W,59.0%,23,20
2578,W,64.0%,23,20
142,W,78.0%,23,20
2006,W,55.0%,23,20
1894,W,73.0%,23,20
2857,W,57.0%,23,20
2990,W,68.0%,23,20
2638,W,76.0%,23,20
2551,W,54.0%,23,20
517,W,47.0%,23,20
2419,W,55.0%,23,20
2952,W,56.0%,23,20
6,W,85.0%,23,20
2139,W,58.0%,23,20
433,W,72.0%,23,20
688,W,80.0%,23,20
1202,W,55.0%,23,20
2997,W,52.0%,23,20
736,W,68.0%,23,20
13,W,47.0%,23,20
550,W,58.0%,23,20
1179,W,72.0%,23,20
79,W,62.0%,23,20
2878,W,81.0%,23,20
956,W,65.0%,23,20
307,W,58.0%,23,20
3231,W,73.0%,23,20
1264,W,66.0%,23,20
2875,W,65.0%,23,20
2549,W,80.0%,23,20
2136,W,64.0%,23,20
1439,W,64.0%,23,20
3244,W,53.0%,23,20
2879,W,52.0%,23,20
1117,W,72.0%,23,20
1846,W,75.0%,23,20
52,W,51.0%,23,20
1356,W,70.0%,23,20
954,W,74.0%,23,20
1807,W,46.0%,23,20
1469,W,61.0%,23,20
1062,W,72.0%,23,20
2975,W,45.0%,23,20
2244,W,63.0%,23,20
1253,W,66.0%,23,20
3092,W,51.0%,23,20
3168,W,83.0%,23,20
1583,W,63.0%,23,20
518,W,75.0%,23,20
901,W,66.0%,23,20
2443,W,76.0%,23,20
1924,W,60.0%,23,20
2052,W,58.0%,23,20
2496,W,55.0%,23,20
764,W,83.0%,23,20
1489,W,49.0%,23,20
1360,W,62.0%,23,20
815,W,66.0%,23,20
2561,W,65.0%,23,20
2346,W,68.0%,23,20
2660,W,64.0%,23,20
1198,W,60.0%,23,20
312,W,54.0%,23,20
2503,W,84.0%,23,20
2737,W,77.0%,23,20
1145,W,57.0%,23,20
560,W,84.0%,23,20
879,W,65.0%,23,20
804,W,50.0%,23,20
721,W,64.0%,23,20
3112,W,69.0%,23,20
3175,W,68.0%,23,20
2212,W,66.0%,23,20
1502,W,66.0%,23,20
571,W,72.0%,23,20
3013,W,76.0%,23,20
2404,W,66.0%,23,20
1746,W,61.0%,23,20
1911,W,55.0%,23,20
2594,W,49.0%,23,20
962,W,71.0%,23,20
1760,W,96.0%,23,20
1726,W,62.0%,23,20
935,W,65.0%,23,20
217,W,69.0%,23,20
1407,W,57.0%,23,20
2067,W,54.0%,23,20
408,W,50.0%,23,20
2533,W,66.0%,23,20
2042,W,43.0%,23,20
78,W,75.0%,23,20
856,W,58.0%,23,20
2009,W,90.0%,23,20
1820,W,77.0%,23,20
2323,W,70.0%,23,20
2920,W,82.0%,23,20
2912,W,52.0%,23,20
1667,W,50.0%,23,20
629,W,52.0%,23,20
2714,W,67.0%,23,20
228,W,75.0%,23,20
1269,W,69.0%,23,20
29,W,67.0%,23,20
179,W,62.0%,23,20
515,W,51.0%,23,20
1614,W,57.0%,23,20
1308,W,48.0%,23,20
410,W,52.0%,23,20
314,W,70.0%,23,20
2805,W,62.0%,23,20
1488,W,61.0%,23,20
2825,W,60.0%,23,20
1448,W,59.0%,23,20
2256,W,79.0%,23,20
351,W,73.0%,23,20
2411,W,87.0%,23,20
922,W,66.0%,23,20
2662,W,71.0%,23,20
1850,W,57.0%,23,20
3038,W,71.0%,23,20
557,W,53.0%,23,20
12,W,62.0%,23,20
706,W,67.0%,23,20
1285,W,33.0%,23,20
1978,W,60.0%,23,20
1918,W,61.0%,23,20
2395,W,68.0%,23,20
7,W,71.0%,23,20
1891,W,73.0%,23,20
2233,W,50.0%,23,20
2432,W,53.0%,23,20
1848,W,67.0%,23,20
2392,W,56.0%,23,20
123,W,49.0%,23,20
2834,W,67.0%,23,20
1271,W,78.0%,23,20
342,W,57.0%,23,20
402,W,59.0%,23,20
1030,W,50.0%,23,20
1961,W,63.0%,23,20
502,W,57.0%,23,20
2275,W,64.0%,23,20
1653,W,67.0%,23,20
2446,W,67.0%,23,20
570,W,76.0%,23,20
1496,W,60.0%,23,20
1768,W,64.0%,23,20
2925,W,79.0%,23,20
862,W,81.0%,23,20
214,W,67.0%,23,20
1599,W,49.0%,23,20
223,W,83.0%,23,20
648,W,71.0%,23,20
2144,W,42.0%,23,20
2145,W,62.0%,23,20
3262,W,58.0%,23,20
2474,W,46.0%,23,20
3039,W,54.0%,23,20
3165,W,79.0%,23,20
1286,W,57.0%,23,20
60,W,73.0%,23,20
2650,W,80.0%,23,20
439,W,47.0%,23,20
321,W,79.0%,23,20
477,W,68.0%,23,20
2361,W,60.0%,23,20
2412,W,77.0%,23,20
492,W,84.0%,23,20
2228,W,58.0%,23,20
2816,W,57.0%,23,20
2661,W,55.0%,23,20
323,W,63.0%,23,20
1098,W,60.0%,23,20
1456,W,62.0%,23,20
543,W,72.0%,23,20
2501,W,80.0%,23,20
3288,W,66.0%,23,20
3019,W,70.0%,23,20
2844,W,73.0%,23,20
2048,W,66.0%,23,20
1300,W,70.0%,23,20
2930,W,53.0%,23,20
1474,W,60.0%,23,20
1619,W,72.0%,23,20
462,W,62.0%,23,20
1047,W,60.0%,23,20
2280,W,58.0%,23,20
2614,W,65.0%,23,20
2255,W,62.0%,23,20
2082,W,55.0%,23,20
2084,W,61.0%,23,20
2184,W,58.0%,23,20
937,W,67.0%,23,20
498,W,56.0%,23,20
296,W,70.0%,23,20
2329,W,42.0%,23,20
1284,W,73.0%,23,20
600,W,53.0%,23,20
3110,W,70.0%,23,20
310,W,50.0%,23,20
2167,W,61.0%,23,20
2357,W,41.0%,23,20
844,W,59.0%,23,20
259,W,60.0%,23,20
258,W,72.0%,23,20
2981,W,54.0%,23,20
2907,W,52.0%,23,20
287,W,66.0%,23,20
2039,W,65.0%,23,20
348,W,60.0%,23,20
2428,W,65.0%,23,20
505,W,53.0%,23,20
3177,W,61.0%,23,20
266,W,47.0%,23,20
2068,W,73.0%,23,20
1095,W,65.0%,23,20
2281,W,78.0%,23,20
955,W,69.0%,23,20
315,W,43.0%,23,20
2195,W,68.0%,23,20
2083,W,56.0%,23,20
2283,W,55.0%,23,20
840,W,70.0%,23,20
2951,W,61.0%,23,20
564,W,57.0%,23,20
1143,W,65.0%,23,20
3137,W,61.0%,23,20
3115,W,44.0%,23,20
2425,W,69.0%,23,20
94,W,51.0%,23,20
1770,W,58.0%,23,20
614,W,60.0%,23,20
1508,W,55.0%,23,20
3060,W,67.0%,23,20
632,W,58.0%,23,20
782,W,55.0%,23,20
218,W,57.0%,23,20
2420,W,59.0%,23,20
2441,W,76.0%,23,20
1663,W,70.0%,23,20
938,W,46.0%,23,20
2876,W,77.0%,23,20
3116,W,59.0%,23,20
1008,W,54.0%,23,20
1572,W,55.0%,23,20
1191,W,53.0%,23,20
1277,W,60.0%,23,20
1540,W,54.0%,23,20
2961,W,63.0%,23,20
1455,W,63.0%,23,20
2581,W,66.0%,23,20
2002,W,59.0%,23,20
2091,W,59.0%,23,20
1841,W,68.0%,23,20
1433,W,57.0%,23,20
2383,W,71.0%,23,20
2580,W,49.0%,23,20
2591,W,65.0%,23,20
726,W,72.0%,23,20
1490,W,56.0%,23,20
2641,W,67.0%,23,20
2609,W,72.0%,23,20
513,W,50.0%,23,20
77,W,64.0%,23,20
3007,W,89.0%,23,20
1723,W,50.0%,23,20
839,W,80.0%,23,20
2554,W,65.0%,23,20
1281,W,49.0%,23,20
1651,W,50.0%,23,20
2715,W,76.0%,23,20
633,W,62.0%,23,20
1470,W,67.0%,23,20
1208,W,71.0%,23,20
62,W,50.0%,23,20
3225,W,75.0%,23,20
2739,W,57.0%,23,20
1559,W,69.0%,23,20
2068,W,73.0%,23,20
1095,W,65.0%,23,20
2822,W,69.0%,23,20
2739,W,57.0%,23,20
2420,W,59.0%,23,20
197,W,53.0%,23,20
2166,W,61.0%,23,20
3021,W,55.0%,23,20
787,W,66.0%,23,20
1899,W,73.0%,23,20
1839,W,71.0%,23,20
2952,W,56.0%,23,20
2311,W,53.0%,23,20
2591,W,65.0%,23,20
721,W,64.0%,23,20
680,W,75.0%,23,20
2516,W,58.0%,23,20
33,W,88.0%,23,20
2551,W,54.0%,23,20
