MATRIC#,SEASON,SURVEY_SCORE,STARTINGYR,MATRICYR
1226,W,56.0%,23,21
710,W,51.0%,23,21
776,W,60.0%,23,21
1569,W,56.0%,23,21
887,W,67.0%,23,21
3423,W,72.0%,23,21
1208,W,68.0%,23,21
270,W,63.0%,23,21
3521,W,86.0%,23,21
438,W,56.0%,23,21
151,W,69.0%,23,21
2870,W,53.0%,23,21
1004,W,76.0%,23,21
1410,W,78.0%,23,21
2481,W,54.0%,23,21
3531,W,85.0%,23,21
1166,W,61.0%,23,21
948,W,66.0%,23,21
3488,W,76.0%,23,21
107,W,57.0%,23,21
1265,W,54.0%,23,21
2470,W,69.0%,23,21
810,W,73.0%,23,21
1212,W,57.0%,23,21
1746,W,71.0%,23,21
2404,W,76.0%,23,21
617,W,67.0%,23,21
719,W,77.0%,23,21
1188,W,88.0%,23,21
2543,W,65.0%,23,21
3148,W,64.0%,23,21
131,W,52.0%,23,21
2360,W,75.0%,23,21
3131,W,79.0%,23,21
2475,W,87.0%,23,21
980,W,71.0%,23,21
2692,W,75.0%,23,21
1727,W,71.0%,23,21
2142,W,81.0%,23,21
2065,W,87.0%,23,21
54,W,43.0%,23,21
2654,W,68.0%,23,21
1478,W,56.0%,23,21
1962,W,64.0%,23,21
1325,W,61.0%,23,21
1908,W,86.0%,23,21
2574,W,70.0%,23,21
1013,W,60.0%,23,21
563,W,65.0%,23,21
2179,W,53.0%,23,21
2028,W,67.0%,23,21
1337,W,58.0%,23,21
708,W,54.0%,23,21
3640,W,74.0%,23,21
920,W,56.0%,23,21
1918,W,71.0%,23,21
2604,W,73.0%,23,21
497,W,66.0%,23,21
1311,W,55.0%,23,21
880,W,63.0%,23,21
241,W,61.0%,23,21
2660,W,66.0%,23,21
2824,W,66.0%,23,21
3256,W,77.0%,23,21
934,W,58.0%,23,21
1502,W,56.0%,23,21
2395,W,61.0%,23,21
71,W,60.0%,23,21
3007,W,71.0%,23,21
3086,W,61.0%,23,21
2682,W,76.0%,23,21
3401,W,66.0%,23,21
3081,W,66.0%,23,21
1599,W,73.0%,23,21
3315,W,58.0%,23,21
2171,W,53.0%,23,21
1772,W,65.0%,23,21
170,W,62.0%,23,21
1859,W,67.0%,23,21
711,W,63.0%,23,21
1995,W,68.0%,23,21
1323,W,55.0%,23,21
3074,W,76.0%,23,21
3005,W,58.0%,23,21
2811,W,57.0%,23,21
3286,W,56.0%,23,21
3533,W,45.0%,23,21
3244,W,86.0%,23,21
1626,W,68.0%,23,21
1714,W,71.0%,23,21
871,W,58.0%,23,21
1812,W,50.0%,23,21
318,W,69.0%,23,21
2837,W,47.0%,23,21
3101,W,54.0%,23,21
2024,W,77.0%,23,21
3157,W,60.0%,23,21
3010,W,62.0%,23,21
413,W,73.0%,23,21
2447,W,61.0%,23,21
1462,W,57.0%,23,21
352,W,90.0%,23,21
608,W,73.0%,23,21
1551,W,84.0%,23,21
325,W,69.0%,23,21
1203,W,66.0%,23,21
2597,W,82.0%,23,21
2276,W,47.0%,23,21
3567,W,78.0%,23,21
1818,W,88.0%,23,21
454,W,69.0%,23,21
232,W,55.0%,23,21
1421,W,58.0%,23,21
2471,W,63.0%,23,21
1070,W,64.0%,23,21
2944,W,56.0%,23,21
2152,W,72.0%,23,21
3252,W,51.0%,23,21
566,W,60.0%,23,21
324,W,75.0%,23,21
770,W,75.0%,23,21
1807,W,66.0%,23,21
3106,W,45.0%,23,21
1986,W,78.0%,23,21
1677,W,58.0%,23,21
622,W,71.0%,23,21
2963,W,75.0%,23,21
2330,W,67.0%,23,21
2168,W,85.0%,23,21
956,W,70.0%,23,21
1717,W,48.0%,23,21
193,W,49.0%,23,21
3083,W,65.0%,23,21
1440,W,57.0%,23,21
1657,W,57.0%,23,21
338,W,75.0%,23,21
1872,W,70.0%,23,21
759,W,51.0%,23,21
3346,W,49.0%,23,21
2156,W,59.0%,23,21
1702,W,76.0%,23,21
3400,W,65.0%,23,21
1889,W,61.0%,23,21
1529,W,77.0%,23,21
1605,W,63.0%,23,21
3199,W,60.0%,23,21
3067,W,60.0%,23,21
3261,W,48.0%,23,21
2984,W,61.0%,23,21
534,W,70.0%,23,21
1285,W,63.0%,23,21
628,W,62.0%,23,21
931,W,68.0%,23,21
2542,W,70.0%,23,21
3634,W,69.0%,23,21
1109,W,64.0%,23,21
1456,W,48.0%,23,21
1048,W,71.0%,23,21
2436,W,51.0%,23,21
2147,W,75.0%,23,21
145,W,55.0%,23,21
890,W,83.0%,23,21
1873,W,72.0%,23,21
3,W,53.0%,23,21
1743,W,64.0%,23,21
112,W,65.0%,23,21
10,W,52.0%,23,21
2606,W,77.0%,23,21
947,W,73.0%,23,21
1980,W,63.0%,23,21
1102,W,79.0%,23,21
1709,W,68.0%,23,21
3088,W,73.0%,23,21
2081,W,54.0%,23,21
8,W,59.0%,23,21
623,W,55.0%,23,21
1542,W,71.0%,23,21
611,W,70.0%,23,21
1345,W,73.0%,23,21
1815,W,62.0%,23,21
267,W,78.0%,23,21
1621,W,73.0%,23,21
564,W,73.0%,23,21
1715,W,52.0%,23,21
1257,W,72.0%,23,21
1940,W,67.0%,23,21
848,W,75.0%,23,21
1132,W,86.0%,23,21
361,W,49.0%,23,21
834,W,69.0%,23,21
24,W,54.0%,23,21
490,W,61.0%,23,21
1814,W,95.0%,23,21
3597,W,54.0%,23,21
1287,W,76.0%,23,21
1054,W,73.0%,23,21
1415,W,62.0%,23,21
1333,W,75.0%,23,21
977,W,76.0%,23,21
2200,W,55.0%,23,21
525,W,53.0%,23,21
2435,W,57.0%,23,21
1002,W,68.0%,23,21
3403,W,53.0%,23,21
3371,W,57.0%,23,21
1838,W,55.0%,23,21
3372,W,65.0%,23,21
1854,W,79.0%,23,21
427,W,77.0%,23,21
2671,W,67.0%,23,21
252,W,69.0%,23,21
1436,W,50.0%,23,21
3270,W,77.0%,23,21
2211,W,74.0%,23,21
1970,W,60.0%,23,21
1147,W,62.0%,23,21
2921,W,39.0%,23,21
2213,W,64.0%,23,21
3492,W,76.0%,23,21
206,W,68.0%,23,21
722,W,69.0%,23,21
1494,W,51.0%,23,21
499,W,58.0%,23,21
2103,W,54.0%,23,21
18,W,75.0%,23,21
972,W,67.0%,23,21
2430,W,56.0%,23,21
3493,W,74.0%,23,21
381,W,69.0%,23,21
256,W,50.0%,23,21
3604,W,95.0%,23,21
1731,W,63.0%,23,21
986,W,46.0%,23,21
1816,W,67.0%,23,21
1008,W,65.0%,23,21
3526,W,68.0%,23,21
3419,W,58.0%,23,21
1047,W,66.0%,23,21
3189,W,63.0%,23,21
2854,W,72.0%,23,21
3036,W,69.0%,23,21
1705,W,80.0%,23,21
1120,W,75.0%,23,21
2886,W,65.0%,23,21
3091,W,77.0%,23,21
2759,W,72.0%,23,21
703,W,64.0%,23,21
1383,W,50.0%,23,21
376,W,62.0%,23,21
3460,W,82.0%,23,21
2562,W,54.0%,23,21
2938,W,57.0%,23,21
300,W,72.0%,23,21
63,W,52.0%,23,21
3614,W,63.0%,23,21
843,W,57.0%,23,21
503,W,46.0%,23,21
1669,W,65.0%,23,21
234,W,62.0%,23,21
184,W,62.0%,23,21
1251,W,73.0%,23,21
3238,W,68.0%,23,21
970,W,71.0%,23,21
2956,W,65.0%,23,21
51,W,43.0%,23,21
3514,W,55.0%,23,21
369,W,77.0%,23,21
2325,W,64.0%,23,21
22,W,53.0%,23,21
520,W,60.0%,23,21
1685,W,73.0%,23,21
1376,W,48.0%,23,21
393,W,73.0%,23,21
523,W,57.0%,23,21
2675,W,76.0%,23,21
1994,W,54.0%,23,21
1121,W,40.0%,23,21
2489,W,82.0%,23,21
2806,W,75.0%,23,21
1297,W,77.0%,23,21
72,W,54.0%,23,21
981,W,49.0%,23,21
2531,W,74.0%,23,21
2249,W,64.0%,23,21
3468,W,81.0%,23,21
3528,W,71.0%,23,21
753,W,60.0%,23,21
2860,W,64.0%,23,21
3510,W,58.0%,23,21
1919,W,68.0%,23,21
1448,W,60.0%,23,21
524,W,46.0%,23,21
991,W,89.0%,23,21
606,W,72.0%,23,21
2400,W,47.0%,23,21
1117,W,55.0%,23,21
712,W,63.0%,23,21
825,W,75.0%,23,21
1911,W,56.0%,23,21
1597,W,49.0%,23,21
2993,W,70.0%,23,21
2530,W,84.0%,23,21
2349,W,71.0%,23,21
47,W,59.0%,23,21
231,W,52.0%,23,21
2362,W,62.0%,23,21
482,W,71.0%,23,21
2389,W,67.0%,23,21
3512,W,56.0%,23,21
1128,W,52.0%,23,21
2495,W,65.0%,23,21
171,W,36.0%,23,21
3520,W,58.0%,23,21
1405,W,69.0%,23,21
349,W,67.0%,23,21
90,W,44.0%,23,21
960,W,56.0%,23,21
1299,W,65.0%,23,21
2659,W,78.0%,23,21
1729,W,68.0%,23,21
2903,W,84.0%,23,21
2888,W,80.0%,23,21
3305,W,58.0%,23,21
2351,W,64.0%,23,21
996,W,51.0%,23,21
2228,W,81.0%,23,21
1613,W,59.0%,23,21
466,W,71.0%,23,21
3092,W,46.0%,23,21
3442,W,68.0%,23,21
3584,W,84.0%,23,21
1894,W,83.0%,23,21
2076,W,56.0%,23,21
3175,W,58.0%,23,21
1710,W,60.0%,23,21
2655,W,81.0%,23,21
3177,W,69.0%,23,21
2889,W,62.0%,23,21
126,W,68.0%,23,21
2046,W,65.0%,23,21
1264,W,89.0%,23,21
588,W,83.0%,23,21
1455,W,74.0%,23,21
1200,W,61.0%,23,21
884,W,64.0%,23,21
2063,W,63.0%,23,21
1539,W,66.0%,23,21
3382,W,82.0%,23,21
1698,W,70.0%,23,21
688,W,74.0%,23,21
1947,W,57.0%,23,21
3020,W,62.0%,23,21
2691,W,63.0%,23,21
2868,W,56.0%,23,21
3127,W,69.0%,23,21
918,W,49.0%,23,21
3502,W,88.0%,23,21
3515,W,63.0%,23,21
3537,W,61.0%,23,21
130,W,70.0%,23,21
209,W,71.0%,23,21
1464,W,65.0%,23,21
1493,W,61.0%,23,21
678,W,66.0%,23,21
2445,W,51.0%,23,21
2359,W,71.0%,23,21
1713,W,52.0%,23,21
154,W,75.0%,23,21
1114,W,53.0%,23,21
2354,W,49.0%,23,21
55,W,69.0%,23,21
3376,W,54.0%,23,21
725,W,53.0%,23,21
121,W,59.0%,23,21
1899,W,66.0%,23,21
1965,W,76.0%,23,21
2969,W,60.0%,23,21
2754,W,89.0%,23,21
2502,W,52.0%,23,21
2650,W,72.0%,23,21
2273,W,55.0%,23,21
3168,W,62.0%,23,21
3441,W,69.0%,23,21
3462,W,63.0%,23,21
225,W,44.0%,23,21
1179,W,54.0%,23,21
3185,W,56.0%,23,21
128,W,57.0%,23,21
1844,W,76.0%,23,21
1951,W,55.0%,23,21
2101,W,79.0%,23,21
2001,W,70.0%,23,21
1764,W,61.0%,23,21
1058,W,68.0%,23,21
1313,W,84.0%,23,21
1790,W,75.0%,23,21
2932,W,55.0%,23,21
1458,W,73.0%,23,21
3291,W,71.0%,23,21
1620,W,85.0%,23,21
3201,W,55.0%,23,21
2777,W,65.0%,23,21
735,W,47.0%,23,21
3113,W,52.0%,23,21
2794,W,60.0%,23,21
1506,W,61.0%,23,21
1730,W,62.0%,23,21
1982,W,57.0%,23,21
2672,W,89.0%,23,21
2383,W,69.0%,23,21
2184,W,64.0%,23,21
2786,W,77.0%,23,21
2825,W,64.0%,23,21
1552,W,56.0%,23,21
1357,W,59.0%,23,21
2945,W,86.0%,23,21
212,W,48.0%,23,21
1078,W,52.0%,23,21
92,W,44.0%,23,21
2441,W,58.0%,23,21
3147,W,54.0%,23,21
2658,W,54.0%,23,21
577,W,70.0%,23,21
2948,W,66.0%,23,21
287,W,75.0%,23,21
2226,W,63.0%,23,21
2638,W,85.0%,23,21
946,W,58.0%,23,21
1278,W,70.0%,23,21
1672,W,64.0%,23,21
3394,W,63.0%,23,21
1211,W,61.0%,23,21
2202,W,54.0%,23,21
851,W,53.0%,23,21
1039,W,67.0%,23,21
240,W,50.0%,23,21
2737,W,49.0%,23,21
772,W,63.0%,23,21
3566,W,69.0%,23,21
1799,W,75.0%,23,21
1446,W,77.0%,23,21
2722,W,87.0%,23,21
1246,W,76.0%,23,21
945,W,67.0%,23,21
2556,W,58.0%,23,21
3479,W,54.0%,23,21
803,W,74.0%,23,21
2949,W,62.0%,23,21
394,W,78.0%,23,21
2612,W,58.0%,23,21
3511,W,67.0%,23,21
1633,W,52.0%,23,21
3123,W,57.0%,23,21
450,W,52.0%,23,21
102,W,62.0%,23,21
554,W,62.0%,23,21
1101,W,70.0%,23,21
755,W,68.0%,23,21
14,W,63.0%,23,21
43,W,75.0%,23,21
1749,W,56.0%,23,21
2207,W,87.0%,23,21
1449,W,57.0%,23,21
148,W,65.0%,23,21
1864,W,56.0%,23,21
1604,W,72.0%,23,21
588,W,83.0%,23,21
1605,W,63.0%,23,21
2806,W,75.0%,23,21
911,W,74.0%,23,21
1698,W,70.0%,23,21
1405,W,69.0%,23,21
1749,W,56.0%,23,21
3157,W,60.0%,23,21
1586,W,71.0%,23,21
1437,W,34.0%,23,21
3460,W,82.0%,23,21
1553,W,64.0%,23,21
3101,W,54.0%,23,21
2264,W,68.0%,23,21
1710,W,60.0%,23,21
2543,W,65.0%,23,21
3127,W,69.0%,23,21
2769,W,73.0%,23,21
1796,W,69.0%,23,21
583,W,58.0%,23,21
2858,W,57.0%,23,21
734,W,73.0%,23,21
2103,W,54.0%,23,21
183,W,73.0%,23,21
251,W,72.0%,23,21
43,W,75.0%,23,21
534,W,70.0%,23,21
1464,W,65.0%,23,21
3178,W,61.0%,23,21
1972,W,61.0%,23,21
3623,W,66.0%,23,21
2260,W,73.0%,23,21
2944,W,56.0%,23,21
725,W,53.0%,23,21
1982,W,57.0%,23,21
1983,W,72.0%,23,21
18,W,75.0%,23,21
2689,W,58.0%,23,21
2940,W,65.0%,23,21
1179,W,54.0%,23,21
3106,W,45.0%,23,21
623,W,55.0%,23,21
675,W,59.0%,23,21
2481,W,54.0%,23,21
32,W,56.0%,23,21
