MATRIC#,SEASON,SURVEY_SCORE,STARTINGYR,MATRICYR
1929,W,63.0%,23,20
646,W,62.0%,23,20
420,W,56.0%,23,20
2045,W,51.0%,23,20
923,W,77.0%,23,20
2229,W,55.0%,23,20
2422,W,54.0%,23,20
2687,W,73.0%,23,20
526,W,60.0%,23,20
1673,W,52.0%,23,20
2977,W,80.0%,23,20
912,W,50.0%,23,20
374,W,53.0%,23,20
644,W,66.0%,23,20
2628,W,76.0%,23,20
2798,W,55.0%,23,20
1004,W,56.0%,23,20
516,W,71.0%,23,20
611,W,78.0%,23,20
1777,W,71.0%,23,20
2929,W,56.0%,23,20
200,W,74.0%,23,20
548,W,67.0%,23,20
1121,W,74.0%,23,20
1468,W,77.0%,23,20
635,W,68.0%,23,20
634,W,68.0%,23,20
98,W,66.0%,23,20
817,W,62.0%,23,20
1593,W,70.0%,23,20
1229,W,44.0%,23,20
1861,W,71.0%,23,20
2238,W,85.0%,23,20
1742,W,49.0%,23,20
2284,W,52.0%,23,20
1310,W,67.0%,23,20
308,W,67.0%,23,20
3024,W,56.0%,23,20
468,W,58.0%,23,20
1227,W,53.0%,23,20
487,W,51.0%,23,20
2673,W,65.0%,23,20
1279,W,70.0%,23,20
227,W,73.0%,23,20
2263,W,54.0%,23,20
867,W,60.0%,23,20
1275,W,58.0%,23,20
2299,W,64.0%,23,20
2322,W,64.0%,23,20
1085,W,46.0%,23,20
630,W,70.0%,23,20
2713,W,68.0%,23,20
135,W,92.0%,23,20
226,W,58.0%,23,20
3121,W,63.0%,23,20
3219,W,75.0%,23,20
2942,W,75.0%,23,20
2175,W,86.0%,23,20
85,W,55.0%,23,20
99,W,83.0%,23,20
3201,W,68.0%,23,20
2174,W,53.0%,23,20
153,W,47.0%,23,20
1170,W,69.0%,23,20
1660,W,57.0%,23,20
150,W,71.0%,23,20
1445,W,73.0%,23,20
3036,W,74.0%,23,20
2241,W,79.0%,23,20
708,W,52.0%,23,20
1243,W,61.0%,23,20
1339,W,60.0%,23,20
830,W,59.0%,23,20
1346,W,58.0%,23,20
2043,W,58.0%,23,20
2529,W,48.0%,23,20
1634,W,73.0%,23,20
1494,W,60.0%,23,20
2889,W,62.0%,23,20
2648,W,67.0%,23,20
1471,W,74.0%,23,20
2075,W,84.0%,23,20
2893,W,63.0%,23,20
1503,W,82.0%,23,20
401,W,67.0%,23,20
2792,W,39.0%,23,20
45,W,55.0%,23,20
2721,W,72.0%,23,20
3279,W,76.0%,23,20
211,W,57.0%,23,20
1531,W,83.0%,23,20
1678,W,71.0%,23,20
1376,W,59.0%,23,20
664,W,51.0%,23,20
759,W,51.0%,23,20
2829,W,61.0%,23,20
54,W,63.0%,23,20
2693,W,74.0%,23,20
1131,W,48.0%,23,20
816,W,97.0%,23,20
3010,W,80.0%,23,20
653,W,70.0%,23,20
183,W,66.0%,23,20
2405,W,67.0%,23,20
2763,W,60.0%,23,20
1612,W,41.0%,23,20
2606,W,53.0%,23,20
37,W,59.0%,23,20
2345,W,51.0%,23,20
2522,W,82.0%,23,20
1413,W,67.0%,23,20
460,W,52.0%,23,20
2232,W,71.0%,23,20
1887,W,60.0%,23,20
1321,W,65.0%,23,20
950,W,71.0%,23,20
1028,W,59.0%,23,20
860,W,59.0%,23,20
988,W,80.0%,23,20
1477,W,65.0%,23,20
2679,W,57.0%,23,20
714,W,68.0%,23,20
3,W,48.0%,23,20
2424,W,57.0%,23,20
849,W,70.0%,23,20
1280,W,57.0%,23,20
1916,W,72.0%,23,20
1602,W,65.0%,23,20
2575,W,78.0%,23,20
2559,W,72.0%,23,20
409,W,87.0%,23,20
3129,W,61.0%,23,20
1072,W,73.0%,23,20
998,W,66.0%,23,20
2208,W,76.0%,23,20
2036,W,72.0%,23,20
679,W,50.0%,23,20
561,W,47.0%,23,20
1519,W,67.0%,23,20
2445,W,44.0%,23,20
2304,W,43.0%,23,20
222,W,60.0%,23,20
1462,W,59.0%,23,20
2356,W,70.0%,23,20
1209,W,69.0%,23,20
1582,W,84.0%,23,20
302,W,74.0%,23,20
751,W,55.0%,23,20
1556,W,55.0%,23,20
796,W,61.0%,23,20
623,W,71.0%,23,20
3131,W,67.0%,23,20
1156,W,73.0%,23,20
1024,W,74.0%,23,20
806,W,68.0%,23,20
2821,W,66.0%,23,20
2297,W,64.0%,23,20
3133,W,42.0%,23,20
1871,W,63.0%,23,20
2869,W,65.0%,23,20
2223,W,71.0%,23,20
2273,W,83.0%,23,20
1353,W,65.0%,23,20
608,W,78.0%,23,20
1464,W,73.0%,23,20
3033,W,67.0%,23,20
2190,W,72.0%,23,20
366,W,57.0%,23,20
1548,W,52.0%,23,20
2101,W,59.0%,23,20
3204,W,59.0%,23,20
710,W,58.0%,23,20
1216,W,54.0%,23,20
522,W,64.0%,23,20
2157,W,70.0%,23,20
117,W,89.0%,23,20
1922,W,61.0%,23,20
2566,W,66.0%,23,20
1904,W,68.0%,23,20
1633,W,78.0%,23,20
2475,W,81.0%,23,20
3160,W,53.0%,23,20
1592,W,61.0%,23,20
1140,W,47.0%,23,20
2788,W,74.0%,23,20
1682,W,63.0%,23,20
2129,W,75.0%,23,20
674,W,68.0%,23,20
1042,W,71.0%,23,20
1200,W,50.0%,23,20
2756,W,71.0%,23,20
3073,W,61.0%,23,20
2245,W,82.0%,23,20
2016,W,66.0%,23,20
2386,W,60.0%,23,20
637,W,54.0%,23,20
1175,W,62.0%,23,20
3082,W,71.0%,23,20
580,W,72.0%,23,20
1114,W,62.0%,23,20
2767,W,60.0%,23,20
3251,W,62.0%,23,20
1013,W,75.0%,23,20
1913,W,78.0%,23,20
2288,W,71.0%,23,20
2146,W,75.0%,23,20
1307,W,72.0%,23,20
429,W,86.0%,23,20
1142,W,76.0%,23,20
1967,W,62.0%,23,20
559,W,62.0%,23,20
1484,W,54.0%,23,20
225,W,61.0%,23,20
16,W,67.0%,23,20
1091,W,63.0%,23,20
2456,W,81.0%,23,20
2436,W,85.0%,23,20
857,W,73.0%,23,20
2900,W,48.0%,23,20
2542,W,72.0%,23,20
687,W,62.0%,23,20
1826,W,60.0%,23,20
1858,W,68.0%,23,20
156,W,69.0%,23,20
2941,W,74.0%,23,20
3144,W,57.0%,23,20
2815,W,58.0%,23,20
3229,W,47.0%,23,20
2374,W,67.0%,23,20
1669,W,69.0%,23,20
2271,W,62.0%,23,20
2151,W,82.0%,23,20
1367,W,75.0%,23,20
1037,W,45.0%,23,20
1033,W,83.0%,23,20
1498,W,74.0%,23,20
229,W,65.0%,23,20
1176,W,44.0%,23,20
2384,W,84.0%,23,20
2448,W,59.0%,23,20
1577,W,69.0%,23,20
753,W,65.0%,23,20
618,W,58.0%,23,20
960,W,83.0%,23,20
2017,W,65.0%,23,20
2848,W,63.0%,23,20
3242,W,77.0%,23,20
2830,W,70.0%,23,20
2726,W,86.0%,23,20
1664,W,83.0%,23,20
1005,W,61.0%,23,20
1380,W,67.0%,23,20
893,W,51.0%,23,20
2401,W,68.0%,23,20
500,W,52.0%,23,20
276,W,79.0%,23,20
1838,W,58.0%,23,20
932,W,58.0%,23,20
2032,W,57.0%,23,20
387,W,69.0%,23,20
2809,W,73.0%,23,20
377,W,75.0%,23,20
926,W,65.0%,23,20
2340,W,47.0%,23,20
1563,W,73.0%,23,20
1963,W,60.0%,23,20
1344,W,70.0%,23,20
3105,W,55.0%,23,20
2097,W,55.0%,23,20
2700,W,81.0%,23,20
2637,W,65.0%,23,20
2974,W,63.0%,23,20
1061,W,83.0%,23,20
19,W,40.0%,23,20
1700,W,62.0%,23,20
1876,W,64.0%,23,20
2080,W,51.0%,23,20
2567,W,72.0%,23,20
22,W,73.0%,23,20
456,W,63.0%,23,20
1948,W,59.0%,23,20
494,W,73.0%,23,20
220,W,51.0%,23,20
1877,W,69.0%,23,20
88,W,60.0%,23,20
2141,W,47.0%,23,20
1775,W,62.0%,23,20
398,W,58.0%,23,20
2270,W,75.0%,23,20
3270,W,50.0%,23,20
1088,W,58.0%,23,20
667,W,67.0%,23,20
925,W,77.0%,23,20
2871,W,63.0%,23,20
2899,W,75.0%,23,20
2764,W,56.0%,23,20
2692,W,85.0%,23,20
3089,W,56.0%,23,20
2957,W,66.0%,23,20
2473,W,75.0%,23,20
2711,W,75.0%,23,20
2465,W,60.0%,23,20
317,W,62.0%,23,20
3282,W,38.0%,23,20
3136,W,78.0%,23,20
1873,W,49.0%,23,20
1162,W,68.0%,23,20
2789,W,73.0%,23,20
731,W,75.0%,23,20
1811,W,66.0%,23,20
1550,W,75.0%,23,20
3090,W,72.0%,23,20
2066,W,81.0%,23,20
1855,W,59.0%,23,20
1319,W,46.0%,23,20
3079,W,84.0%,23,20
3153,W,70.0%,23,20
362,W,68.0%,23,20
701,W,71.0%,23,20
2537,W,78.0%,23,20
2984,W,68.0%,23,20
272,W,51.0%,23,20
1141,W,66.0%,23,20
605,W,73.0%,23,20
2918,W,49.0%,23,20
3065,W,96.0%,23,20
2247,W,85.0%,23,20
2143,W,49.0%,23,20
900,W,82.0%,23,20
1261,W,58.0%,23,20
174,W,57.0%,23,20
1998,W,64.0%,23,20
1064,W,52.0%,23,20
3191,W,77.0%,23,20
666,W,62.0%,23,20
3259,W,43.0%,23,20
2850,W,38.0%,23,20
2307,W,66.0%,23,20
2988,W,61.0%,23,20
2408,W,57.0%,23,20
58,W,74.0%,23,20
1833,W,83.0%,23,20
2396,W,60.0%,23,20
2170,W,69.0%,23,20
772,W,62.0%,23,20
376,W,59.0%,23,20
159,W,52.0%,23,20
1079,W,80.0%,23,20
818,W,40.0%,23,20
3084,W,72.0%,23,20
372,W,63.0%,23,20
1292,W,59.0%,23,20
1589,W,70.0%,23,20
613,W,49.0%,23,20
1384,W,61.0%,23,20
240,W,64.0%,23,20
2730,W,62.0%,23,20
2038,W,64.0%,23,20
2932,W,70.0%,23,20
501,W,67.0%,23,20
569,W,63.0%,23,20
3068,W,64.0%,23,20
739,W,80.0%,23,20
4,W,48.0%,23,20
1806,W,50.0%,23,20
1630,W,61.0%,23,20
3043,W,61.0%,23,20
3093,W,75.0%,23,20
2709,W,41.0%,23,20
2882,W,69.0%,23,20
2733,W,54.0%,23,20
2095,W,71.0%,23,20
2124,W,69.0%,23,20
1725,W,63.0%,23,20
2946,W,62.0%,23,20
490,W,73.0%,23,20
545,W,60.0%,23,20
257,W,71.0%,23,20
2102,W,64.0%,23,20
1225,W,51.0%,23,20
431,W,66.0%,23,20
2094,W,80.0%,23,20
1364,W,50.0%,23,20
1222,W,76.0%,23,20
3194,W,63.0%,23,20
2485,W,48.0%,23,20
3247,W,65.0%,23,20
3006,W,60.0%,23,20
2416,W,54.0%,23,20
888,W,77.0%,23,20
1391,W,65.0%,23,20
1154,W,73.0%,23,20
1313,W,84.0%,23,20
2201,W,39.0%,23,20
282,W,66.0%,23,20
327,W,48.0%,23,20
3061,W,67.0%,23,20
945,W,52.0%,23,20
2841,W,57.0%,23,20
1023,W,62.0%,23,20
1348,W,54.0%,23,20
1919,W,79.0%,23,20
2954,W,62.0%,23,20
2306,W,69.0%,23,20
3202,W,64.0%,23,20
2710,W,74.0%,23,20
369,W,73.0%,23,20
1902,W,69.0%,23,20
1530,W,53.0%,23,20
361,W,81.0%,23,20
2398,W,76.0%,23,20
765,W,50.0%,23,20
90,W,74.0%,23,20
206,W,50.0%,23,20
1301,W,62.0%,23,20
1805,W,83.0%,23,20
3134,W,61.0%,23,20
2794,W,64.0%,23,20
299,W,58.0%,23,20
3212,W,56.0%,23,20
724,W,63.0%,23,20
770,W,69.0%,23,20
636,W,57.0%,23,20
2053,W,79.0%,23,20
790,W,59.0%,23,20
2005,W,71.0%,23,20
1296,W,53.0%,23,20
1118,W,74.0%,23,20
3155,W,66.0%,23,20
1756,W,77.0%,23,20
1986,W,72.0%,23,20
1815,W,48.0%,23,20
1499,W,60.0%,23,20
2239,W,57.0%,23,20
1120,W,64.0%,23,20
997,W,61.0%,23,20
1645,W,47.0%,23,20
1586,W,47.0%,23,20
3181,W,64.0%,23,20
884,W,73.0%,23,20
172,W,70.0%,23,20
347,W,68.0%,23,20
854,W,64.0%,23,20
1234,W,65.0%,23,20
1541,W,74.0%,23,20
2031,W,75.0%,23,20
3119,W,62.0%,23,20
2112,W,67.0%,23,20
3087,W,64.0%,23,20
2253,W,65.0%,23,20
2298,W,67.0%,23,20
2996,W,60.0%,23,20
1629,W,62.0%,23,20
2748,W,69.0%,23,20
311,W,59.0%,23,20
1149,W,66.0%,23,20
1012,W,80.0%,23,20
779,W,55.0%,23,20
2653,W,64.0%,23,20
1923,W,72.0%,23,20
1847,W,54.0%,23,20
3180,W,66.0%,23,20
459,W,57.0%,23,20
767,W,69.0%,23,20
2140,W,69.0%,23,20
2631,W,49.0%,23,20
1070,W,43.0%,23,20
740,W,52.0%,23,20
609,W,61.0%,23,20
2923,W,66.0%,23,20
2225,W,52.0%,23,20
384,W,61.0%,23,20
152,W,63.0%,23,20
3130,W,70.0%,23,20
137,W,56.0%,23,20
947,W,67.0%,23,20
939,W,62.0%,23,20
386,W,66.0%,23,20
762,W,89.0%,23,20
2514,W,55.0%,23,20
620,W,66.0%,23,20
2379,W,63.0%,23,20
3254,W,83.0%,23,20
2523,W,60.0%,23,20
2716,W,56.0%,23,20
423,W,57.0%,23,20
582,W,54.0%,23,20
2234,W,57.0%,23,20
2438,W,72.0%,23,20
2169,W,58.0%,23,20
3196,W,76.0%,23,20
126,W,49.0%,23,20
1102,W,62.0%,23,20
590,W,81.0%,23,20
2953,W,72.0%,23,20
2037,W,60.0%,23,20
2980,W,71.0%,23,20
2558,W,80.0%,23,20
2738,W,58.0%,23,20
3018,W,75.0%,23,20
957,W,60.0%,23,20
18,W,42.0%,23,20
1453,W,72.0%,23,20
792,W,73.0%,23,20
1787,W,70.0%,23,20
2378,W,76.0%,23,20
3278,W,68.0%,23,20
3081,W,63.0%,23,20
1231,W,69.0%,23,20
182,W,58.0%,23,20
1638,W,51.0%,23,20
2747,W,71.0%,23,20
2690,W,65.0%,23,20
805,W,72.0%,23,20
1675,W,59.0%,23,20
1773,W,61.0%,23,20
255,W,69.0%,23,20
1265,W,65.0%,23,20
2872,W,73.0%,23,20
2269,W,58.0%,23,20
663,W,48.0%,23,20
2741,W,53.0%,23,20
1232,W,69.0%,23,20
207,W,64.0%,23,20
2471,W,66.0%,23,20
2272,W,79.0%,23,20
1698,W,75.0%,23,20
3162,W,65.0%,23,20
2093,W,67.0%,23,20
1646,W,46.0%,23,20
1702,W,68.0%,23,20
64,W,75.0%,23,20
1677,W,44.0%,23,20
364,W,69.0%,23,20
750,W,54.0%,23,20
2804,W,48.0%,23,20
1868,W,52.0%,23,20
1314,W,69.0%,23,20
2587,W,70.0%,23,20
1937,W,68.0%,23,20
892,W,74.0%,23,20
1336,W,77.0%,23,20
1789,W,49.0%,23,20
807,W,82.0%,23,20
479,W,66.0%,23,20
2972,W,60.0%,23,20
2193,W,64.0%,23,20
385,W,51.0%,23,20
2014,W,55.0%,23,20
527,W,86.0%,23,20
2663,W,70.0%,23,20
108,W,67.0%,23,20
406,W,62.0%,23,20
2985,W,94.0%,23,20
964,W,69.0%,23,20
1444,W,94.0%,23,20
3207,W,65.0%,23,20
2115,W,63.0%,23,20
2577,W,73.0%,23,20
851,W,47.0%,23,20
649,W,62.0%,23,20
2100,W,80.0%,23,20
1564,W,82.0%,23,20
3210,W,91.0%,23,20
2268,W,62.0%,23,20
2545,W,54.0%,23,20
497,W,68.0%,23,20
1304,W,51.0%,23,20
1754,W,65.0%,23,20
1716,W,71.0%,23,20
355,W,41.0%,23,20
3250,W,66.0%,23,20
3100,W,48.0%,23,20
626,W,63.0%,23,20
125,W,70.0%,23,20
2025,W,76.0%,23,20
3198,W,66.0%,23,20
3124,W,47.0%,23,20
2497,W,60.0%,23,20
973,W,54.0%,23,20
3150,W,74.0%,23,20
2376,W,73.0%,23,20
118,W,55.0%,23,20
1601,W,64.0%,23,20
2851,W,76.0%,23,20
1381,W,75.0%,23,20
1928,W,61.0%,23,20
663,W,48.0%,23,20
545,W,60.0%,23,20
1296,W,53.0%,23,20
3279,W,76.0%,23,20
255,W,69.0%,23,20
2716,W,56.0%,23,20
1196,W,72.0%,23,20
1120,W,64.0%,23,20
3258,W,62.0%,23,20
854,W,64.0%,23,20
3162,W,65.0%,23,20
2225,W,52.0%,23,20
2032,W,57.0%,23,20
225,W,61.0%,23,20
1717,W,41.0%,23,20
587,W,54.0%,23,20
431,W,66.0%,23,20
2401,W,68.0%,23,20
2119,W,71.0%,23,20
714,W,68.0%,23,20
2386,W,60.0%,23,20
101,W,68.0%,23,20
2247,W,85.0%,23,20
960,W,83.0%,23,20
54,W,63.0%,23,20
1806,W,50.0%,23,20
99,W,83.0%,23,20
1304,W,51.0%,23,20
919,W,62.0%,23,20
2541,W,62.0%,23,20
2370,W,61.0%,23,20
243,W,54.0%,23,20
806,W,68.0%,23,20
973,W,54.0%,23,20
1922,W,61.0%,23,20
