Date,Day,Time,Time Zone,Wind (mph),Vis. (mi.),Weather,Sky Cond.,Air,Dwpt,Max.,Min.,Relative Humidity,Wind Chill (Â°F),Heat Index (Â°F),altimeter (in),sea level (mb),1 hr,3 hr,6 hr,Data Retrieval Date,Obs_Month,Obs_Year
2025-01-02,2,18:53,EST,Vrbl  3,10.00,Fair,CLR,37.9,15.1,43,36,39%,,,30.15,1021.2,,,,2025-01-04,1,2025
2025-01-02,2,19:53,EST,Vrbl  3,10.00,Fair,CLR,36,15.1,,,42%,,,30.15,1021.3,,,,2025-01-04,1,2025
2025-01-02,2,20:53,EST,SW  6,10.00,Fair,CLR,35.1,16,,,46%,31,,30.14,1021.1,,,,2025-01-04,1,2025
2025-01-02,2,21:53,EST,Calm,10.00,Fair,CLR,35.1,16,,,46%,,,30.14,1020.9,,,,2025-01-04,1,2025
2025-01-02,2,22:53,EST,S  7,10.00,Fair,CLR,30,17.1,,,58%,24,,30.15,1021.2,,,,2025-01-04,1,2025
2025-01-02,2,23:53,EST,SW  3,10.00,Fair,CLR,35.1,17.1,,,48%,,,30.14,1021.1,,,,2025-01-04,1,2025
2025-01-03,3,00:53,EST,Calm,10.00,Fair,CLR,32,17.1,37.9,30,54%,,,30.13,1020.5,,,,2025-01-04,1,2025
2025-01-03,3,01:53,EST,Calm,10.00,Fair,CLR,33.1,17.1,,,52%,,,30.12,1020.4,,,,2025-01-04,1,2025
2025-01-03,3,02:53,EST,Calm,10.00,Fair,CLR,33.1,17.1,,,52%,,,30.12,1020.3,,,,2025-01-04,1,2025
2025-01-03,3,03:53,EST,S  6,10.00,Fair,CLR,33.1,19,,,56%,28,,30.1,1019.6,,,,2025-01-04,1,2025
2025-01-03,3,04:53,EST,S  7,10.00,Fair,CLR,32,19,,,59%,26,,30.09,1019.2,,,,2025-01-04,1,2025
2025-01-03,3,05:53,EST,S  6,10.00,Fair,CLR,30.9,19,,,61%,26,,30.08,1019.1,,,,2025-01-04,1,2025
2025-01-03,3,06:53,EST,S  7,10.00,Fair,CLR,30,19.9,35.1,30,66%,24,,30.07,1018.7,,,,2025-01-04,1,2025
2025-01-03,3,07:53,EST,S  9,10.00,Fair,CLR,30.9,19.9,,,64%,24,,30.06,1018.1,,,,2025-01-04,1,2025
2025-01-03,3,08:53,EST,S  8,10.00,A Few Clouds,FEW110,32,21.9,,,66%,25,,30.03,1017.3,,,,2025-01-04,1,2025
2025-01-03,3,09:53,EST,S  6,10.00,Fair,CLR,36,21.9,,,57%,32,,30,1016.1,,,,2025-01-04,1,2025
2025-01-03,3,10:53,EST,S  10,10.00,Fair,CLR,39,24.1,,,55%,33,,29.96,1014.7,,,,2025-01-04,1,2025
2025-01-03,3,11:53,EST,S  13,10.00,Overcast,OVC050,39.9,23,,,51%,33,,29.9,1012.8,,,,2025-01-04,1,2025
2025-01-03,3,12:53,EST,Vrbl  5  G 22,10.00,Overcast,OVC060,44.1,21,44.1,28.9,40%,42,,29.86,1011.4,,,,2025-01-04,1,2025
2025-01-03,3,13:53,EST,W  10,10.00,Overcast,BKN060 BKN075 OVC090,43,21.9,,,43%,38,,29.84,1010.6,,,,2025-01-04,1,2025
2025-01-03,3,14:53,EST,NW  12  G 22,10.00,Overcast,BKN060 OVC085,43,19.9,,,40%,37,,29.84,1010.8,,,,2025-01-04,1,2025
2025-01-03,3,15:53,EST,W  12  G 26,10.00,Partly Cloudy,FEW065 SCT080,41,17.1,,,38%,35,,29.88,1012.1,,,,2025-01-04,1,2025
2025-01-03,3,16:53,EST,NW  12  G 17,10.00,Mostly Cloudy,BKN055,37,15.1,,,41%,30,,29.91,1013.2,,,,2025-01-04,1,2025
2025-01-03,3,17:53,EST,W  16  G 29,10.00,A Few Clouds,FEW070,34,9,,,35%,24,,29.94,1014.2,,,,2025-01-04,1,2025
2025-01-03,3,18:53,EST,NW  15  G 26,10.00,A Few Clouds,FEW070,33.1,7,45,33.1,33%,24,,29.98,1015.6,,,,2025-01-04,1,2025
2025-01-03,3,19:53,EST,NW  9  G 28,10.00,Mostly Cloudy,BKN070,30,6.1,,,36%,22,,30.02,1016.9,,,,2025-01-04,1,2025
2025-01-03,3,20:53,EST,W  8  G 25,10.00,Overcast,SCT060 OVC070,30,8.1,,,39%,23,,30.04,1017.6,,,,2025-01-04,1,2025
2025-01-03,3,21:53,EST,NW  10  G 23,10.00,Overcast,OVC065,28.9,8.1,,,41%,20,,30.04,1017.6,,,,2025-01-04,1,2025
2025-01-03,3,22:53,EST,Vrbl  5  G 20,10.00,A Few Clouds,FEW065,28,6.1,,,39%,24,,30.04,1017.5,,,,2025-01-04,1,2025
2025-01-04,4,00:53,EST,W  9,10.00,Mostly Cloudy,BKN060,28,7,33.1,27,41%,20,,30.03,1017.1,,,,2025-01-04,1,2025
2025-01-04,4,01:53,EST,NW  7,10.00,Mostly Cloudy,BKN055 BKN070,27,9,,,46%,20,,30.03,1017.3,,,,2025-01-04,1,2025
2025-01-04,4,02:53,EST,NW  10  G 17,10.00,Fair,CLR,27,8.1,,,45%,18,,30.05,1017.8,,,,2025-01-04,1,2025
2025-01-04,4,04:53,EST,NW  7,10.00,Fair,CLR,26.1,7,,,44%,19,,30.07,1018.6,,,,2025-01-04,1,2025
2025-01-04,4,05:53,EST,Vrbl  5,10.00,Fair,CLR,26.1,7,,,44%,21,,30.08,1019.1,,,,2025-01-04,1,2025
2025-01-04,4,06:53,EST,NW  8  G 21,10.00,Fair,CLR,26.1,6.1,28,26.1,42%,18,,30.1,1019.6,,,,2025-01-04,1,2025
2025-01-04,4,07:53,EST,NW  9,10.00,Fair,CLR,26.1,6.1,,,42%,18,,30.11,1020.2,,,,2025-01-04,1,2025
2025-01-04,4,08:53,EST,NW  10  G 20,10.00,Fair,CLR,28,6.1,,,39%,19,,30.12,1020.3,,,,2025-01-04,1,2025
2025-01-04,4,09:53,EST,NW  8  G 20,10.00,Fair,CLR,28,5,,,37%,21,,30.14,1020.9,,,,2025-01-04,1,2025
2025-01-04,4,10:53,EST,NW  8,10.00,Fair,CLR,30,3.9,,,33%,23,,30.13,1020.7,,,,2025-01-04,1,2025
2025-01-04,4,11:53,EST,Vrbl  6  G 22,10.00,Fair,CLR,30.9,1.9,,,29%,26,,30.12,1020.3,,,,2025-01-04,1,2025
2025-01-04,4,12:53,EST,NW  10  G 21,10.00,Fair,CLR,32,1.9,33.1,26.1,27%,24,,30.09,1019.3,,,,2025-01-04,1,2025
2025-01-04,4,13:53,EST,W  10  G 20,10.00,Fair,CLR,33.1,1,,,25%,26,,30.09,1019.3,,,,2025-01-04,1,2025
2025-01-04,4,14:53,EST,NW  16  G 24,10.00,Fair,CLR,34,1,,,24%,24,,30.09,1019.3,,,,2025-01-04,1,2025
2025-01-04,4,15:53,EST,NW  15  G 31,10.00,Fair,CLR,33.1,-0,,,24%,24,,30.09,1019.5,,,,2025-01-04,1,2025
2025-01-04,4,16:53,EST,NW  10  G 21,10.00,Fair,CLR,30.9,1,,,28%,23,,30.1,1019.6,,,,2025-01-04,1,2025
2025-01-04,4,17:53,EST,W  8  G 20,10.00,Fair,CLR,30,1,,,29%,23,,30.12,1020.6,,,,2025-01-04,1,2025
2025-01-04,4,18:53,EST,W  3,10.00,Fair,CLR,28.9,1,34,28.9,30%,,,30.14,1021.1,,,,2025-01-04,1,2025
2025-01-04,4,19:53,EST,Vrbl  3,10.00,Fair,CLR,28,1.9,,,32%,,,30.14,1021.3,,,,2025-01-04,1,2025
2025-01-04,4,20:53,EST,Calm,10.00,Fair,CLR,27,3,,,35%,,,30.14,1021.3,,,,2025-01-04,1,2025
2025-01-04,4,21:53,EST,Calm,10.00,Fair,CLR,26.1,1.9,,,35%,,,30.15,1021.5,,,,2025-01-04,1,2025
