Date,Day,Date/Time,Time,Time Zone,Wind (mph),Vis. (mi.),Weather,Sky Cond.,Temp,Dew Point,Relative Humidity,Wind Chill (Â°F),Heat Index (Â°F),Altimeter (in.),sea level (mb),1-Hour Precip,3-Hour Precip,6-Hour Precip,Data Retrieval Date,Obs_Month,Obs_Year,Hour,Station,Rolling 3-Hour Precip,Rolling 6-Hour Precip,Rolling 12-Hour Precip,Rolling 24-Hour Precip,Windspeed
2025-12-14,14,2025-12-14 5:53,5:53,EST,N  6,2.5,Light Snow Fog/Mist,SCT012 OVC026,33.1,30.9,92,28,,29.94,1014.2,0.01,0,0,2025-12-17,12,2025,5,KCHO,0.01,0.01,0.01,0.01,6
2025-12-14,14,2025-12-14 6:53,6:53,EST,N  5,7,Overcast,OVC042,33.1,30.9,92,29,,29.97,1015.2,0.03,0,0.04,2025-12-17,12,2025,6,KCHO,0.04,0.04,0.04,0.04,5
2025-12-14,14,2025-12-14 7:53,7:53,EST,NW  9,10,Overcast,FEW046 SCT080 OVC100,34,28,79,27,,29.99,1015.8,0,0,0,2025-12-17,12,2025,7,KCHO,0.04,0.04,0.04,0.04,9
2025-12-14,14,2025-12-14 8:53,8:53,EST,NW  12  G 22,10,Fair,CLR,34,17.1,50,26,,30.04,1017.5,0,0,0,2025-12-17,12,2025,8,KCHO,0.03,0.04,0.04,0.04,12
2025-12-14,14,2025-12-14 9:53,9:53,EST,NW  13  G 23,10,Fair,CLR,33.1,12.9,43,25,,30.09,1019.1,0,0,0,2025-12-17,12,2025,9,KCHO,0,0.04,0.04,0.04,13
2025-12-14,14,2025-12-14 10:53,10:53,EST,N  10  G 30,10,Fair,CLR,32,10.9,41,24,,30.1,1019.7,0,0,0,2025-12-17,12,2025,10,KCHO,0,0.04,0.04,0.04,10
2025-12-14,14,2025-12-14 11:53,11:53,EST,NW  14  G 33,10,Fair,CLR,30,5,34,20,,30.11,1019.9,0,0,0,2025-12-17,12,2025,11,KCHO,0,0.03,0.04,0.04,14
2025-12-14,14,2025-12-14 12:53,12:53,EST,NW  9,10,Fair,CLR,30.9,3.9,31,24,,30.11,1019.9,0,0,0,2025-12-17,12,2025,12,KCHO,0,0,0.04,0.04,9
2025-12-14,14,2025-12-14 13:53,13:53,EST,Calm,10,Fair,CLR,28.9,-0.9,27,,,30.13,1020.7,0,0,0,2025-12-17,12,2025,13,KCHO,0,0,0.04,0.04,0
2025-12-14,14,2025-12-14 14:53,14:53,EST,NW  12  G 25,10,Mostly Cloudy,BKN070,27,-2.9,27,17,,30.16,1021.8,0,0,0,2025-12-17,12,2025,14,KCHO,0,0,0.04,0.04,12
2025-12-14,14,2025-12-14 15:53,15:53,EST,NW  17  G 29,10,Partly Cloudy,SCT060,24.1,-2.9,30,11,,30.22,1023.7,0,0,0,2025-12-17,12,2025,15,KCHO,0,0,0.04,0.04,17
2025-12-14,14,2025-12-14 16:53,16:53,EST,NW  15  G 30,10,Mostly Cloudy,SCT050 BKN060,19.9,-4,34,7,,30.28,1026,0,0,0,2025-12-17,12,2025,16,KCHO,0,0,0.04,0.04,15
2025-12-14,14,2025-12-14 17:53,17:53,EST,N  14  G 24,10,Mostly Cloudy,BKN060,18,-7.1,32,5,,30.34,1027.9,0,0,0,2025-12-17,12,2025,17,KCHO,0,0,0.03,0.04,14
2025-12-14,14,2025-12-14 18:53,18:53,EST,NW  13  G 28,10,A Few Clouds,FEW055,17.1,-6,35,5,,30.38,1029.3,0,0,0,2025-12-17,12,2025,18,KCHO,0,0,0,0.04,13
2025-12-14,14,2025-12-14 19:53,19:53,EST,NW  13  G 22,10,Fair,CLR,17.1,-5.1,37,5,,30.39,1029.7,0,0,0,2025-12-17,12,2025,19,KCHO,0,0,0,0.04,13
2025-12-14,14,2025-12-14 20:53,20:53,EST,NW  9  G 23,10,Fair,CLR,16,-6,37,5,,30.4,1030.1,0,0,0,2025-12-17,12,2025,20,KCHO,0,0,0,0.04,9
2025-12-14,14,2025-12-14 21:53,21:53,EST,NW  8  G 22,10,Fair,CLR,16,-5.1,38,6,,30.41,1030.4,0,0,0,2025-12-17,12,2025,21,KCHO,0,0,0,0.04,8
2025-12-14,14,2025-12-14 22:53,22:53,EST,N  8,10,Fair,CLR,16,-5.1,38,6,,30.39,1030,0,0,0,2025-12-17,12,2025,22,KCHO,0,0,0,0.04,8
2025-12-14,14,2025-12-14 23:53,23:53,EST,NW  10  G 18,10,Fair,CLR,16,-5.1,38,5,,30.39,1029.7,0,0,0,2025-12-17,12,2025,23,KCHO,0,0,0,0.04,10
2025-12-15,15,2025-12-15 0:53,0:53,EST,NW  13  G 24,10,Fair,CLR,16,-4,41,3,,30.35,1028.4,0,0,0,2025-12-18,12,2025,0,KCHO,0,0,0,0.04,13
2025-12-15,15,2025-12-15 1:53,1:53,EST,NW  3,10,Fair,CLR,15.1,-2.9,44,,,30.38,1029.4,0,0,0,2025-12-18,12,2025,1,KCHO,0,0,0,0.04,3
2025-12-15,15,2025-12-15 2:53,2:53,EST,Calm,10,Fair,CLR,14,-2.9,47,,,30.39,1030.1,0,0,0,2025-12-18,12,2025,2,KCHO,0,0,0,0.04,0
2025-12-15,15,2025-12-15 3:53,3:53,EST,NW  12  G 23,10,Fair,CLR,17.1,-0.9,45,5,,30.4,1030.3,0,0,0,2025-12-18,12,2025,3,KCHO,0,0,0,0.04,12
2025-12-15,15,2025-12-15 4:53,4:53,EST,Vrbl  6,10,Fair,CLR,17.1,-0.9,45,10,,30.4,1030.3,0,0,0,2025-12-18,12,2025,4,KCHO,0,0,0,0.04,6
2025-12-15,15,2025-12-15 5:53,5:53,EST,Vrbl  3,10,Fair,CLR,17.1,0,47,,,30.41,1030.6,0,0,0,2025-12-18,12,2025,5,KCHO,0,0,0,0.03,3
2025-12-15,15,2025-12-15 6:53,6:53,EST,NW  13  G 21,10,Fair,CLR,16,0,49,3,,30.45,1031.9,0,0,0,2025-12-18,12,2025,6,KCHO,0,0,0,0,13
2025-12-15,15,2025-12-15 7:53,7:53,EST,N  3,10,Fair,CLR,18,0,45,,,30.45,1032.2,0,0,0,2025-12-18,12,2025,7,KCHO,0,0,0,0,3
2025-12-15,15,2025-12-15 8:53,8:53,EST,Vrbl  5,10,Fair,CLR,19,1,45,13,,30.45,1032,0,0,0,2025-12-18,12,2025,8,KCHO,0,0,0,0,5
2025-12-15,15,2025-12-15 9:53,9:53,EST,SW  5,10,Fair,CLR,23,1.9,40,18,,30.45,1031.8,0,0,0,2025-12-18,12,2025,9,KCHO,0,0,0,0,5
2025-12-15,15,2025-12-15 10:53,10:53,EST,W  6,10,Fair,CLR,25,1,35,19,,30.44,1031.6,0,0,0,2025-12-18,12,2025,10,KCHO,0,0,0,0,6
2025-12-15,15,2025-12-15 11:53,11:53,EST,SW  7,10,Fair,CLR,25,1.9,37,18,,30.41,1030.4,0,0,0,2025-12-18,12,2025,11,KCHO,0,0,0,0,7
2025-12-15,15,2025-12-15 12:53,12:53,EST,Vrbl  7,10,Fair,CLR,28.9,1,30,23,,30.38,1029.4,0,0,0,2025-12-18,12,2025,12,KCHO,0,0,0,0,7
2025-12-15,15,2025-12-15 13:53,13:53,EST,Calm,10,Mostly Cloudy,BKN120,32,1.9,27,,,30.34,1028.1,0,0,0,2025-12-18,12,2025,13,KCHO,0,0,0,0,0
2025-12-15,15,2025-12-15 14:53,14:53,EST,S  5,10,Mostly Cloudy,BKN110,32,3,29,28,,30.31,1027,0,0,0,2025-12-18,12,2025,14,KCHO,0,0,0,0,5
2025-12-15,15,2025-12-15 15:53,15:53,EST,SW  5,10,Fair,CLR,33.1,1,25,29,,30.3,1026.7,0,0,0,2025-12-18,12,2025,15,KCHO,0,0,0,0,5
2025-12-15,15,2025-12-15 16:53,16:53,EST,S  6,10,Fair,CLR,30,3,31,25,,30.29,1026.3,0,0,0,2025-12-18,12,2025,16,KCHO,0,0,0,0,6
2025-12-15,15,2025-12-15 17:53,17:53,EST,S  7,10,Fair,CLR,28,3.9,35,22,,30.28,1026,0,0,0,2025-12-18,12,2025,17,KCHO,0,0,0,0,7
2025-12-15,15,2025-12-15 18:53,18:53,EST,S  7,10,Fair,CLR,25,3.9,40,18,,30.27,1025.9,0,0,0,2025-12-18,12,2025,18,KCHO,0,0,0,0,7
2025-12-15,15,2025-12-15 19:53,19:53,EST,S  8,10,Fair,CLR,25,3.9,40,17,,30.26,1025.3,0,0,0,2025-12-18,12,2025,19,KCHO,0,0,0,0,8
2025-12-15,15,2025-12-15 20:53,20:53,EST,S  6,10,Fair,CLR,25,3.9,40,19,,30.24,1024.7,0,0,0,2025-12-18,12,2025,20,KCHO,0,0,0,0,6
2025-12-15,15,2025-12-15 21:53,21:53,EST,S  9,10,Fair,CLR,25,5,42,16,,30.22,1024.1,0,0,0,2025-12-18,12,2025,21,KCHO,0,0,0,0,9
2025-12-15,15,2025-12-15 22:53,22:53,EST,S  7,10,Fair,CLR,24.1,5,44,17,,30.21,1023.5,0,0,0,2025-12-18,12,2025,22,KCHO,0,0,0,0,7
2025-12-15,15,2025-12-15 23:53,23:53,EST,S  8,10,Fair,CLR,25,5,42,17,,30.18,1022.8,0,0,0,2025-12-18,12,2025,23,KCHO,0,0,0,0,8
2025-12-16,16,2025-12-16 0:53,0:53,EST,S  5,10,Fair,CLR,21,6.1,52,15,,30.17,1022.2,0,0,0,2025-12-19,12,2025,0,KCHO,0,0,0,0,5
2025-12-16,16,2025-12-16 1:53,1:53,EST,SW  7,10,Fair,CLR,25,5,42,18,,30.15,1021.5,0,0,0,2025-12-19,12,2025,1,KCHO,0,0,0,0,7
2025-12-16,16,2025-12-16 2:53,2:53,EST,E  5,10,Fair,CLR,23,6.1,48,18,,30.16,1022,0,0,0,2025-12-19,12,2025,2,KCHO,0,0,0,0,5
2025-12-16,16,2025-12-16 3:53,3:53,EST,Calm,10,Fair,CLR,23,5,46,,,30.16,1021.7,0,0,0,2025-12-19,12,2025,3,KCHO,0,0,0,0,0
2025-12-16,16,2025-12-16 4:53,4:53,EST,N  3,10,Fair,CLR,19.9,9,62,,,30.16,1022,0,0,0,2025-12-19,12,2025,4,KCHO,0,0,0,0,3
2025-12-16,16,2025-12-16 5:53,5:53,EST,Calm,10,Fair,CLR,21.9,6.1,50,,,30.18,1022.7,0,0,0,2025-12-19,12,2025,5,KCHO,0,0,0,0,0
2025-12-16,16,2025-12-16 6:53,6:53,EST,Calm,10,Fair,CLR,18,8.1,65,,,30.18,1022.8,0,0,0,2025-12-19,12,2025,6,KCHO,0,0,0,0,0
2025-12-16,16,2025-12-16 7:53,7:53,EST,Calm,10,Fair,CLR,19,8.1,62,,,30.21,1023.7,0,0,0,2025-12-19,12,2025,7,KCHO,0,0,0,0,0
2025-12-16,16,2025-12-16 8:53,8:53,EST,Calm,10,Fair,CLR,25,9,50,,,30.23,1024.3,0,0,0,2025-12-19,12,2025,8,KCHO,0,0,0,0,0
2025-12-16,16,2025-12-16 9:53,9:53,EST,Calm,10,Fair,CLR,30,9,41,,,30.23,1024.3,0,0,0,2025-12-19,12,2025,9,KCHO,0,0,0,0,0
2025-12-16,16,2025-12-16 10:53,10:53,EST,NE  3,10,Fair,CLR,35.1,10,35,,,30.22,1024,0,0,0,2025-12-19,12,2025,10,KCHO,0,0,0,0,3
2025-12-16,16,2025-12-16 11:53,11:53,EST,Calm,10,Fair,CLR,39,8.1,28,,,30.2,1023.1,0,0,0,2025-12-19,12,2025,11,KCHO,0,0,0,0,0
2025-12-16,16,2025-12-16 12:53,12:53,EST,Vrbl  5,10,Fair,CLR,42.1,6.1,22,40,,30.18,1022.4,0,0,0,2025-12-19,12,2025,12,KCHO,0,0,0,0,5
2025-12-16,16,2025-12-16 13:53,13:53,EST,S  9,10,Fair,CLR,43,7,22,38,,30.16,1021.6,0,0,0,2025-12-19,12,2025,13,KCHO,0,0,0,0,9
2025-12-16,16,2025-12-16 14:53,14:53,EST,S  7,10,Fair,CLR,44.1,9,24,41,,30.15,1021.3,0,0,0,2025-12-19,12,2025,14,KCHO,0,0,0,0,7
2025-12-16,16,2025-12-16 15:53,15:53,EST,S  6,10,Fair,CLR,43,9,25,40,,30.15,1021.5,0,0,0,2025-12-19,12,2025,15,KCHO,0,0,0,0,6
2025-12-16,16,2025-12-16 16:53,16:53,EST,SE  3,10,Fair,CLR,39.9,9,28,,,30.15,1021.5,0,0,0,2025-12-19,12,2025,16,KCHO,0,0,0,0,3
2025-12-16,16,2025-12-16 17:53,17:53,EST,Calm,10,Fair,CLR,39,8.1,28,,,30.15,1021.6,0,0,0,2025-12-19,12,2025,17,KCHO,0,0,0,0,0
2025-12-16,16,2025-12-16 18:53,18:53,EST,Calm,10,Fair,CLR,36,8.1,31,,,30.15,1021.6,0,0,0,2025-12-19,12,2025,18,KCHO,0,0,0,0,0
2025-12-16,16,2025-12-16 19:53,19:53,EST,SW  3,10,Fair,CLR,32,8.1,36,,,30.15,1021.4,0,0,0,2025-12-19,12,2025,19,KCHO,0,0,0,0,3
2025-12-16,16,2025-12-16 20:53,20:53,EST,W  3,10,Fair,CLR,30.9,9,40,,,30.14,1021.2,0,0,0,2025-12-19,12,2025,20,KCHO,0,0,0,0,3
2025-12-16,16,2025-12-16 21:53,21:53,EST,W  3,10,Fair,CLR,30,10.9,45,,,30.14,1021,0,0,0,2025-12-19,12,2025,21,KCHO,0,0,0,0,3
2025-12-16,16,2025-12-16 22:53,22:53,EST,Calm,10,Fair,CLR,27,12,53,,,30.12,1020.5,0,0,0,2025-12-19,12,2025,22,KCHO,0,0,0,0,0
2025-12-16,16,2025-12-16 23:53,23:53,EST,NW  3,10,Fair,CLR,28,12.9,53,,,30.1,1019.5,0,0,0,2025-12-19,12,2025,23,KCHO,0,0,0,0,3
2025-12-17,17,2025-12-17 0:53,0:53,EST,W  5,10,Fair,CLR,27,12,53,22,,30.08,1019,0,0,0,2025-12-20,12,2025,0,KCHO,0,0,0,0,5
2025-12-17,17,2025-12-17 1:53,1:53,EST,Calm,10,Fair,CLR,25,12.9,60,,,30.07,1018.5,0,0,0,2025-12-20,12,2025,1,KCHO,0,0,0,0,0
2025-12-17,17,2025-12-17 2:53,2:53,EST,Calm,10,Mostly Cloudy,BKN046,27,14,58,,,30.06,1018.3,0,0,0,2025-12-20,12,2025,2,KCHO,0,0,0,0,0
2025-12-17,17,2025-12-17 3:53,3:53,EST,SW  8,10,Fair,CLR,30,16,56,23,,30.04,1017.4,0,0,0,2025-12-20,12,2025,3,KCHO,0,0,0,0,8
2025-12-17,17,2025-12-17 4:53,4:53,EST,SW  8,10,Fair,CLR,30,18,61,23,,30.01,1016.7,0,0,0,2025-12-20,12,2025,4,KCHO,0,0,0,0,8
2025-12-17,17,2025-12-17 5:53,5:53,EST,SW  7,10,Fair,CLR,33.1,21.9,64,28,,30.02,1016.9,0,0,0,2025-12-20,12,2025,5,KCHO,0,0,0,0,7
2025-12-17,17,2025-12-17 6:53,6:53,EST,SW  7,10,Fair,CLR,35.1,25,67,30,,30.02,1016.7,0,0,0,2025-12-20,12,2025,6,KCHO,0,0,0,0,7
2025-12-17,17,2025-12-17 7:53,7:53,EST,SW  6,10,Fair,CLR,39,27,62,35,,30.01,1016.5,0,0,0,2025-12-20,12,2025,7,KCHO,0,0,0,0,6
2025-12-17,17,2025-12-17 8:53,8:53,EST,S  10,10,Fair,CLR,41,28,60,35,,30.01,1016.5,0,0,0,2025-12-20,12,2025,8,KCHO,0,0,0,0,10
2025-12-17,17,2025-12-17 9:53,9:53,EST,S  13,10,Fair,CLR,46,28.9,51,41,,30.01,1016.5,0,0,0,2025-12-20,12,2025,9,KCHO,0,0,0,0,13
