student_id,gender,college,level,Fall,Spring,Fall_Spring_Change
2020-121,F,STM,Se,17.88,5.01,-12.87
2020-122,F,STC,Se,101.28,88.19,-13.090000000000003
2020-123,F,STL,Se,84.94,130.35,45.41
2020-124,F,STB,Se,64.63,73.01,8.38000000000001
2020-125,F,STC,Se,85.14,103.25,18.11
2020-126,F,STC,Se,81.6,121.27,39.67
2020-127,F,STM,Se,85.89,98.16,12.269999999999996
2020-128,F,STB,Se,81.86,80.76,-1.0999999999999943
2020-129,F,STM,Se,126.74,194.45,67.71
2020-130,F,STM,Se,100.27,120.51,20.24000000000001
2020-131,F,STM,Se,74.58,90.53,15.950000000000003
2020-132,F,STC,Se,98.48,124.95,26.47
2020-133,F,STL,Se,78.13,87.46,9.329999999999998
2020-134,F,STB,Se,76.11,109.36,33.25
2020-135,F,STC,Se,86.99,134.98,47.989999999999995
2020-136,F,STM,Se,89.6,88.68,-0.9199999999999875
2020-137,F,STC,Se,103.26,96.37,-6.890000000000001
2020-138,F,STB,Se,110.93,121.91,10.97999999999999
2020-139,F,STM,Se,84.02,101.02,17.0
2020-140,F,STL,Se,75.82,83.33,7.510000000000005
2020-141,F,STC,Se,88.96,122.49,33.53
2020-142,F,STL,Se,5.3,-9.21,-14.510000000000002
2020-143,F,STC,Se,66.17,93.75,27.58
2020-144,F,STB,Se,93.83,46.0,-47.83
2020-145,F,STC,Se,80.27,66.21,-14.060000000000002
2020-146,F,STB,Se,54.51,82.92,28.410000000000004
2020-147,F,STM,Se,8.56,48.77,40.21
2020-148,F,STM,Se,102.46,105.59,3.1300000000000097
2020-149,F,STM,Se,93.38,84.11,-9.269999999999996
2020-150,F,STC,Se,72.17,58.62,-13.550000000000004
2020-151,F,STL,Se,76.8,91.62,14.820000000000007
2020-152,F,STC,Se,85.42,88.18,2.760000000000005
2020-153,F,STC,Se,72.57,98.72,26.150000000000006
2020-154,F,STM,Se,75.17,139.6,64.42999999999999
2020-155,F,STB,Se,21.54,83.05,61.51
2020-156,F,STC,Se,102.05,43.72,-58.33
2020-157,F,STM,Se,94.31,124.85,30.539999999999992
2020-158,F,STC,Se,54.06,35.55,-18.510000000000005
2020-159,F,STC,Se,106.69,113.37,6.680000000000007
2020-160,F,STM,Se,29.56,48.96,19.400000000000002
2020-161,F,STM,Se,96.17,102.54,6.3700000000000045
2020-162,F,STM,Se,119.23,125.8,6.569999999999993
2020-163,F,STC,Se,81.0,73.57,-7.430000000000007
2020-164,F,STB,Se,65.17,86.71,21.539999999999992
2020-165,F,STM,Se,76.03,109.3,33.269999999999996
2020-166,F,STM,Se,54.87,69.65,14.780000000000008
2020-167,F,STC,Se,55.95,83.94,27.989999999999995
2020-168,F,STB,Se,115.36,152.63,37.269999999999996
2020-169,F,STM,Se,83.7,48.31,-35.39
2020-170,F,STC,Se,112.74,107.96,-4.780000000000001
2020-171,F,STB,Se,56.16,87.36,31.200000000000003
2020-172,F,STC,Se,110.38,156.78,46.400000000000006
2020-173,F,STB,Se,96.08,78.41,-17.67
2020-174,F,STC,Se,143.5,153.25,9.75
2020-175,F,STB,Se,97.72,108.52,10.799999999999997
2020-176,F,STM,Se,134.18,125.94,-8.240000000000009
2020-177,F,STM,Se,68.53,70.63,2.0999999999999943
2020-178,F,STM,Se,117.61,147.42,29.809999999999988
2020-179,F,STL,Se,84.41,104.66,20.25
2020-180,F,STC,Se,73.65,89.89,16.239999999999995
2020-181,F,STM,Se,56.69,76.87,20.180000000000007
2020-182,F,STC,Se,81.04,96.65,15.61
2020-183,F,STC,Se,82.58,75.93,-6.6499999999999915
2020-184,F,STM,Se,67.73,103.98,36.25
2020-185,F,STM,Se,40.04,49.85,9.810000000000002
2020-186,F,STM,Se,28.63,65.41,36.78
2020-187,F,STC,Se,94.47,125.67,31.200000000000003
2020-188,F,STB,Se,58.0,70.1,12.099999999999994
2020-189,F,STM,Se,112.06,152.53,40.47
2020-190,F,STB,Se,43.93,110.95,67.02000000000001
2020-191,F,STM,Se,98.57,93.85,-4.719999999999999
2020-192,F,STB,Se,65.66,81.59,15.930000000000007
2020-193,F,STM,Se,62.29,19.97,-42.32
2020-194,F,STM,Se,84.16,80.98,-3.1799999999999926
2020-195,F,STM,Se,75.95,87.19,11.239999999999995
2020-196,F,STB,Se,64.89,60.5,-4.390000000000001
2020-197,F,STL,Se,100.43,106.25,5.819999999999993
2020-198,F,STC,Se,63.27,71.99,8.719999999999992
2020-199,F,STM,Se,109.85,145.79,35.94
2020-200,F,STC,Se,94.47,85.71,-8.760000000000005
2020-201,F,STM,Se,54.23,64.83,10.600000000000001
2020-202,F,STB,Se,75.29,52.72,-22.570000000000007
2020-203,F,STM,Se,63.52,82.69,19.169999999999995
2020-204,F,STM,Se,70.19,81.2,11.010000000000005
2020-205,F,STM,Se,115.09,196.79,81.69999999999999
2020-206,F,STC,Se,84.2,78.52,-5.680000000000007
2020-207,F,STC,Se,67.53,69.11,1.5799999999999983
2020-208,F,STL,Se,74.22,125.13,50.91
2020-209,F,STC,Se,73.3,104.88,31.58
2020-210,F,STB,Se,65.18,49.47,-15.710000000000008
2020-211,F,STC,Se,10.48,-26.69,-37.17
2020-212,F,STM,Se,90.89,121.19,30.299999999999997
2020-213,F,STB,Se,88.74,77.92,-10.819999999999993
2020-214,F,STL,Se,118.05,131.18,13.13000000000001
2020-215,F,STM,Se,122.74,170.68,47.94000000000001
2020-216,F,STB,Se,29.42,7.87,-21.55
2020-217,F,STL,Se,20.25,-1.14,-21.39
2020-218,F,STL,Se,37.16,52.7,15.540000000000006
2020-219,F,STM,Se,63.18,61.94,-1.240000000000002
2020-220,F,STC,Se,102.9,151.97,49.06999999999999
2020-221,F,STM,Se,107.78,121.63,13.849999999999994
2020-222,F,STC,Se,136.17,165.45,29.28
2020-223,F,STL,Se,46.9,21.09,-25.81
2020-224,F,STM,Se,43.14,52.16,9.019999999999996
2020-225,F,STC,Se,87.33,61.2,-26.129999999999995
2020-226,F,STC,Se,43.03,57.58,14.549999999999997
2020-227,F,STC,Se,85.79,112.02,26.22999999999999
2020-228,F,STL,Se,60.11,50.44,-9.670000000000002
2020-229,F,STC,Se,133.16,153.59,20.430000000000007
2020-230,F,STB,Se,110.73,120.34,9.61
2020-231,F,STC,Se,62.71,45.28,-17.43
2020-232,F,STM,Se,108.91,150.95,42.03999999999999
2020-233,F,STB,Se,81.09,82.43,1.3400000000000034
2020-234,F,STB,Se,64.17,92.3,28.129999999999995
2020-235,F,STM,Se,44.02,88.81,44.79
2020-236,F,STB,Se,81.7,61.15,-20.550000000000004
2020-237,F,STM,Se,117.02,173.91,56.89
2020-238,F,STB,Se,75.16,91.66,16.5
2020-239,F,STB,Se,72.62,108.01,35.39
2020-240,F,STC,Se,121.41,135.73,14.319999999999993
2020-241,F,STC,Se,24.45,38.77,14.320000000000004
2020-242,F,STM,Se,105.44,66.23,-39.209999999999994
2020-243,F,STC,Se,39.25,31.32,-7.93
2020-244,F,STB,Se,41.27,57.67,16.4
2020-245,F,STC,Se,105.75,102.37,-3.3799999999999955
2020-246,F,STM,Se,46.79,63.06,16.270000000000003
2020-247,F,STM,Se,57.67,34.7,-22.97
2020-248,F,STB,Se,76.08,79.18,3.1000000000000085
2020-249,F,STB,Se,53.4,42.59,-10.809999999999995
2020-250,F,STB,Se,63.92,56.79,-7.130000000000003
2020-251,F,STM,Se,94.13,125.27,31.14
2020-252,F,STM,Se,85.54,129.98,44.43999999999998
2020-253,F,STC,Se,105.32,97.95,-7.36999999999999
2020-254,F,STM,Se,75.29,66.42,-8.870000000000005
2020-255,F,STC,Se,66.49,85.93,19.440000000000012
2020-256,F,STB,Se,120.71,143.81,23.10000000000001
2020-257,F,STC,Se,101.24,94.13,-7.109999999999999
2020-258,F,STL,Se,104.55,122.31,17.760000000000005
2020-259,F,STL,Se,82.17,87.61,5.439999999999998
2020-260,F,STC,Se,126.84,159.69,32.849999999999994
2020-261,F,STC,Se,130.82,115.74,-15.079999999999998
2020-262,F,STC,Se,69.85,120.16,50.31
2020-263,F,STM,Se,101.04,154.61,53.57000000000001
2020-264,F,STL,Se,92.25,144.53,52.28
2020-265,F,STM,Se,75.23,69.94,-5.290000000000006
2020-266,F,STL,Se,74.45,62.29,-12.160000000000004
2020-267,F,STM,Se,43.11,87.26,44.150000000000006
2020-268,F,STM,Se,100.27,132.77,32.500000000000014
2020-269,F,STC,Se,63.52,67.83,4.309999999999995
2020-270,F,STB,Se,110.46,140.15,29.690000000000012
2020-271,F,STB,Se,119.01,107.67,-11.340000000000003
2020-272,F,STC,Se,110.38,93.36,-17.019999999999996
2020-273,F,STB,Se,52.43,52.99,0.5600000000000023
2020-274,F,STM,Se,84.37,41.37,-43.00000000000001
2020-275,F,STC,Se,81.83,122.6,40.769999999999996
2020-276,F,STC,Se,92.94,133.07,40.129999999999995
2020-277,F,STM,Se,79.8,128.92,49.11999999999999
2020-278,F,STB,Se,102.35,144.98,42.629999999999995
2020-279,F,STB,Se,59.71,92.59,32.88
2020-280,F,STM,Se,109.18,146.23,37.04999999999998
2020-281,F,STC,Se,60.44,93.3,32.86
2020-282,F,STC,Se,67.39,85.71,18.319999999999993
2020-283,F,STB,Se,31.87,19.64,-12.23
2020-284,F,STB,Se,106.63,94.29,-12.33999999999999
2020-285,F,STC,Se,113.55,109.77,-3.780000000000001
2020-286,F,STB,Se,95.99,98.65,2.660000000000011
2020-287,F,STL,Se,78.6,52.83,-25.769999999999996
2020-288,F,STM,Se,96.93,76.01,-20.92
2020-289,F,STC,Se,93.25,86.94,-6.310000000000002
2020-290,F,STL,Se,43.34,21.01,-22.330000000000002
2020-291,F,STB,Se,101.77,81.9,-19.86999999999999
2020-292,F,STB,Se,101.52,65.82,-35.7
2020-293,F,STM,Se,118.15,155.43,37.28
2020-294,F,STM,Se,103.28,168.01,64.72999999999999
2020-295,F,STM,Se,95.57,90.92,-4.6499999999999915
2020-296,F,STL,Se,85.68,92.58,6.8999999999999915
2020-297,F,STM,Se,100.86,157.04,56.17999999999999
2020-298,F,STB,Se,98.24,70.69,-27.549999999999997
2020-299,F,STC,Se,116.39,89.7,-26.689999999999998
2020-300,F,STM,Se,77.38,137.2,59.81999999999999
2020-301,F,STM,Se,87.89,71.58,-16.310000000000002
2020-302,F,STC,Se,25.26,44.35,19.09
2020-303,F,STM,Se,64.76,104.13,39.36999999999999
2020-304,F,STM,Se,90.33,155.07,64.74
2020-305,F,STM,Se,47.46,66.74,19.279999999999994
2020-306,F,STL,Se,92.36,108.75,16.39
2020-307,F,STL,Se,82.64,66.41,-16.230000000000004
2020-308,F,STC,Se,115.62,110.83,-4.790000000000006
2020-309,F,STM,Se,88.0,92.37,4.3700000000000045
2020-310,F,STL,Se,39.71,48.93,9.219999999999999
2020-311,F,STC,Se,93.03,102.63,9.599999999999994
2020-312,F,STL,Se,84.08,107.57,23.489999999999995
2020-313,F,STB,Se,113.33,125.48,12.150000000000006
2020-314,F,STL,Se,59.33,98.64,39.31
2020-315,F,STL,Se,86.58,62.47,-24.11
2020-316,F,STM,Se,104.13,127.25,23.120000000000005
2020-317,F,STC,Se,47.27,9.58,-37.690000000000005
2020-318,F,STL,Se,95.22,102.42,7.200000000000003
2020-319,F,STM,Se,112.9,149.61,36.71000000000001
2020-320,F,STB,Se,64.76,91.81,27.049999999999997
2020-321,F,STL,Se,51.22,62.84,11.620000000000005
2020-322,F,STB,Se,115.63,89.27,-26.36
2020-323,F,STL,Se,148.03,190.66,42.629999999999995
2020-324,F,STM,Se,67.24,99.66,32.42
2020-325,F,STB,Se,126.01,122.4,-3.6099999999999994
2020-326,F,STB,Se,81.99,100.72,18.730000000000004
2020-327,F,STC,Se,84.7,41.79,-42.910000000000004
2020-328,F,STC,Se,55.27,67.83,12.559999999999995
2020-329,F,STC,Se,53.15,65.62,12.470000000000006
2020-330,F,STM,Se,98.05,139.24,41.19000000000001
2020-331,F,STB,Se,56.36,58.19,1.8299999999999983
2020-332,F,STB,Se,77.79,103.7,25.909999999999997
2020-333,F,STB,Se,53.23,74.15,20.92000000000001
2020-334,F,STB,Se,42.05,-0.14,-42.19
2020-335,F,STM,Se,61.02,92.03,31.009999999999998
2020-336,F,STB,Se,85.42,105.71,20.289999999999992
2020-337,F,STM,Se,44.23,33.12,-11.11
2020-338,F,STC,Se,79.38,100.18,20.80000000000001
2020-339,F,STM,Se,109.02,171.57,62.55
2020-340,F,STB,Se,22.41,1.43,-20.98
2020-341,F,STL,Se,86.18,55.39,-30.790000000000006
2020-342,F,STL,Se,69.78,114.76,44.980000000000004
2020-343,F,STM,Se,107.43,121.55,14.11999999999999
2020-344,F,STB,Se,66.58,99.5,32.92
2020-345,F,STM,Se,76.97,75.82,-1.1500000000000057
2020-346,F,STC,Se,113.75,119.66,5.909999999999997
2020-347,F,STC,Se,63.21,40.54,-22.67
2020-348,F,STL,Se,88.08,93.49,5.409999999999997
2020-349,F,STB,Se,45.19,27.76,-17.429999999999996
2020-350,F,STB,Se,96.8,76.97,-19.83
2020-351,F,STL,Se,93.17,109.02,15.849999999999994
2020-352,F,STB,Se,106.78,84.06,-22.72
2020-353,F,STM,Se,77.85,122.14,44.290000000000006
2020-354,F,STM,Se,82.04,104.26,22.22
2020-355,F,STC,Se,91.72,140.38,48.66
2020-356,F,STM,Se,76.85,75.75,-1.0999999999999943
2020-357,F,STL,Se,95.3,104.99,9.689999999999998
2020-358,F,STM,Se,41.57,102.42,60.85
2020-359,F,STB,Se,107.07,79.63,-27.439999999999998
2020-360,F,STC,Se,84.8,109.0,24.200000000000003
2020-361,F,STC,Se,58.39,80.03,21.64
2020-362,F,STC,Se,92.37,56.93,-35.440000000000005
2020-363,F,STC,Se,81.82,103.17,21.35000000000001
2020-364,F,STC,Se,30.44,15.71,-14.73
2020-365,F,STM,Se,85.79,127.37,41.58
2020-366,F,STC,Se,85.57,98.08,12.510000000000005
2020-367,F,STL,Se,149.14,170.69,21.55000000000001
2020-368,F,STM,Se,87.1,118.18,31.080000000000013
2020-369,F,STC,Se,100.56,146.99,46.43000000000001
2020-370,F,STB,Se,81.2,71.26,-9.939999999999998
2020-371,F,STM,Se,45.17,80.1,34.92999999999999
2020-372,F,STC,Se,125.79,115.25,-10.540000000000006
2020-373,F,STB,Se,70.47,54.27,-16.199999999999996
2020-374,F,STC,Se,87.18,92.79,5.609999999999999
2020-375,F,STC,Se,113.75,97.61,-16.14
2020-376,F,STC,Se,48.94,40.91,-8.030000000000001
2020-377,F,STC,Se,155.91,198.91,43.0
2020-378,F,STL,Se,84.35,133.66,49.31
2020-379,F,STL,Se,98.33,76.68,-21.64999999999999
2020-380,F,STM,Se,103.07,118.5,15.430000000000007
2020-381,F,STB,Se,68.77,91.61,22.840000000000003
2020-382,F,STB,Se,85.69,81.96,-3.730000000000004
2020-383,F,STM,Se,56.44,101.45,45.010000000000005
2020-384,F,STC,Se,133.33,146.83,13.5
2020-385,F,STC,Se,56.15,89.53,33.38
2020-386,F,STC,Se,21.77,43.01,21.24
2020-387,F,STC,Se,32.92,23.24,-9.680000000000003
2020-388,F,STB,Se,82.06,100.92,18.86
2020-389,F,STC,Se,107.23,112.03,4.799999999999997
2020-390,F,STC,Se,58.95,60.23,1.279999999999994
2020-391,F,STB,Se,50.37,47.13,-3.239999999999995
2020-392,F,STL,Se,116.64,126.39,9.75
2020-393,F,STB,Se,101.36,112.34,10.980000000000004
2020-394,F,STM,Se,69.11,99.78,30.67
2020-395,F,STC,Se,94.8,108.27,13.469999999999999
2020-396,F,STM,Se,73.82,142.31,68.49000000000001
2020-397,F,STM,Se,112.16,114.59,2.430000000000007
2020-398,F,STC,Se,67.66,95.91,28.25
2020-399,F,STL,Se,85.19,130.83,45.640000000000015
2020-400,F,STL,Se,60.27,54.47,-5.800000000000004
2020-401,F,STC,Se,151.2,152.91,1.710000000000008
2020-402,F,STL,Se,136.27,76.65,-59.620000000000005
2020-403,F,STB,Se,82.11,119.47,37.36
2020-404,F,STB,Se,72.2,132.31,60.11
2020-405,F,STM,Se,88.96,109.34,20.38000000000001
2020-406,F,STC,Se,102.38,119.68,17.30000000000001
2020-407,F,STM,Se,92.33,122.61,30.28
2020-408,F,STL,Se,76.14,80.29,4.150000000000006
2020-409,F,STC,Se,132.38,156.75,24.370000000000005
2020-410,F,STL,Se,91.83,112.6,20.769999999999996
2020-411,F,STB,Se,93.21,117.59,24.38000000000001
2020-412,F,STC,Se,65.34,76.7,11.36
2020-413,F,STM,Se,75.93,83.29,7.359999999999999
2020-414,F,STB,Se,105.3,100.11,-5.189999999999998
2020-415,F,STB,Se,62.08,104.53,42.45
2020-416,F,STC,Se,97.68,95.59,-2.0900000000000034
2020-417,F,STB,Se,88.38,107.25,18.870000000000005
2020-418,F,STM,Se,88.84,112.51,23.67
2020-419,F,STM,Se,54.59,68.81,14.219999999999999
2020-420,F,STC,Se,84.26,106.98,22.72
2020-421,F,STB,Se,73.41,105.07,31.659999999999997
2020-422,F,STB,Se,55.97,49.5,-6.469999999999999
2020-423,F,STC,Se,34.01,43.52,9.510000000000005
2020-424,F,STB,Se,66.48,15.19,-51.290000000000006
2020-425,F,STM,Se,53.23,23.64,-29.589999999999996
2020-426,F,STB,Se,69.3,35.89,-33.41
2020-427,F,STM,Se,66.43,50.12,-16.31000000000001
2020-428,F,STL,Se,97.55,132.08,34.530000000000015
2020-429,F,STC,Se,70.83,103.57,32.739999999999995
2020-430,F,STM,Se,92.54,112.67,20.129999999999995
2020-431,F,STC,Se,65.42,79.47,14.049999999999997
2020-432,F,STL,Se,73.99,99.58,25.590000000000003
2020-433,F,STL,Se,41.48,63.31,21.830000000000005
2020-434,F,STB,Se,88.99,62.26,-26.729999999999997
2020-435,F,STM,Se,78.71,96.63,17.92
2020-436,F,STM,Se,49.93,28.39,-21.54
2020-437,F,STC,Se,91.52,92.32,0.7999999999999972
2020-438,F,STC,Se,74.2,92.84,18.64
2020-439,F,STL,Se,101.74,109.31,7.570000000000007
2020-440,F,STB,Se,97.46,63.42,-34.03999999999999
2020-441,F,STM,Se,104.26,97.79,-6.469999999999999
2020-442,F,STM,Se,85.94,92.94,7.0
2020-443,F,STB,Se,91.34,60.22,-31.120000000000005
2020-444,F,STB,Se,103.29,115.7,12.409999999999997
2020-445,F,STB,Se,49.56,89.22,39.66
2020-446,F,STB,Se,48.25,22.89,-25.36
2020-447,F,STC,Se,63.89,100.8,36.91
2020-448,F,STB,Se,65.67,94.02,28.349999999999994
2020-449,F,STM,Se,95.9,105.12,9.219999999999999
2020-450,F,STC,Se,84.14,88.49,4.349999999999994
2020-451,F,STB,Se,124.04,152.64,28.59999999999998
2020-452,F,STB,Se,117.92,114.98,-2.9399999999999977
2020-453,F,STL,Se,89.58,91.34,1.7600000000000051
2020-454,F,STB,Se,76.45,82.96,6.509999999999991
2020-455,F,STM,Se,32.36,39.76,7.399999999999999
2020-456,F,STC,Se,105.01,125.93,20.92
2020-457,F,STM,Se,55.28,62.1,6.82
2020-458,F,STB,Se,61.54,80.29,18.750000000000007
2020-459,F,STC,Se,69.55,50.23,-19.32
2020-460,F,STC,Se,66.14,109.74,43.599999999999994
2020-461,F,STM,Se,99.27,121.08,21.810000000000002
2020-462,F,STL,Se,108.58,140.93,32.35000000000001
2020-463,F,STC,Se,75.26,103.01,27.75
2020-464,F,STB,Se,45.3,50.38,5.080000000000005
2020-465,F,STM,Se,102.32,131.59,29.27000000000001
2020-466,F,STC,Se,73.12,70.81,-2.3100000000000023
2020-467,F,STB,Se,70.65,82.21,11.559999999999988
2020-468,F,STC,Se,95.19,113.09,17.900000000000006
2020-469,F,STM,Se,74.35,112.52,38.17
2020-470,F,STB,Se,77.58,74.84,-2.739999999999995
2020-471,F,STC,Se,84.76,104.63,19.86999999999999
2020-472,F,STL,Se,152.95,105.73,-47.219999999999985
2020-473,F,STB,Se,53.04,60.51,7.469999999999999
2020-474,F,STL,Se,66.4,88.27,21.86999999999999
2020-475,F,STB,Se,68.29,106.74,38.44999999999999
2020-476,F,STB,Se,78.08,102.46,24.379999999999995
2020-477,F,STL,Se,95.78,122.08,26.299999999999997
2020-478,F,STB,Se,63.2,126.49,63.28999999999999
2020-479,F,STC,Se,38.6,52.0,13.399999999999999
2020-480,F,STB,Se,49.15,62.4,13.25
2020-481,F,STB,Se,86.62,110.06,23.439999999999998
2020-482,F,STM,Se,89.21,81.65,-7.559999999999988
2020-483,F,STM,Se,67.0,111.21,44.209999999999994
2020-484,F,STM,Se,69.39,42.69,-26.700000000000003
2020-485,F,STM,Se,70.78,107.64,36.86
2020-486,F,STC,Se,105.35,145.45,40.099999999999994
2020-487,F,STC,Se,94.68,81.5,-13.180000000000007
2020-488,F,STB,Se,88.93,110.53,21.599999999999994
2020-489,F,STM,Se,68.13,63.8,-4.329999999999998
2020-490,F,STC,Se,72.84,88.52,15.679999999999993
2020-491,F,STB,Se,87.35,54.62,-32.73
2020-492,F,STL,Se,102.83,96.17,-6.659999999999997
