student_id,starting_year,season,score
2020-319,2023,Fall,74
2020-320,2023,Fall,61
2020-321,2023,Fall,85
2020-322,2023,Fall,69
2020-323,2023,Fall,66
2020-324,2023,Fall,63
2020-325,2023,Fall,53
2020-326,2023,Fall,68
2020-327,2023,Fall,58
2020-328,2023,Fall,88
2020-329,2023,Fall,54
2020-330,2023,Fall,66
2020-331,2023,Fall,96
2020-332,2023,Fall,73
2020-333,2023,Fall,61
2020-334,2023,Fall,66
2020-335,2023,Fall,81
2020-336,2023,Fall,48
2020-337,2023,Fall,50
2020-338,2023,Fall,54
2020-339,2023,Fall,71
2020-340,2023,Fall,83
2020-341,2023,Fall,77
2020-342,2023,Fall,64
2020-343,2023,Fall,45
2020-344,2023,Fall,59
2020-345,2023,Fall,59
2020-346,2023,Fall,69
2020-347,2023,Fall,70
2020-348,2023,Fall,66
2020-349,2023,Fall,62
2020-350,2023,Fall,59
2020-351,2023,Fall,76
2020-352,2023,Fall,67
2020-353,2023,Fall,64
2020-354,2023,Fall,82
2020-355,2023,Fall,45
2020-356,2023,Fall,68
2020-357,2023,Fall,66
2020-358,2023,Fall,75
2020-359,2023,Fall,68
2020-360,2023,Fall,76
2020-361,2023,Fall,85
2020-362,2023,Fall,71
2020-363,2023,Fall,62
2020-364,2023,Fall,76
2020-365,2023,Fall,64
2020-366,2023,Fall,65
2020-367,2023,Fall,71
2020-368,2023,Fall,79
2020-369,2023,Fall,76
2020-370,2023,Fall,78
2020-371,2023,Fall,75
2020-372,2023,Fall,66
2020-373,2023,Fall,77
2020-374,2023,Fall,55
2020-375,2023,Fall,82
2020-376,2023,Fall,68
2020-377,2023,Fall,79
2020-378,2023,Fall,67
2020-379,2023,Fall,43
2020-380,2023,Fall,88
2020-381,2023,Fall,70
2020-382,2023,Fall,60
2020-383,2023,Fall,71
2020-384,2023,Fall,63
2020-385,2023,Fall,52
2020-386,2023,Fall,73
2020-387,2023,Fall,77
2020-388,2023,Fall,81
2020-389,2023,Fall,75
2020-390,2023,Fall,73
2020-391,2023,Fall,73
2020-392,2023,Fall,82
2020-393,2023,Fall,70
2020-394,2023,Fall,67
2020-395,2023,Fall,100
2020-396,2023,Fall,76
2020-397,2023,Fall,66
2020-398,2023,Fall,67
2020-399,2023,Fall,85
2020-400,2023,Fall,62
2020-401,2023,Fall,70
2020-402,2023,Fall,62
2020-403,2023,Fall,63
2020-404,2023,Fall,66
2020-405,2023,Fall,71
2020-406,2023,Fall,70
2020-407,2023,Fall,68
2020-408,2023,Fall,60
2020-409,2023,Fall,89
2020-410,2023,Fall,62
2020-411,2023,Fall,50
2020-412,2023,Fall,71
2020-413,2023,Fall,90
2020-414,2023,Fall,91
2020-415,2023,Fall,59
2020-416,2023,Fall,64
2020-417,2023,Fall,85
2020-418,2023,Fall,68
2020-419,2023,Fall,83
2020-420,2023,Fall,57
2020-421,2023,Fall,73
2020-422,2023,Fall,66
2020-423,2023,Fall,64
2020-424,2023,Fall,65
2020-425,2023,Fall,81
2020-426,2023,Fall,83
2020-427,2023,Fall,67
2020-428,2023,Fall,76
2020-429,2023,Fall,87
2020-430,2023,Fall,65
2020-431,2023,Fall,72
2020-432,2023,Fall,68
2020-433,2023,Fall,73
2020-434,2023,Fall,79
2020-435,2023,Fall,57
2020-436,2023,Fall,45
2020-437,2023,Fall,55
2020-438,2023,Fall,74
2020-439,2023,Fall,49
2020-440,2023,Fall,78
2020-441,2023,Fall,77
2020-442,2023,Fall,60
2020-443,2023,Fall,85
2020-444,2023,Fall,78
2020-445,2023,Fall,52
2020-446,2023,Fall,78
2020-447,2023,Fall,68
2020-448,2023,Fall,72
2020-449,2023,Fall,90
2020-450,2023,Fall,75
2020-451,2023,Fall,79
2020-452,2023,Fall,63
2020-453,2023,Fall,82
2020-454,2023,Fall,55
2020-455,2023,Fall,80
2020-456,2023,Fall,68
2020-457,2023,Fall,75
2020-458,2023,Fall,96
2020-459,2023,Fall,59
2020-460,2023,Fall,60
2020-461,2023,Fall,65
2020-462,2023,Fall,71
2020-463,2023,Fall,76
2020-464,2023,Fall,87
2020-465,2023,Fall,56
2020-466,2023,Fall,78
2020-467,2023,Fall,60
2020-468,2023,Fall,66
2020-469,2023,Fall,68
2020-470,2023,Fall,86
2020-471,2023,Fall,74
2020-472,2023,Fall,63
2020-473,2023,Fall,71
2020-474,2023,Fall,84
2020-475,2023,Fall,67
2020-476,2023,Fall,64
2020-477,2023,Fall,74
2020-478,2023,Fall,67
2020-479,2023,Fall,69
2020-480,2023,Fall,71
2020-481,2023,Fall,66
2020-482,2023,Fall,66
2020-483,2023,Fall,63
2020-484,2023,Fall,74
2020-485,2023,Fall,80
2020-486,2023,Fall,74
2020-487,2023,Fall,58
2020-488,2023,Fall,58
2020-489,2023,Fall,62
2020-490,2023,Fall,77
2020-491,2023,Fall,74
2020-492,2023,Fall,93
2020-493,2023,Fall,62
2020-494,2023,Fall,78
2020-495,2023,Fall,73
2020-496,2023,Fall,78
2020-497,2023,Fall,70
2020-498,2023,Fall,65
2020-499,2023,Fall,78
2020-500,2023,Fall,57
2020-501,2023,Fall,73
2020-502,2023,Fall,66
2020-503,2023,Fall,85
2020-504,2023,Fall,71
2020-505,2023,Fall,62
2020-506,2023,Fall,58
2020-507,2023,Fall,57
2020-508,2023,Fall,66
2020-509,2023,Fall,73
2020-510,2023,Fall,73
2020-511,2023,Fall,58
2020-512,2023,Fall,68
2020-513,2023,Fall,58
2020-514,2023,Fall,62
2020-515,2023,Fall,59
2020-516,2023,Fall,74
2020-517,2023,Fall,53
2020-518,2023,Fall,84
2020-519,2023,Fall,68
2020-520,2023,Fall,72
2020-521,2023,Fall,65
2020-522,2023,Fall,70
2020-523,2023,Fall,56
2020-524,2023,Fall,66
2020-525,2023,Fall,67
2020-526,2023,Fall,67
2020-527,2023,Fall,95
2020-528,2023,Fall,73
2020-529,2023,Fall,72
2020-530,2023,Fall,75
2020-531,2023,Fall,64
2020-532,2023,Fall,80
2020-533,2023,Fall,69
2020-534,2023,Fall,66
2020-535,2023,Fall,66
2020-536,2023,Fall,80
2020-537,2023,Fall,85
2020-538,2023,Fall,54
2020-539,2023,Fall,60
2020-540,2023,Fall,57
2020-541,2023,Fall,82
2020-542,2023,Fall,57
2020-543,2023,Fall,74
2020-544,2023,Fall,79
2020-545,2023,Fall,61
2020-546,2023,Fall,61
2020-547,2023,Fall,67
2020-548,2023,Fall,76
2020-549,2023,Fall,61
2020-550,2023,Fall,59
2020-551,2023,Fall,75
2020-552,2023,Fall,73
2020-553,2023,Fall,78
2020-554,2023,Fall,61
2020-555,2023,Fall,83
2020-556,2023,Fall,54
2020-557,2023,Fall,57
2020-558,2023,Fall,81
2020-559,2023,Fall,67
2020-560,2023,Fall,85
2020-561,2023,Fall,54
2020-562,2023,Fall,67
2020-563,2023,Fall,58
2020-564,2023,Fall,66
2020-565,2023,Fall,60
2020-566,2023,Fall,77
2020-567,2023,Fall,60
2020-568,2023,Fall,57
2020-569,2023,Fall,72
2020-570,2023,Fall,77
2020-571,2023,Fall,75
2020-572,2023,Fall,87
2020-573,2023,Fall,66
2020-574,2023,Fall,66
2020-575,2023,Fall,67
2020-576,2023,Fall,83
2020-577,2023,Fall,80
2020-578,2023,Fall,73
2020-579,2023,Fall,64
2020-580,2023,Fall,78
2020-581,2023,Fall,61
2020-582,2023,Fall,64
2020-583,2023,Fall,64
2020-584,2023,Fall,65
2020-585,2023,Fall,69
2020-586,2023,Fall,68
2020-587,2023,Fall,63
2020-588,2023,Fall,83
2020-589,2023,Fall,72
2020-590,2023,Fall,84
2020-591,2023,Fall,62
2020-592,2023,Fall,74
2020-593,2023,Fall,77
2020-594,2023,Fall,59
2020-595,2023,Fall,54
2020-596,2023,Fall,61
2020-597,2023,Fall,79
2020-598,2023,Fall,69
2020-599,2023,Fall,52
2020-600,2023,Fall,63
2020-601,2023,Fall,79
2020-602,2023,Fall,46
2020-603,2023,Fall,82
2020-604,2023,Fall,69
2020-605,2023,Fall,80
2020-606,2023,Fall,81
2020-607,2023,Fall,85
2020-608,2023,Fall,80
2020-609,2023,Fall,64
2020-610,2023,Fall,62
2020-611,2023,Fall,79
2020-612,2023,Fall,63
2020-613,2023,Fall,57
2020-614,2023,Fall,66
2020-615,2023,Fall,80
2020-616,2023,Fall,100
2020-617,2023,Fall,83
2020-618,2023,Fall,66
2020-619,2023,Fall,70
2020-620,2023,Fall,67
2020-621,2023,Fall,87
2020-622,2023,Fall,93
2020-623,2023,Fall,73
2020-624,2023,Fall,77
2020-625,2023,Fall,77
2020-626,2023,Fall,73
2020-627,2023,Fall,75
2020-628,2023,Fall,95
2020-629,2023,Fall,61
2020-630,2023,Fall,73
2020-631,2023,Fall,68
2020-632,2023,Fall,67
2020-633,2023,Fall,67
2020-634,2023,Fall,69
2020-635,2023,Fall,75
2020-636,2023,Fall,63
2020-637,2023,Fall,63
2020-638,2023,Fall,67
2020-639,2023,Fall,55
2020-640,2023,Fall,52
2020-641,2023,Fall,77
2020-642,2023,Fall,63
2020-643,2023,Fall,73
2020-644,2023,Fall,72
2020-645,2023,Fall,56
2020-646,2023,Fall,65
2020-647,2023,Fall,68
2020-648,2023,Fall,72
2020-649,2023,Fall,71
2020-650,2023,Fall,67
2020-651,2023,Fall,85
2020-652,2023,Fall,70
2020-653,2023,Fall,80
2020-654,2023,Fall,68
2020-655,2023,Fall,67
2020-656,2023,Fall,77
2020-657,2023,Fall,66
2020-658,2023,Fall,74
2020-659,2023,Fall,73
2020-660,2023,Fall,62
2020-661,2023,Fall,62
2020-662,2023,Fall,44
2020-663,2023,Fall,51
2020-664,2023,Fall,55
2020-665,2023,Fall,82
2020-666,2023,Fall,71
2020-667,2023,Fall,75
2020-668,2023,Fall,78
2020-669,2023,Fall,67
2020-670,2023,Fall,70
2020-671,2023,Fall,70
2020-672,2023,Fall,84
2020-673,2023,Fall,57
2020-674,2023,Fall,78
2020-675,2023,Fall,69
2020-676,2023,Fall,82
2020-677,2023,Fall,85
2020-678,2023,Fall,73
2020-679,2023,Fall,56
2020-680,2023,Fall,85
2020-681,2023,Fall,90
2020-682,2023,Fall,64
2020-683,2023,Fall,71
2020-684,2023,Fall,58
2020-685,2023,Fall,51
2020-686,2023,Fall,84
2020-687,2023,Fall,66
2020-688,2023,Fall,87
2020-689,2023,Fall,78
2020-690,2023,Fall,70
2020-691,2023,Fall,66
2020-692,2023,Fall,68
2020-693,2023,Fall,74
2020-694,2023,Fall,82
2020-695,2023,Fall,82
2020-696,2023,Fall,67
2020-697,2023,Fall,71
2020-698,2023,Fall,92
2020-699,2023,Fall,62
2020-700,2023,Fall,76
2020-701,2023,Fall,73
2020-702,2023,Fall,56
2020-703,2023,Fall,67
2020-704,2023,Fall,44
2020-705,2023,Fall,70
2020-706,2023,Fall,72
2020-707,2023,Fall,88
2020-708,2023,Fall,60
2020-709,2023,Fall,56
2020-710,2023,Fall,63
2020-711,2023,Fall,88
2020-712,2023,Fall,93
2020-713,2023,Fall,74
2020-714,2023,Fall,74
2020-715,2023,Fall,68
2020-716,2023,Fall,54
2020-717,2023,Fall,64
2020-718,2023,Fall,61
2020-719,2023,Fall,70
2020-720,2023,Fall,56
2020-721,2023,Fall,70
2020-722,2023,Fall,75
2020-723,2023,Fall,67
2020-724,2023,Fall,67
2020-725,2023,Fall,75
2020-726,2023,Fall,76
2020-727,2023,Fall,62
2020-728,2023,Fall,53
2020-729,2023,Fall,73
2020-730,2023,Fall,72
2020-731,2023,Fall,78
2020-732,2023,Fall,75
2020-733,2023,Fall,59
2020-734,2023,Fall,76
2020-735,2023,Fall,56
2020-736,2023,Fall,77
2020-737,2023,Fall,77
2020-738,2023,Fall,72
2020-739,2023,Fall,90
2020-740,2023,Fall,59
2020-741,2023,Fall,74
2020-742,2023,Fall,69
2020-743,2023,Fall,58
2020-744,2023,Fall,60
2020-745,2023,Fall,69
2020-746,2023,Fall,70
2020-747,2023,Fall,58
2020-748,2023,Fall,71
2020-749,2023,Fall,64
2020-750,2023,Fall,59
2020-751,2023,Fall,61
2020-752,2023,Fall,63
2020-753,2023,Fall,73
2020-754,2023,Fall,65
2020-755,2023,Fall,74
2020-756,2023,Fall,86
2020-757,2023,Fall,67
2020-758,2023,Fall,66
2020-759,2023,Fall,58
2020-760,2023,Fall,62
2020-761,2023,Fall,75
2020-762,2023,Fall,90
2020-763,2023,Fall,61
2020-764,2023,Fall,84
2020-765,2023,Fall,56
2020-766,2023,Fall,38
2020-767,2023,Fall,76
2020-768,2023,Fall,77
2020-769,2023,Fall,68
2020-770,2023,Fall,70
2020-771,2023,Fall,71
2020-772,2023,Fall,69
2020-773,2023,Fall,68
2020-774,2023,Fall,71
2020-775,2023,Fall,64
2020-776,2023,Fall,79
2020-777,2023,Fall,61
2020-778,2023,Fall,74
2020-779,2023,Fall,59
2020-780,2023,Fall,69
2020-781,2023,Fall,74
2020-782,2023,Fall,63
2020-783,2023,Fall,73
2020-784,2023,Fall,73
2020-785,2023,Fall,73
2020-786,2023,Fall,76
2020-787,2023,Fall,75
2020-788,2023,Fall,72
2020-789,2023,Fall,69
2020-790,2023,Fall,66
2020-791,2023,Fall,74
2020-792,2023,Fall,74
2020-793,2023,Fall,68
2020-794,2023,Fall,62
2020-795,2023,Fall,71
2020-796,2023,Fall,64
2020-797,2023,Fall,63
2020-798,2023,Fall,73
2020-799,2023,Fall,62
2020-800,2023,Fall,77
2020-801,2023,Fall,74
2020-802,2023,Fall,70
2020-803,2023,Fall,76
2020-804,2023,Fall,59
2020-805,2023,Fall,76
2020-806,2023,Fall,71
2020-807,2023,Fall,91
2020-808,2023,Fall,58
2020-809,2023,Fall,91
2020-810,2023,Fall,72
2020-811,2023,Fall,73
2020-812,2023,Fall,61
2020-813,2023,Fall,99
2020-814,2023,Fall,72
2020-815,2023,Fall,75
2020-816,2023,Fall,100
2020-817,2023,Fall,65
2020-818,2023,Fall,50
2020-819,2023,Fall,80
2020-820,2023,Fall,64
2020-821,2023,Fall,82
2020-822,2023,Fall,65
2020-823,2023,Fall,78
2020-824,2023,Fall,74
2020-825,2023,Fall,77
2020-826,2023,Fall,70
2020-827,2023,Fall,82
2020-828,2023,Fall,85
2020-829,2023,Fall,67
2020-830,2023,Fall,63
2020-831,2023,Fall,59
2020-832,2023,Fall,74
2020-833,2023,Fall,62
2020-834,2023,Fall,82
2020-835,2023,Fall,57
2020-836,2023,Fall,60
2020-837,2023,Fall,76
2020-838,2023,Fall,73
2020-839,2023,Fall,82
2020-840,2023,Fall,73
2020-841,2023,Fall,53
2020-842,2023,Fall,72
2020-843,2023,Fall,76
2020-844,2023,Fall,65
2020-845,2023,Fall,71
2020-846,2023,Fall,62
2020-847,2023,Fall,39
2020-848,2023,Fall,79
2020-849,2023,Fall,77
2020-850,2023,Fall,63
2020-851,2023,Fall,54
2020-852,2023,Fall,82
2020-853,2023,Fall,77
2020-854,2023,Fall,66
2020-855,2023,Fall,62
2020-856,2023,Fall,62
2020-857,2023,Fall,76
2020-858,2023,Fall,56
2020-859,2023,Fall,72
2020-860,2023,Fall,65
2020-861,2023,Fall,76
2020-862,2023,Fall,86
2020-863,2023,Fall,73
2020-864,2023,Fall,84
2020-865,2023,Fall,79
2020-866,2023,Fall,73
2020-867,2023,Fall,70
2020-868,2023,Fall,72
2020-869,2023,Fall,82
2020-870,2023,Fall,63
2020-871,2023,Fall,91
2020-872,2023,Fall,75
2020-873,2023,Fall,65
2020-874,2023,Fall,74
2020-875,2023,Fall,68
2020-876,2023,Fall,66
2020-877,2023,Fall,86
2020-878,2023,Fall,78
2020-879,2023,Fall,74
2020-880,2023,Fall,87
2020-881,2023,Fall,83
2020-882,2023,Fall,67
2020-883,2023,Fall,63
2020-884,2023,Fall,76
2020-885,2023,Fall,60
2020-886,2023,Fall,76
2020-887,2023,Fall,62
2020-888,2023,Fall,78
2020-889,2023,Fall,85
2020-890,2023,Fall,69
2020-891,2023,Fall,41
2020-892,2023,Fall,76
2020-893,2023,Fall,60
2020-894,2023,Fall,60
2020-895,2023,Fall,68
2020-896,2023,Fall,57
2020-897,2023,Fall,73
2020-898,2023,Fall,65
2020-899,2023,Fall,77
2020-900,2023,Fall,86
2020-901,2023,Fall,68
2020-902,2023,Fall,82
2020-903,2023,Fall,71
2020-904,2023,Fall,69
2020-905,2023,Fall,52
2020-906,2023,Fall,72
2020-907,2023,Fall,74
2020-908,2023,Fall,62
2020-909,2023,Fall,77
2020-910,2023,Fall,75
2020-911,2023,Fall,62
2020-912,2023,Fall,60
2020-913,2023,Fall,63
2020-914,2023,Fall,71
2020-915,2023,Fall,74
2020-916,2023,Fall,65
2020-917,2023,Fall,45
2020-918,2023,Fall,64
2020-919,2023,Fall,63
2020-920,2023,Fall,59
2020-921,2023,Fall,71
2020-922,2023,Fall,69
2020-923,2023,Fall,87
2020-924,2023,Fall,56
2020-925,2023,Fall,83
2020-926,2023,Fall,71
2020-927,2023,Fall,85
2020-928,2023,Fall,68
2020-929,2023,Fall,67
2020-930,2023,Fall,84
2020-931,2023,Fall,72
2020-932,2023,Fall,65
2020-933,2023,Fall,76
2020-934,2023,Fall,68
2020-935,2023,Fall,66
2020-936,2023,Fall,69
2020-937,2023,Fall,70
2020-938,2023,Fall,54
2020-939,2023,Fall,68
2020-940,2023,Fall,72
2020-941,2023,Fall,71
2020-942,2023,Fall,84
2020-943,2023,Fall,68
2020-944,2023,Fall,59
2020-945,2023,Fall,57
2020-946,2023,Fall,64
2020-947,2023,Fall,73
2020-948,2023,Fall,72
2020-949,2023,Fall,73
2020-950,2023,Fall,76
2020-951,2023,Fall,78
2020-952,2023,Fall,71
2020-953,2023,Fall,69
2020-954,2023,Fall,81
2020-955,2023,Fall,76
2020-956,2023,Fall,68
2020-957,2023,Fall,68
2020-958,2023,Fall,82
2020-959,2023,Fall,73
2020-960,2023,Fall,89
2020-961,2023,Fall,72
2020-962,2023,Fall,73
2020-963,2023,Fall,75
2020-964,2023,Fall,75
2020-965,2023,Fall,77
2020-966,2023,Fall,80
2020-967,2023,Fall,69
2020-968,2023,Fall,74
2020-969,2023,Fall,61
2020-970,2023,Fall,59
2020-971,2023,Fall,70
2020-972,2023,Fall,61
2020-973,2023,Fall,63
2020-974,2023,Fall,67
2020-975,2023,Fall,68
2020-976,2023,Fall,88
2020-977,2023,Fall,69
2020-978,2023,Fall,66
2020-979,2023,Fall,70
2020-980,2023,Fall,71
2020-981,2023,Fall,69
2020-982,2023,Fall,69
2020-983,2023,Fall,90
2020-984,2023,Fall,71
2020-985,2023,Fall,58
2020-986,2023,Fall,65
2020-987,2023,Fall,56
2020-988,2023,Fall,82
2020-989,2023,Fall,60
2020-990,2023,Fall,51
2020-991,2023,Fall,97
2020-992,2023,Fall,69
2020-993,2023,Fall,75
2020-994,2023,Fall,53
2020-995,2023,Fall,61
2020-996,2023,Fall,60
2020-997,2023,Fall,68
2020-998,2023,Fall,76
